Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 231_JA2_100m_0.3um_SKQ17_P2,Area 231_JA2_100m_0.3um_SKQ17_P2,#Peptides,#Unique,#Spec 231_JA2_100m_0.3um_SKQ17_P2,PTM,Avg. Mass,Description
507,393939,ETNP_160m_PROKKA_105367,27.57,5,5,2.02E4,1,1,1,,23841,Thymidylate synthase ThyX
507,393940,ETNP_100m_PROKKA_69765,27.57,5,5,2.02E4,1,1,1,,23841,Thymidylate synthase ThyX
509,393950,ETNP_150m_particle_PROKKA_51370,27.04,18,18,3.74E5,1,1,1,,4399,10 kDa chaperonin
509,393961,ETNP14_68maa_PROKKA_42469,27.04,7,7,3.74E5,1,1,1,,10352,10 kDa chaperonin
509,393962,ETNP_120m_PROKKA_317268,27.04,7,7,3.74E5,1,1,1,,10506,10 kDa chaperonin
509,393963,ETNP14_120maa_PROKKA_28009,27.04,7,7,3.74E5,1,1,1,,10468,10 kDa chaperonin
509,393964,NP_300m_PROKKA_13023,27.04,7,7,3.74E5,1,1,1,,10454,10 kDa chaperonin
509,393965,ETNP14_120maa_PROKKA_34105,27.04,7,7,3.74E5,1,1,1,,10454,10 kDa chaperonin
509,393966,ETNP14_120mac_PROKKA_89401,27.04,7,7,3.74E5,1,1,1,,10468,10 kDa chaperonin
509,393967,ETNP_180m_PROKKA_06344,27.04,7,7,3.74E5,1,1,1,,10454,10 kDa chaperonin
509,393968,ETNP_160m_PROKKA_127742,27.04,7,7,3.74E5,1,1,1,,10454,10 kDa chaperonin
509,393969,ETNP_90m_PROKKA_85613,27.04,7,7,3.74E5,1,1,1,,10506,10 kDa chaperonin
509,393970,ETNP_120m_free_PROKKA_126282,27.04,7,7,3.74E5,1,1,1,,10454,10 kDa chaperonin
509,393971,ETNP_120m_particle_PROKKA_125280,27.04,7,7,3.74E5,1,1,1,,10454,10 kDa chaperonin
509,393972,ETNP_160m_PROKKA_147723,27.04,7,7,3.74E5,1,1,1,,10506,10 kDa chaperonin
509,393973,ETNP_180m_PROKKA_179831,27.04,7,7,3.74E5,1,1,1,,10506,10 kDa chaperonin
509,393974,ETNP_300m_PROKKA_174795,27.04,7,7,3.74E5,1,1,1,,10454,10 kDa chaperonin
509,393975,ETNP_120m_free_PROKKA_245565,27.04,7,7,3.74E5,1,1,1,,10506,10 kDa chaperonin
509,393976,NP_85m_PROKKA_27659,27.04,7,7,3.74E5,1,1,1,,10468,10 kDa chaperonin
509,393977,ETNP_120m_particle_PROKKA_142640,27.04,7,7,3.74E5,1,1,1,,10506,10 kDa chaperonin
509,393978,ETNP14_120mac_PROKKA_06872,27.04,7,7,3.74E5,1,1,1,,10393,10 kDa chaperonin
509,393979,ETNP_120m_PROKKA_342101,27.04,7,7,3.74E5,1,1,1,,10454,10 kDa chaperonin
509,393980,ETNP_100m_particle_PROKKA_41108,27.04,7,7,3.74E5,1,1,1,,10506,10 kDa chaperonin
388,358618,AAV93836.1,26.89,2,2,9.76E4,1,1,1,,40104,glutamate/glutamine/aspartate/asparagine ABC transporter  periplasmic substrate-binding protein [Ruegeria pomeroyi DSS-3]
388,1969,WP_013963181,26.89,2,2,9.76E4,1,1,1,,35570,amino acid ABC transporter substrate-binding protein Roseobacter litoralis
388,358617,ABG31082.1,26.89,2,2,9.76E4,1,1,1,,35528,glutamate/glutamine/aspartate/asparagine-binding protein [Roseobacter denitrificans OCh 114]
388,393948,ETNP14_68mB_PROKKA_130971,26.89,6,6,9.76E4,1,1,1,,13970,General L-amino acid-binding periplasmic protein AapJ precursor
388,393949,ETNP_120m_free_PROKKA_152738,26.89,6,6,9.76E4,1,1,1,,15320,General L-amino acid-binding periplasmic protein AapJ precursor
388,393951,ETNP14_68mB_PROKKA_111053,26.89,5,5,9.76E4,1,1,1,,18849,General L-amino acid-binding periplasmic protein AapJ precursor
388,393958,NP_30m_PROKKA_15186,26.89,3,3,9.76E4,1,1,1,,26253,General L-amino acid-binding periplasmic protein AapJ precursor
388,393959,ETNP14_68maa_PROKKA_114524,26.89,3,3,9.76E4,1,1,1,,30019,General L-amino acid-binding periplasmic protein AapJ precursor
388,358620,ABE39788.1,26.89,2,2,9.76E4,1,1,1,,36458,Lysine-arginine-ornithine-binding periplasmic protein [Rhodopseudomonas palustris BisB5]
388,358621,ABF63027.1,26.89,2,2,9.76E4,1,1,1,,35560,Lysine-arginine-ornithine-binding periplasmic protein [Ruegeria sp. TM1040]
508,1871,WP_011294882,26.78,7,7,2.11E4,1,1,1,,18594,flavodoxin Prochlorococcus
508,358625,WP_011294882.1,26.78,7,7,2.11E4,1,1,1,,18594,MULTISPECIES: flavodoxin [Prochlorococcus]
508,393945,ETNP14_68maa_PROKKA_46247,26.78,7,7,2.11E4,1,1,1,,18682,Flavodoxin
510,393960,ETNP_110m_PROKKA_49569,26.50,3,3,7.32E4,1,1,1,,26416,hypothetical protein
447,393915,ETNP_180m_PROKKA_122783,26.25,2,2,3.43E5,1,1,1,,35635,Alpha-keto acid-binding periplasmic protein TakP precursor
447,393916,ETNP_120m_PROKKA_192514,26.25,2,2,3.43E5,1,1,1,,38887,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
447,393981,ETNP_120m_free_PROKKA_24898,26.25,2,2,3.43E5,1,1,1,,38564,Alpha-keto acid-binding periplasmic protein TakP precursor
447,393982,ETNP_180m_PROKKA_27535,26.25,2,2,3.43E5,1,1,1,,38986,Alpha-keto acid-binding periplasmic protein TakP precursor
447,393983,ETNP_120m_PROKKA_24459,26.25,2,2,3.43E5,1,1,1,,39368,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
359,393988,ETNP14_120maa_PROKKA_76983,25.82,1,1,2.92E6,1,1,2,,90092,Perchlorate reductase subunit alpha precursor
359,393989,ETNP14_120maa_PROKKA_31636,25.82,1,1,2.92E6,1,1,2,,134217,Perchlorate reductase subunit alpha precursor
359,393990,ETNP14_68maa_PROKKA_44091,25.82,1,1,2.92E6,1,1,2,,134179,Perchlorate reductase subunit alpha precursor
511,393994,ETNP14_120mab_PROKKA_42963,25.72,6,6,8.07E4,1,1,1,,14797,50S ribosomal protein L11
511,358637,WP_011784237,25.72,6,6,8.07E4,1,1,1,,14994,50S ribosomal protein L11 Marinobacter
511,2109,WP_011310907,25.72,6,6,8.07E4,1,1,1,,15086,50S ribosomal protein L11 Thiobacillus denitrificans
511,393995,NP_300m_PROKKA_04070,25.72,6,6,8.07E4,1,1,1,,15164,50S ribosomal protein L11
511,358645,WP_015349101,25.72,5,5,8.07E4,1,1,1,,15651,50S ribosomal protein L11 Myxococcus stipitatus
512,2684,WP_015897137,25.60,2,2,4.1E5,1,1,1,,59063,hypothetical protein Acidobacterium capsulatum
449,394000,ETNP14_68mB_PROKKA_132674,25.27,5,5,7.36E5,1,1,1,,16766,50S ribosomal protein L9
449,394001,ETNP14_68mB_PROKKA_135064,25.27,5,5,7.36E5,1,1,1,,16787,50S ribosomal protein L9
449,394002,ETNP_120m_PROKKA_309061,25.27,5,5,7.36E5,1,1,1,,16765,50S ribosomal protein L9
449,394003,ETNP_140m_PROKKA_148324,25.27,5,5,7.36E5,1,1,1,,16752,50S ribosomal protein L9
449,394004,ETNP_120m_PROKKA_45233,25.27,5,5,7.36E5,1,1,1,,16917,50S ribosomal protein L9
449,394005,ETNP_90m_PROKKA_185043,25.27,5,5,7.36E5,1,1,1,,16766,50S ribosomal protein L9
449,394006,ETNP_120m_PROKKA_37713,25.27,5,5,7.36E5,1,1,1,,16765,50S ribosomal protein L9
449,358627,WP_011785846,25.27,5,5,7.36E5,1,1,1,,15698,50S ribosomal protein L9 Marinobacter
449,394059,NP_30m_PROKKA_06618,25.27,5,5,7.36E5,1,1,1,,16446,50S ribosomal protein L9
513,358652,WP_011128926,24.83,4,4,1.74E5,1,1,1,,23034,50S ribosomal protein L4 Synechococcus
450,394008,ETNP14_68mB_PROKKA_58879,24.78,22,22,1.43E5,1,1,1,,7030,hypothetical protein
450,394009,ETNP_90m_PROKKA_188887,24.78,22,22,1.43E5,1,1,1,,7030,hypothetical protein
450,394010,ETNP_110m_PROKKA_50493,24.78,22,22,1.43E5,1,1,1,,7030,hypothetical protein
450,394011,ETNP_100m_PROKKA_68187,24.78,22,22,1.43E5,1,1,1,,7030,hypothetical protein
450,394012,ETNP_140m_PROKKA_30187,24.78,22,22,1.43E5,1,1,1,,7030,hypothetical protein
410,2800,WP_015349883,24.67,0,0,3.44E5,1,1,1,,202176,polyketide synthase Myxococcus stipitatus
410,2796,CBE69591,24.67,2,2,3.44E5,1,1,1,,58424,Indole-3-pyruvate decarboxylase Indolepyruvate decarboxylase Candidatus Methylomirabilis oxyfera
378,394023,NP_300m_PROKKA_56695,24.63,12,12,2.12E5,1,1,1,,8307,Acyl carrier protein
378,394024,ETNP14_68mB_PROKKA_118668,24.63,11,11,2.12E5,1,1,1,,8540,Acyl carrier protein
378,394063,NP_85m_PROKKA_32232,24.63,28,28,2.12E5,1,1,1,,3594,Acyl carrier protein
378,394064,ETNP14_68mB_PROKKA_137713,24.63,26,26,2.12E5,1,1,1,,3761,Acyl carrier protein
378,394065,ETNP14_68maa_PROKKA_67061,24.63,26,26,2.12E5,1,1,1,,3709,Acyl carrier protein
378,394066,ETNP14_68maa_PROKKA_143565,24.63,26,26,2.12E5,1,1,1,,3749,Acyl carrier protein
378,394067,ETNP14_68mB_PROKKA_108521,24.63,19,19,2.12E5,1,1,1,,5096,Acyl carrier protein
378,394068,NP_300m_PROKKA_23274,24.63,12,12,2.12E5,1,1,1,,8320,Acyl carrier protein
378,394069,ETNP14_120mac_PROKKA_78341,24.63,12,12,2.12E5,1,1,1,,8349,Acyl carrier protein
378,358700,ADH88406.1,24.63,12,12,2.12E5,1,1,1,,8454,acyl carrier protein [Starkeya novella DSM 506]
378,394070,ETNP14_68mB_PROKKA_71513,24.63,12,12,2.12E5,1,1,1,,8440,Acyl carrier protein
378,394071,ETNP14_68mB_PROKKA_142025,24.63,11,11,2.12E5,1,1,1,,8496,Acyl carrier protein
378,394072,SAR11cell_DLNKFFIG_00174,24.63,11,11,2.12E5,1,1,1,,8547,Acyl carrier protein
378,394073,ETNP14_68mB_PROKKA_65137,24.63,11,11,2.12E5,1,1,1,,8639,Acyl carrier protein
378,394074,ETNP14_68maa_PROKKA_187859,24.63,11,11,2.12E5,1,1,1,,8554,Acyl carrier protein
378,394075,ETNP14_68mB_PROKKA_150712,24.63,11,11,2.12E5,1,1,1,,8594,Acyl carrier protein
378,394076,ETNP14_120mac_PROKKA_83221,24.63,11,11,2.12E5,1,1,1,,8490,Acyl carrier protein
378,394077,ETNP14_68mB_PROKKA_79543,24.63,11,11,2.12E5,1,1,1,,8568,Acyl carrier protein
378,394078,ETNP14_68mB_PROKKA_128460,24.63,11,11,2.12E5,1,1,1,,8554,Acyl carrier protein
378,394079,ETNP14_68mB_PROKKA_105393,24.63,11,11,2.12E5,1,1,1,,8657,Acyl carrier protein
378,394080,ETNP14_68maa_PROKKA_184217,24.63,11,11,2.12E5,1,1,1,,8576,Acyl carrier protein
378,394081,ETNP14_68mB_PROKKA_124260,24.63,11,11,2.12E5,1,1,1,,8529,Acyl carrier protein
378,394082,ETNP14_68maa_PROKKA_68350,24.63,11,11,2.12E5,1,1,1,,8551,Acyl carrier protein
378,394083,ETNP14_68mB_PROKKA_44039,24.63,11,11,2.12E5,1,1,1,,8570,Acyl carrier protein
378,394084,ETNP14_68maa_PROKKA_170463,24.63,11,11,2.12E5,1,1,1,,8627,Acyl carrier protein
378,394085,ETNP14_68mB_PROKKA_137257,24.63,11,11,2.12E5,1,1,1,,8492,Acyl carrier protein
378,394086,ETNP14_68maa_PROKKA_106580,24.63,11,11,2.12E5,1,1,1,,8527,Acyl carrier protein
378,394087,ETNP14_68mB_PROKKA_120887,24.63,11,11,2.12E5,1,1,1,,8554,Acyl carrier protein
378,394088,ETNP14_68mB_PROKKA_30763,24.63,11,11,2.12E5,1,1,1,,8737,Acyl carrier protein
378,394089,ETNP14_68maa_PROKKA_127056,24.63,11,11,2.12E5,1,1,1,,8670,Acyl carrier protein
367,393912,ETNP14_120maa_PROKKA_108424,24.59,4,4,0E0,1,1,1,,25534,hypothetical protein
367,393913,ETNP_140m_PROKKA_75689,24.59,4,4,0E0,1,1,1,,25578,hypothetical protein
367,394048,ETNP_120m_PROKKA_34870,24.59,6,6,0E0,1,1,1,,16353,hypothetical protein
360,394090,ETNP_90m_PROKKA_183897,24.56,6,6,1.26E6,1,1,1,,16801,PEP-CTERM motif protein
151,358576,CAN91477.1,24.53,2,2,2.23E8,1,1,4,,56854,hypothetical protein sce1319 [Sorangium cellulosum So ce56]
514,394091,ETNP_70m_PROKKA_11459,24.52,13,13,3.13E4,1,1,1,,10012,Sulfur carrier protein CysO
514,394092,ETNP_160m_PROKKA_208376,24.52,13,13,3.13E4,1,1,1,,10008,Sulfur carrier protein CysO
514,394093,ETNP_180m_PROKKA_137487,24.52,13,13,3.13E4,1,1,1,,10008,Sulfur carrier protein CysO
514,394094,ETNP14_68maa_PROKKA_165371,24.52,13,13,3.13E4,1,1,1,,10093,Sulfur carrier protein CysO
514,394095,ETNP_140m_PROKKA_25567,24.52,13,13,3.13E4,1,1,1,,10008,Sulfur carrier protein CysO
514,394096,ETNP_300m_PROKKA_137422,24.52,13,13,3.13E4,1,1,1,,10008,Sulfur carrier protein CysO
514,394097,ETNP_100m_particle_PROKKA_73834,24.52,13,13,3.13E4,1,1,1,,10008,Sulfur carrier protein CysO
514,394098,ETNP_90m_PROKKA_78523,24.52,13,13,3.13E4,1,1,1,,10012,Sulfur carrier protein CysO
514,358691,Verrucomicrobia_HGEPPPGB_02971,24.52,13,13,3.13E4,1,1,1,,10196,Sulfur carrier protein CysO
514,394099,ETNP_90m_PROKKA_32306,24.52,13,13,3.13E4,1,1,1,,10100,Sulfur carrier protein CysO
514,394100,ETNP_90m_PROKKA_67519,24.52,13,13,3.13E4,1,1,1,,9941,Sulfur carrier protein CysO
514,394101,ETNP_120m_PROKKA_90221,24.52,13,13,3.13E4,1,1,1,,10008,Sulfur carrier protein CysO
514,394102,ETNP_90m_PROKKA_195633,24.52,13,13,3.13E4,1,1,1,,9924,Sulfur carrier protein CysO
514,394103,ETNP14_68mB_PROKKA_40666,24.52,13,13,3.13E4,1,1,1,,10026,Sulfur carrier protein CysO
514,394104,ETNP14_68mB_PROKKA_138015,24.52,13,13,3.13E4,1,1,1,,10063,Sulfur carrier protein CysO
514,394105,ETNP_120m_particle_PROKKA_37031,24.52,13,13,3.13E4,1,1,1,,10008,Sulfur carrier protein CysO
514,394106,ETNP_90m_PROKKA_78522,24.52,13,13,3.13E4,1,1,1,,9967,Sulfur carrier protein CysO
514,394107,ETNP_120m_PROKKA_206324,24.52,13,13,3.13E4,1,1,1,,10071,Sulfur carrier protein CysO
514,394108,ETNP_70m_PROKKA_73563,24.52,13,13,3.13E4,1,1,1,,10194,Sulfur carrier protein CysO
514,394109,ETNP_120m_PROKKA_132529,24.52,11,11,3.13E4,1,1,1,,11502,Sulfur carrier protein CysO
411,393985,ETNP_90m_PROKKA_29558,23.91,9,9,1.23E4,1,1,1,Carbamidomethylation,13484,hypothetical protein
411,393986,NP_85m_PROKKA_30817,23.91,8,8,1.23E4,1,1,1,Carbamidomethylation,15038,hypothetical protein
411,394060,ETNP_140m_PROKKA_64057,23.91,9,9,1.23E4,1,1,1,Carbamidomethylation,13504,hypothetical protein
451,288949,WP_038548826,23.90,3,3,0E0,1,1,1,,34798,ATP synthase F0F1 subunit gamma Synechococcus sp KORDI-100
451,394113,ETNP14_68mB_PROKKA_125763,23.90,14,14,0E0,1,1,1,,6714,hypothetical protein
451,394114,ETNP_90m_PROKKA_111299,23.90,3,3,0E0,1,1,1,,35084,ATP synthase gamma chain
451,394115,ETNP_120m_PROKKA_108745,23.90,3,3,0E0,1,1,1,,35170,ATP synthase gamma chain
412,394112,ETNP_140m_PROKKA_146387,23.89,3,3,4.63E5,1,1,1,,38800,Dihydroorotate dehydrogenase (quinone)
377,393998,ETNP14_68maa_PROKKA_104464,23.81,2,2,1.02E6,1,1,1,Oxidation (M); Hydroxylation,96063,Ribonucleoside-diphosphate reductase 1 subunit alpha
340,358611,WP_011217243.1,23.75,1,1,1.15E5,1,1,1,,84514,DNA topoisomerase IV subunit A [Photobacterium profundum]
515,394116,ETNP_90m_PROKKA_10941,23.72,9,9,2.15E6,1,1,1,,10489,30S ribosomal protein S19
516,19843,WP_020024526,23.32,8,8,9.42E4,1,1,1,,9656,transcriptional regulator Candidatus Thioglobus singularis
325,394145,ETNP_180m_PROKKA_151549,23.18,2,2,3.48E4,1,1,1,Carbamidomethylation,29192,putative FAD-linked oxidoreductase
519,394139,ETNP_120m_PROKKA_47801,22.74,6,6,9.58E4,1,1,1,,14729,Cell division topological specificity factor
518,394138,ETNP_100m_PROKKA_66628,22.72,13,13,1.96E5,1,1,1,,9307,Nitrogen fixation protein of unknown function
256,394142,ETNP_120m_PROKKA_168316,22.61,5,5,2.02E5,1,1,1,Deamidation (NQ); Methylation(R),16086,Alpha-aminoadipate--LysW ligase LysX
456,288961,WP_006171882,21.91,7,7,9.59E5,1,1,1,Carbamidomethylation,11954,RNA-binding protein Synechococcus sp WH 5701
457,2851,WP_038652944,21.46,6,6,1.35E5,1,1,1,,20728,protein family PM-3 Prochlorococcus sp MIT 0801
457,2850,WP_011294568,21.46,7,7,1.35E5,1,1,1,,18283,hypothetical protein Prochlorococcus
457,358672,WP_011823838.1,21.46,7,7,1.35E5,1,1,1,,18299,hypothetical protein [Prochlorococcus marinus]
457,358673,WP_011823848.1,21.46,6,6,1.35E5,1,1,1,,20649,hypothetical protein [Prochlorococcus marinus]
520,394168,NP_300m_PROKKA_58861,21.42,6,6,4.33E5,1,1,1,,12438,Flagellar assembly protein FliX
390,394151,ETNP_120m_particle_PROKKA_02860,21.36,1,1,4.06E5,1,1,1,,134936,Calpain family cysteine protease
458,394156,ETNP_120m_free_PROKKA_194985,21.34,1,1,6.95E4,1,1,1,,67741,ATP-dependent zinc metalloprotease FtsH
371,394150,gi|1377601531,21.09,0,0,0E0,1,1,1,,471680,Myosin-10 [Hondaea fermentalgiana]
459,394164,ETNP_90m_PROKKA_126337,21.02,4,4,2.9E5,1,1,1,,21699,FK506-binding protein
459,394165,ETNP_120m_PROKKA_91183,21.02,4,4,2.9E5,1,1,1,,21699,FK506-binding protein
459,394166,ETNP_100m_particle_PROKKA_13907,21.02,4,4,2.9E5,1,1,1,,21699,FK506-binding protein
459,394171,ETNP_110m_PROKKA_46892,21.02,7,7,2.9E5,1,1,1,,12708,hypothetical protein
220,394177,ETNP14_120maa_PROKKA_54158,20.57,2,2,7.45E3,1,1,2,,56553,Short-chain-fatty-acid--CoA ligase
461,394173,NP_30m_PROKKA_07967,20.36,4,4,0E0,1,1,1,,40636,hypothetical protein
461,394195,ETNP_120m_free_PROKKA_151115,20.36,10,10,0E0,1,1,1,,16406,hypothetical protein
522,358724,WP_015939328,20.21,2,2,0E0,1,1,1,,39727,signal peptide peptidase SppA  36K type Desulfovibrio desulfuricans
416,394198,ETNP_140m_PROKKA_106464,20.14,5,5,5.82E4,1,1,1,,19378,Alpha-D-kanosaminyltransferase
