Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) etnp-ja09-20170531,Coverage (%) etnp-ja10-20170531,Coverage (%) etnp-ja11-20170531,Coverage (%) etnp-ja12-20170531,Coverage (%) etnp-ja13-20170531,Coverage (%) etnp-ja14-20170531,Coverage (%) etnp-ja15-20170531,Coverage (%) etnp-ja16-20170531,Area etnp-ja09-20170531,Area etnp-ja10-20170531,Area etnp-ja11-20170531,Area etnp-ja12-20170531,Area etnp-ja13-20170531,Area etnp-ja14-20170531,Area etnp-ja15-20170531,Area etnp-ja16-20170531,#Peptides,#Unique,#Spec etnp-ja09-20170531,#Spec etnp-ja10-20170531,#Spec etnp-ja11-20170531,#Spec etnp-ja12-20170531,#Spec etnp-ja13-20170531,#Spec etnp-ja14-20170531,#Spec etnp-ja15-20170531,#Spec etnp-ja16-20170531,PTM,Avg. Mass,Description
631,67050,WP_011129698,90.79,16,7,16,0,0,0,0,0,0,,1.94E5,,,,,,,6,2,2,6,0,0,0,0,0,0,,40616,cell division protein FtsZ Prochlorococcus marinus
712,67274,ETNP_120m_PROKKA_164604,90.76,7,0,0,5,4,2,0,0,0,,,1.38E5,1.58E5,1.74E4,,,,3,3,0,0,3,2,1,0,0,0,,57649,Periplasmic dipeptide transport protein precursor
712,67275,NP_300m_PROKKA_03566,90.76,7,0,0,5,4,2,0,0,0,,,1.38E5,1.58E5,1.74E4,,,,3,3,0,0,3,2,1,0,0,0,,57649,Periplasmic dipeptide transport protein precursor
712,67276,ETNP_180m_PROKKA_192696,90.76,7,0,0,5,4,2,0,0,0,,,1.38E5,1.58E5,1.74E4,,,,3,3,0,0,3,2,1,0,0,0,,57649,Periplasmic dipeptide transport protein precursor
712,67277,ETNP_160m_PROKKA_63379,90.76,7,0,0,5,4,2,0,0,0,,,1.38E5,1.58E5,1.74E4,,,,3,3,0,0,3,2,1,0,0,0,,57649,Periplasmic dipeptide transport protein precursor
712,67278,ETNP_140m_PROKKA_128292,90.76,7,0,0,5,4,2,0,0,0,,,1.38E5,1.58E5,1.74E4,,,,3,3,0,0,3,2,1,0,0,0,,57649,Periplasmic dipeptide transport protein precursor
712,67279,NP_100m_PROKKA_09173,90.76,7,0,0,5,4,2,0,0,0,,,1.38E5,1.58E5,1.74E4,,,,3,3,0,0,3,2,1,0,0,0,,57649,Periplasmic dipeptide transport protein precursor
472,2672,ETNP14_68maa_PROKKA_132262,90.73,6,2,2,6,2,2,2,0,0,,,4.99E4,,,,,,6,1,1,3,5,2,1,1,0,0,,58448,60 kDa chaperonin 5
698,66844,ETNP_90m_PROKKA_170958,90.73,26,16,26,0,0,0,0,0,0,4.61E5,1.12E7,,,,,,,4,4,2,5,0,0,0,0,0,0,,12531,Photosystem I P700 chlorophyll a apoprotein A1
863,67641,ETNP_120m_PROKKA_237009,90.56,5,0,0,0,2,5,0,0,0,,,,,3.51E5,,,,3,2,0,0,0,1,3,0,0,0,,58220,Glutathione-binding protein GsiB precursor
863,67642,ETNP_100m_particle_PROKKA_94611,90.56,5,0,0,0,2,5,0,0,0,,,,,3.51E5,,,,3,2,0,0,0,1,3,0,0,0,,58220,Glutathione-binding protein GsiB precursor
863,67643,ETNP_120m_particle_PROKKA_66024,90.56,5,0,0,0,2,5,0,0,0,,,,,3.51E5,,,,3,2,0,0,0,1,3,0,0,0,,58220,Glutathione-binding protein GsiB precursor
528,66981,ETNP_120m_PROKKA_36391,90.30,17,0,0,7,12,15,0,0,0,,,3.14E5,6.61E5,6.6E5,,,,6,6,0,0,2,4,5,0,0,0,Deamidation (NQ),46497,Quinoprotein glucose dehydrogenase B precursor
641,713,ETNP_100m_particle_PROKKA_128035,90.15,22,3,22,0,0,0,0,0,0,1.42E4,7.37E5,,,,,,,7,7,1,7,0,0,0,0,0,0,,33083,Fructose-bisphosphate aldolase class 2
641,714,ETNP_120m_particle_PROKKA_27564,90.15,21,3,21,0,0,0,0,0,0,1.42E4,7.37E5,,,,,,,7,7,1,7,0,0,0,0,0,0,,34130,Fructose-bisphosphate aldolase class 2
641,66662,ETNP_90m_PROKKA_03450,90.15,19,3,19,0,0,0,0,0,0,1.42E4,7.37E5,,,,,,,7,7,1,7,0,0,0,0,0,0,,37818,Fructose-bisphosphate aldolase class 2
641,66663,ETNP_100m_PROKKA_70731,90.15,19,3,19,0,0,0,0,0,0,1.42E4,7.37E5,,,,,,,7,7,1,7,0,0,0,0,0,0,,37818,Fructose-bisphosphate aldolase class 2
534,1523,ETNP_120m_free_PROKKA_124989,90.14,43,0,43,0,0,0,0,0,0,,1.23E6,,,,,,,9,3,0,11,0,0,0,0,0,0,Oxidation (M),12263,Nitrogen regulatory protein P-II_120mF_megahit_EODJEIIO_104450 Nitrogen regulatory protein P-II
643,66950,ETNP_120m_PROKKA_225416,89.99,52,0,52,0,0,0,0,0,0,,1.78E6,,,,,,,4,4,0,8,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),9360,hypothetical protein
643,66951,ETNP_100m_particle_PROKKA_136612,89.99,52,0,52,0,0,0,0,0,0,,1.78E6,,,,,,,4,4,0,8,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),9360,hypothetical protein
643,1506,ETNP_120m_particle_PROKKA_117690,89.99,52,0,52,0,0,0,0,0,0,,1.78E6,,,,,,,4,4,0,8,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),9300,hypothetical protein
471,1398,NP_100m_PROKKA_02620,89.78,15,0,0,9,9,8,0,0,0,,,1.43E5,7.85E4,1.79E4,,,,8,2,0,0,4,5,4,0,0,0,Carbamidomethylation,59993,Respiratory nitrate reductase 2 beta chain
531,1656,ETNP_100m_particle_PROKKA_126950,88.99,64,22,64,0,0,0,0,0,0,2.25E4,8.73E4,,,,,,,8,2,2,9,0,0,0,0,0,0,Oxidation (M),10236,hypothetical protein
531,67008,ETNP_90m_PROKKA_193993,88.99,57,20,57,0,0,0,0,0,0,2.25E4,8.73E4,,,,,,,8,2,2,9,0,0,0,0,0,0,Oxidation (M),11341,hypothetical protein
531,67009,ETNP_140m_PROKKA_132536,88.99,57,20,57,0,0,0,0,0,0,2.25E4,8.73E4,,,,,,,8,2,2,9,0,0,0,0,0,0,Oxidation (M),11341,hypothetical protein
531,67010,ETNP_100m_PROKKA_20930,88.99,57,20,57,0,0,0,0,0,0,2.25E4,8.73E4,,,,,,,8,2,2,9,0,0,0,0,0,0,Oxidation (M),11341,hypothetical protein
531,1667,NP_85m_PROKKA_24354,88.99,57,20,57,0,0,0,0,0,0,2.25E4,8.73E4,,,,,,,8,2,2,9,0,0,0,0,0,0,Oxidation (M),11327,hypothetical protein
531,67011,ETNP14_68mB_PROKKA_17733,88.99,57,20,57,0,0,0,0,0,0,2.25E4,8.73E4,,,,,,,8,2,2,9,0,0,0,0,0,0,Oxidation (M),11341,hypothetical protein
784,67644,ETNP_120m_PROKKA_213989,88.67,10,0,0,0,4,10,0,0,0,,,,1.12E4,3.69E5,,,,3,3,0,0,0,1,4,0,0,0,Deamidation (NQ),60586,hypothetical protein
970,2831,ETNP_110m_PROKKA_11629,88.67,20,0,20,0,0,0,0,0,0,,3.31E5,,,,,,,3,2,0,3,0,0,0,0,0,0,Carbamidomethylation,14304,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
668,1328,ETNP_70m_PROKKA_91076,88.66,13,8,13,0,0,0,0,0,0,,9.61E3,,,,,,,5,1,2,5,0,0,0,0,0,0,,39203,Cell division protein FtsZ
668,67025,WP_052041211,88.66,14,8,14,0,0,0,0,0,0,,9.61E3,,,,,,,5,1,2,5,0,0,0,0,0,0,,38304,cell division protein FtsZ Prochlorococcus sp MIT 0801
645,4142,ETNP14_120maa_PROKKA_145159,88.18,10,0,0,8,0,8,10,0,0,,,8.23E3,,5.46E4,3.27E6,,,5,4,0,0,1,0,1,6,0,0,,17825,Ammonium transporter NrgA
645,68940,ETNP14_120mab_PROKKA_99350,88.18,52,0,0,42,0,42,52,0,0,,,8.23E3,,5.46E4,3.27E6,,,5,4,0,0,1,0,1,6,0,0,,3672,hypothetical protein
645,68941,ETNP14_120mab_PROKKA_157108,88.18,52,0,0,42,0,42,52,0,0,,,8.23E3,,5.46E4,3.27E6,,,5,4,0,0,1,0,1,6,0,0,,3658,hypothetical protein
355,67242,ETNP_100m_particle_PROKKA_07520,88.11,38,22,23,7,7,7,7,0,0,4.09E6,2.7E6,1.22E5,7.11E4,1.02E5,2.14E5,,,12,12,7,8,1,1,1,1,0,0,,13678,Core histone H2A/H2B/H3/H4
741,67095,WP_036914976,88.07,38,0,38,0,0,0,0,0,0,,3.17E5,,,,,,,5,1,0,6,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),18431,photosystem I reaction center subunit III Prochlorococcus
636,1454,ETNP14_120maa_PROKKA_31996,87.74,14,3,5,0,0,4,12,0,0,,,,,5.91E5,1.1E6,,,5,1,1,1,0,0,2,4,0,0,,38992,hypothetical protein
428,1242,ETNP14_120maa_PROKKA_50312,87.53,22,0,12,6,12,8,13,0,0,,1.45E5,4.98E5,1.47E5,2.25E5,1.31E6,,,6,6,0,4,2,3,2,4,0,0,Carbamidomethylation; Deamidation (NQ),34230,Substrate binding domain of ABC-type glycine betaine transport system
428,66877,NP_300m_PROKKA_18007,87.53,22,0,12,6,12,8,13,0,0,,1.45E5,4.98E5,1.47E5,2.25E5,1.31E6,,,6,6,0,4,2,3,2,4,0,0,Carbamidomethylation; Deamidation (NQ),34232,Substrate binding domain of ABC-type glycine betaine transport system
754,4570,ETNP_120m_PROKKA_165163,87.37,8,0,7,8,7,7,0,0,0,,1.87E5,4.41E5,1.97E5,1.94E5,,,,3,3,0,1,3,1,1,0,0,0,,21345,hypothetical protein
754,68855,ETNP_100m_particle_PROKKA_15470,87.37,8,0,7,8,7,7,0,0,0,,1.87E5,4.41E5,1.97E5,1.94E5,,,,3,3,0,1,3,1,1,0,0,0,,21542,hypothetical protein
754,68856,ETNP_160m_PROKKA_204134,87.37,8,0,7,8,7,7,0,0,0,,1.87E5,4.41E5,1.97E5,1.94E5,,,,3,3,0,1,3,1,1,0,0,0,,21572,hypothetical protein
754,68857,ETNP_300m_PROKKA_08383,87.37,8,0,7,8,7,7,0,0,0,,1.87E5,4.41E5,1.97E5,1.94E5,,,,3,3,0,1,3,1,1,0,0,0,,21542,hypothetical protein
351,67432,ETNP14_120maa_PROKKA_155420,87.31,11,0,2,4,9,5,0,0,0,,1.15E6,,,,,,,8,1,0,1,5,9,5,0,0,0,,46679,Nitrate reductase alpha subunit
490,1459,ETNP_100m_particle_PROKKA_94971,87.02,44,10,44,0,0,0,0,0,0,,1.47E5,,,,,,,10,1,1,12,0,0,0,0,0,0,Oxidation (M),11339,hypothetical protein
496,66977,ETNP_120m_PROKKA_21179,86.48,26,7,7,23,7,7,18,0,0,,,4.84E4,,,,,,5,1,1,1,4,1,1,4,0,0,Oxidation (M); Deamidation (NQ),16046,Chlorate reductase subunit beta
729,67223,EJK77863,86.23,23,23,11,0,0,0,0,0,0,1.36E6,8.49E4,,,,,,,5,5,5,1,0,0,0,0,0,0,Oxidation (M),16858,hypothetical protein THAOC_00268  Thalassiosira oceanica
729,67224,XP_002185049,86.23,23,23,11,0,0,0,0,0,0,1.36E6,8.49E4,,,,,,,5,5,5,1,0,0,0,0,0,0,Oxidation (M),16829,calmoduline  Phaeodactylum tricornutum CCAP 1055
729,67225,EJK58168,86.23,23,23,11,0,0,0,0,0,0,1.36E6,8.49E4,,,,,,,5,5,5,1,0,0,0,0,0,0,Oxidation (M),16858,hypothetical protein THAOC_21730  Thalassiosira oceanica
729,2318,ETNP_90m_PROKKA_55079,86.23,21,21,10,0,0,0,0,0,0,1.36E6,8.49E4,,,,,,,5,5,5,1,0,0,0,0,0,0,Oxidation (M),18514,EF hand
456,66815,ETNP_90m_PROKKA_181228,85.62,45,9,45,0,0,0,0,0,0,,7.62E6,,,,,,,10,3,1,13,0,0,0,0,0,0,Oxidation (M),12199,hypothetical protein
456,66816,ETNP_110m_PROKKA_30272,85.62,45,9,45,0,0,0,0,0,0,,7.62E6,,,,,,,10,3,1,13,0,0,0,0,0,0,Oxidation (M),12199,hypothetical protein
456,66817,ETNP_140m_PROKKA_142236,85.62,45,9,45,0,0,0,0,0,0,,7.62E6,,,,,,,10,3,1,13,0,0,0,0,0,0,Oxidation (M),12199,hypothetical protein
456,66818,ETNP_100m_particle_PROKKA_71648,85.62,45,9,45,0,0,0,0,0,0,,7.62E6,,,,,,,10,3,1,13,0,0,0,0,0,0,Oxidation (M),12199,hypothetical protein
456,66819,NP_85m_PROKKA_22382,85.62,45,9,45,0,0,0,0,0,0,,7.62E6,,,,,,,10,3,1,13,0,0,0,0,0,0,Oxidation (M),12199,hypothetical protein
526,1084,ETNP14_120maa_PROKKA_87693,85.51,17,0,5,7,16,7,0,0,0,,,,8.22E4,,,,,7,1,0,1,3,5,2,0,0,0,,34827,NMT1/THI5 like protein
526,1087,NP_100m_PROKKA_17973,85.51,22,0,6,8,20,8,0,0,0,,,,8.22E4,,,,,7,1,0,1,3,5,2,0,0,0,,27715,NMT1/THI5 like protein
557,67970,NP_100m_PROKKA_06469,85.34,18,0,5,12,6,6,0,0,0,,,4.73E3,,,,,,5,1,0,1,4,2,3,0,0,0,,18188,60 kDa chaperonin
649,66988,ETNP_160m_PROKKA_70692,85.33,25,8,25,0,0,0,0,0,0,,4.06E5,,,,,,,7,2,1,7,0,0,0,0,0,0,,18829,putative nucleotide-binding protein
649,66989,ETNP_90m_PROKKA_23457,85.33,25,8,25,0,0,0,0,0,0,,4.06E5,,,,,,,7,2,1,7,0,0,0,0,0,0,,18829,putative nucleotide-binding protein
649,66990,ETNP_100m_particle_PROKKA_84573,85.33,25,8,25,0,0,0,0,0,0,,4.06E5,,,,,,,7,2,1,7,0,0,0,0,0,0,,18829,putative nucleotide-binding protein
649,66991,ETNP_100m_PROKKA_28036,85.33,25,8,25,0,0,0,0,0,0,,4.06E5,,,,,,,7,2,1,7,0,0,0,0,0,0,,18829,putative nucleotide-binding protein
566,67084,ETNP_160m_PROKKA_30886,85.27,9,0,0,2,5,7,5,0,0,,,2.08E5,5.78E5,6.17E5,8.05E4,,,5,3,0,0,2,2,4,2,0,0,,48130,hypothetical protein
566,67085,ETNP_180m_PROKKA_17691,85.27,9,0,0,2,5,7,5,0,0,,,2.08E5,5.78E5,6.17E5,8.05E4,,,5,3,0,0,2,2,4,2,0,0,,48131,hypothetical protein
439,67390,ETNP14_68maa_PROKKA_133404,85.24,15,0,3,15,6,4,0,0,0,,8.54E4,1.48E6,4.23E5,2.09E5,,,,7,7,0,1,8,4,2,0,0,0,,35359,hypothetical protein
553,66728,ETNP_140m_PROKKA_164499,85.14,18,0,5,7,17,7,0,0,0,,,6.45E4,1.15E5,1.63E5,,,,6,1,0,1,2,5,2,0,0,0,Deamidation (NQ),34989,NMT1/THI5 like protein
553,66729,ETNP_120m_PROKKA_133462,85.14,18,0,5,7,17,7,0,0,0,,,6.45E4,1.15E5,1.63E5,,,,6,1,0,1,2,5,2,0,0,0,Deamidation (NQ),34989,NMT1/THI5 like protein
553,66730,ETNP_180m_PROKKA_38050,85.14,18,0,5,7,17,7,0,0,0,,,6.45E4,1.15E5,1.63E5,,,,6,1,0,1,2,5,2,0,0,0,Deamidation (NQ),34989,NMT1/THI5 like protein
709,1319,ETNP_110m_PROKKA_10147,85.06,37,8,37,0,0,0,0,0,0,,7.11E5,,,,,,,5,1,1,5,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),12110,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
709,66914,ETNP_140m_PROKKA_130120,85.06,37,8,37,0,0,0,0,0,0,,7.11E5,,,,,,,5,1,1,5,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),11493,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
709,1323,ETNP14_68maa_PROKKA_174519,85.06,35,7,35,0,0,0,0,0,0,,7.11E5,,,,,,,5,1,1,5,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),11721,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
648,971,ETNP_120m_PROKKA_98353,84.74,42,0,42,0,0,0,0,0,0,,1.6E6,,,,,,,6,3,0,8,0,0,0,0,0,0,,13780,hypothetical protein
864,3255,ETNP_120m_PROKKA_78395,84.72,29,0,29,0,0,0,0,0,0,,8.92E5,,,,,,,4,4,0,4,0,0,0,0,0,0,,13314,hypothetical protein
565,3345,ETNP_90m_PROKKA_42060,84.28,5,0,1,2,2,4,0,0,0,,2.84E5,,,,,,,5,1,0,1,3,2,4,0,0,0,,57425,60 kDa chaperonin 5
517,3157,ETNP_110m_PROKKA_20501,84.18,6,0,2,6,2,2,0,0,0,,,0E0,,,,,,6,1,0,3,5,2,1,0,0,0,,58566,60 kDa chaperonin 1
517,3158,NP_300m_PROKKA_19538,84.18,6,0,2,6,2,2,0,0,0,,,0E0,,,,,,6,1,0,3,5,2,1,0,0,0,,58576,60 kDa chaperonin 1
639,66870,ETNP_90m_PROKKA_102743,84.02,41,0,41,0,0,0,0,0,0,,2.39E6,,,,,,,8,8,0,8,0,0,0,0,0,0,Oxidation (M),17329,R-phycocyanin-2 subunit alpha
639,66871,ETNP_120m_particle_PROKKA_157310,84.02,41,0,41,0,0,0,0,0,0,,2.39E6,,,,,,,8,8,0,8,0,0,0,0,0,0,Oxidation (M),17329,R-phycocyanin-2 subunit alpha
639,66872,ETNP_100m_particle_PROKKA_54273,84.02,41,0,41,0,0,0,0,0,0,,2.39E6,,,,,,,8,8,0,8,0,0,0,0,0,0,Oxidation (M),17329,R-phycocyanin-2 subunit alpha
639,66873,ETNP_120m_free_PROKKA_94752,84.02,41,0,41,0,0,0,0,0,0,,2.39E6,,,,,,,8,8,0,8,0,0,0,0,0,0,Oxidation (M),17329,R-phycocyanin-2 subunit alpha
639,66874,ETNP_120m_PROKKA_09407,84.02,41,0,41,0,0,0,0,0,0,,2.39E6,,,,,,,8,8,0,8,0,0,0,0,0,0,Oxidation (M),17329,R-phycocyanin-2 subunit alpha
433,67124,XP_002179551,83.99,34,34,20,0,0,10,16,0,0,7.56E4,,,,,,,,6,1,8,4,0,0,1,2,0,0,,12629,histone H2B isoform 1a  Phaeodactylum tricornutum CCAP 1055
433,67125,XP_002179210,83.99,34,34,20,0,0,10,16,0,0,7.56E4,,,,,,,,6,1,8,4,0,0,1,2,0,0,,12629,histone H2B isoform 1b  Phaeodactylum tricornutum CCAP 1055
725,66869,ETNP_100m_particle_PROKKA_93757,83.90,17,0,17,0,0,0,0,0,0,,1.12E5,,,,,,,6,1,0,6,0,0,0,0,0,0,Carbamidomethylation,28461,Aliphatic amidase expression-regulating protein
760,3214,NP_100m_PROKKA_25867,83.86,65,0,62,35,0,0,0,0,0,,1.81E6,1.65E6,,,,,,4,2,0,3,2,0,0,0,0,0,Oxidation (M),5742,hypothetical protein
545,66892,ETNP_120m_PROKKA_107413,83.74,18,0,18,4,4,4,0,0,0,,6.69E5,,,,,,,7,3,0,5,1,1,4,0,0,0,,36999,Chlorate reductase subunit gamma precursor
629,67144,ETNP14_120maa_PROKKA_161475,83.69,14,5,4,14,0,0,0,0,0,,1.63E4,1.16E5,,,,,,6,2,2,1,5,0,0,0,0,0,,43480,Elongation factor Tu
629,67145,Fosmid_PROKKA_02486,83.69,14,5,4,14,0,0,0,0,0,,1.63E4,1.16E5,,,,,,6,2,2,1,5,0,0,0,0,0,,43513,Elongation factor Tu
629,67146,ETNP14_120maa_PROKKA_21913,83.69,14,5,4,14,0,0,0,0,0,,1.63E4,1.16E5,,,,,,6,2,2,1,5,0,0,0,0,0,,43580,Elongation factor Tu
629,67150,ETNP14_120maa_PROKKA_99412,83.69,14,5,4,14,0,0,0,0,0,,1.63E4,1.16E5,,,,,,6,2,2,1,5,0,0,0,0,0,,43423,Elongation factor Tu
616,67858,WP_007099572,83.62,38,35,38,0,0,0,0,0,0,1.01E6,2.43E6,,,,,,,6,2,2,7,0,0,0,0,0,0,,8641,acyl carrier protein Synechococcus
616,67859,WP_011131320,83.62,38,35,38,0,0,0,0,0,0,1.01E6,2.43E6,,,,,,,6,2,2,7,0,0,0,0,0,0,,8658,acyl carrier protein Prochlorococcus
616,3070,ETNP_120m_free_PROKKA_89878,83.62,38,35,38,0,0,0,0,0,0,1.01E6,2.43E6,,,,,,,6,2,2,7,0,0,0,0,0,0,,8658,Acyl carrier protein
616,3073,ETNP_90m_PROKKA_58147,83.62,34,32,34,0,0,0,0,0,0,1.01E6,2.43E6,,,,,,,6,2,2,7,0,0,0,0,0,0,,9518,Acyl carrier protein
616,67860,NP_85m_PROKKA_10162,83.62,34,32,34,0,0,0,0,0,0,1.01E6,2.43E6,,,,,,,6,2,2,7,0,0,0,0,0,0,,9548,Acyl carrier protein
616,67861,ETNP_110m_PROKKA_06308,83.62,34,32,34,0,0,0,0,0,0,1.01E6,2.43E6,,,,,,,6,2,2,7,0,0,0,0,0,0,,9548,Acyl carrier protein
616,67862,ETNP_90m_PROKKA_156293,83.62,34,32,34,0,0,0,0,0,0,1.01E6,2.43E6,,,,,,,6,2,2,7,0,0,0,0,0,0,,9548,Acyl carrier protein
616,67863,ETNP_100m_particle_PROKKA_90903,83.62,34,32,34,0,0,0,0,0,0,1.01E6,2.43E6,,,,,,,6,2,2,7,0,0,0,0,0,0,,9548,Acyl carrier protein
616,3074,NP_30m_PROKKA_14706,83.62,34,32,34,0,0,0,0,0,0,1.01E6,2.43E6,,,,,,,6,2,2,7,0,0,0,0,0,0,,9512,Acyl carrier protein
616,67864,ETNP14_68maa_PROKKA_121802,83.62,34,32,34,0,0,0,0,0,0,1.01E6,2.43E6,,,,,,,6,2,2,7,0,0,0,0,0,0,,9503,Acyl carrier protein
616,67865,ETNP_120m_PROKKA_02296,83.62,34,32,34,0,0,0,0,0,0,1.01E6,2.43E6,,,,,,,6,2,2,7,0,0,0,0,0,0,,9503,Acyl carrier protein
616,67866,ETNP_120m_PROKKA_287328,83.62,34,32,34,0,0,0,0,0,0,1.01E6,2.43E6,,,,,,,6,2,2,7,0,0,0,0,0,0,,9548,Acyl carrier protein
451,2140,ETNP_300m_PROKKA_78233,83.47,48,0,0,36,48,36,0,0,0,,,3.83E5,7.58E5,2.96E5,,,,7,7,0,0,5,6,3,0,0,0,,9496,DNA-binding protein HRm
893,1936,ETNP14_68mB_PROKKA_116259,83.30,45,0,45,0,0,0,0,0,0,,4.22E5,,,,,,,4,3,0,4,0,0,0,0,0,0,,10139,DNA-binding protein HU 1
893,67208,ETNP14_120mac_PROKKA_78093,83.30,45,0,45,0,0,0,0,0,0,,4.22E5,,,,,,,4,3,0,4,0,0,0,0,0,0,,10139,DNA-binding protein HU 1
845,66758,WP_038543146,83.16,20,0,20,0,0,0,0,0,0,,8.95E5,,,,,,,4,4,0,4,0,0,0,0,0,0,Carbamidomethylation,31750,50S ribosomal protein L2 Synechococcus sp KORDI-100
845,66759,WP_011128928,83.16,20,0,20,0,0,0,0,0,0,,8.95E5,,,,,,,4,4,0,4,0,0,0,0,0,0,Carbamidomethylation,31651,50S ribosomal protein L2 Synechococcus
845,66760,ETNP_140m_PROKKA_79475,83.16,20,0,20,0,0,0,0,0,0,,8.95E5,,,,,,,4,4,0,4,0,0,0,0,0,0,Carbamidomethylation,31697,50S ribosomal protein L2
845,66761,ETNP_100m_PROKKA_75061,83.16,18,0,18,0,0,0,0,0,0,,8.95E5,,,,,,,4,4,0,4,0,0,0,0,0,0,Carbamidomethylation,35740,50S ribosomal protein L2
515,2204,ETNP14_120mab_PROKKA_107578,83.03,34,0,33,13,0,6,7,0,0,,8.47E5,3.01E5,,,,,,6,2,0,6,2,0,1,2,0,0,Oxidation (M),13496,hypothetical protein
680,67193,ETNP_120m_free_PROKKA_104354,82.73,37,0,0,32,12,12,0,0,0,,,6.98E5,5.24E5,2.89E5,,,,5,4,0,0,4,1,2,0,0,0,,11120,Bacterial DNA-binding protein
680,67194,ETNP_180m_PROKKA_210039,82.73,27,0,0,24,9,9,0,0,0,,,6.98E5,5.24E5,2.89E5,,,,5,4,0,0,4,1,2,0,0,0,,15013,Bacterial DNA-binding protein
633,67395,ETNP_140m_PROKKA_115142,82.59,11,0,0,7,7,8,0,0,0,,,7.21E5,3.83E5,4.86E5,,,,5,5,0,0,3,2,3,0,0,0,Carbamidomethylation,58291,Heme-binding protein A precursor
633,67396,ETNP_160m_PROKKA_63763,82.59,11,0,0,7,7,8,0,0,0,,,7.21E5,3.83E5,4.86E5,,,,5,5,0,0,3,2,3,0,0,0,Carbamidomethylation,58291,Heme-binding protein A precursor
633,67397,NP_300m_PROKKA_10869,82.59,11,0,0,7,7,8,0,0,0,,,7.21E5,3.83E5,4.86E5,,,,5,5,0,0,3,2,3,0,0,0,Carbamidomethylation,58291,Heme-binding protein A precursor
633,67398,ETNP_120m_PROKKA_67998,82.59,11,0,0,7,7,8,0,0,0,,,7.21E5,3.83E5,4.86E5,,,,5,5,0,0,3,2,3,0,0,0,Carbamidomethylation,58291,Heme-binding protein A precursor
403,1706,ETNP_90m_PROKKA_128676,82.55,38,38,18,8,0,11,11,0,0,1.63E6,,,,,,,,6,3,8,5,1,0,1,1,0,0,,12542,Core histone H2A/H2B/H3/H4
605,997,ETNP_120m_free_PROKKA_236822,82.50,38,7,38,0,0,0,0,0,0,,8.63E5,,,,,,,8,1,1,8,0,0,0,0,0,0,,20473,Ribosome-recycling factor
605,994,ETNP_120m_PROKKA_102064,82.50,41,8,41,0,0,0,0,0,0,,8.63E5,,,,,,,8,1,1,8,0,0,0,0,0,0,,18998,Ribosome-recycling factor
605,995,ETNP_110m_PROKKA_28336,82.50,40,8,40,0,0,0,0,0,0,,8.63E5,,,,,,,8,1,1,8,0,0,0,0,0,0,,19457,Ribosome-recycling factor
605,66907,ETNP_90m_PROKKA_202600,82.50,38,7,38,0,0,0,0,0,0,,8.63E5,,,,,,,8,1,1,8,0,0,0,0,0,0,,20489,Ribosome-recycling factor
605,66908,ETNP_100m_particle_PROKKA_149505,82.50,38,7,38,0,0,0,0,0,0,,8.63E5,,,,,,,8,1,1,8,0,0,0,0,0,0,,20503,Ribosome-recycling factor
789,66898,ETNP14_68maa_PROKKA_184605,82.43,49,0,49,0,0,0,0,0,0,,4.6E5,,,,,,,5,1,0,5,0,0,0,0,0,0,,10167,hypothetical protein
789,1405,ETNP_120m_free_PROKKA_88161,82.43,49,0,49,0,0,0,0,0,0,,4.6E5,,,,,,,5,1,0,5,0,0,0,0,0,0,,10167,hypothetical protein_ETNP_90m_PROKKA_130092 hypothetical protein_120mF_megahit_EODJEIIO_47960 hypothetical protein
789,66899,ETNP_90m_PROKKA_130092,82.43,49,0,49,0,0,0,0,0,0,,4.6E5,,,,,,,5,1,0,5,0,0,0,0,0,0,,10167,hypothetical protein
789,66900,NP_100m_PROKKA_10913,82.43,49,0,49,0,0,0,0,0,0,,4.6E5,,,,,,,5,1,0,5,0,0,0,0,0,0,,10167,hypothetical protein
740,1659,NP_125m_PROKKA_20132,82.39,33,0,0,28,13,0,0,0,0,,,1.09E4,,,,,,5,1,0,0,4,2,0,0,0,0,,14395,Phasin protein
474,2050,ETNP14_120mac_PROKKA_100837,82.15,33,0,12,16,17,23,12,0,0,,,,1.7E3,,,,,7,1,0,1,3,3,4,2,0,0,Deamidation (NQ),9456,General L-amino acid-binding periplasmic protein AapJ precursor
869,67937,NP_300m_PROKKA_22025,82.07,12,0,0,12,0,0,0,0,0,,,3.32E5,,,,,,3,1,0,0,4,0,0,0,0,0,,22589,hypothetical protein
