Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) RAL95_trypsin_MED_1,Area RAL95_trypsin_MED_1,#Peptides,#Unique,#Spec RAL95_trypsin_MED_1,PTM,Avg. Mass,Description
1058,16530,PMM0372,62.87,8,8,2.3E6,2,2,3,,32043,| PMM0372 | putative cyanate ABC transporter
1214,16536,PMM1262,62.76,13,13,2.97E6,2,2,2,,23208,| lexA | SOS function regulatory protein  LexA repressor
1160,16533,PMM0398,62.40,8,8,4.01E6,2,2,2,,28887,| PMM0398 | putative recombination protein O
1149,12898,PMM1068,62.19,3,3,7.69E5,2,2,2,,55037,| PMM1068 | hypothetical protein
1306,12917,PMM0448,62.05,4,4,2.13E6,1,1,1,,36236,| ctaB | putative protoheme IX farnesyltransferase
1196,16602,PMM0838,61.99,15,15,5.18E6,2,2,2,,14474,| PMM0838 | nucleoside diphosphate kinase
1151,13072,PMM1009,61.94,9,9,7.68E5,2,2,2,,37987,| PMM1009 | nitrogen regulation protein NifR3 family protein
1225,10389,PMM0265,61.94,8,8,2.24E6,1,1,2,,20387,| PMM0265 | hypothetical protein
1358,16648,PMM0918,61.93,9,9,1.79E6,1,1,1,,18969,| PMM0918 | putative cytidine/deoxycytidylate deaminase
1195,16582,PMM1406,61.81,22,22,5.06E6,2,2,2,,13878,| PMM1406 | hypothetical protein
1454,16657,PMM0348,61.79,18,18,1.43E6,1,1,1,,9458,| PMM0348 | spectrin repeat-containing protein
1014,12957,PMM1255,61.67,6,6,1.88E6,3,2,3,,49372,| PMM1255 | hypothetical protein
1174,16560,PMM1278,61.63,9,9,6.47E6,2,2,2,,23685,| PMM1278 | putative circadian phase modifier CpmA-like protein
951,9920,PMM1696,61.26,6,6,5.24E6,4,4,4,,81044,| ppk | polyphosphate kinase
1095,10679,PMM1676,61.09,11,11,6.64E6,2,2,3,,25146,| PMM1676 | hypothetical protein
1217,10471,PMM0646,60.66,5,5,1.41E6,2,2,2,,46092,| PMM0646 | hypothetical protein
1054,10026,PMM0834,60.58,10,10,1.64E6,3,3,3,,44658,| ubiH | 2-octaprenyl-6-methoxyphenol 4-monoxygenase UbiH
1344,16564,PMM1568,60.48,12,12,3.46E6,1,1,1,,13350,| PMM1568 | hypothetical protein
952,13058,PMM0509,60.37,34,34,3.09E7,3,3,4,Oxidation (M),13468,| PMM0509 | resolvase
1029,16504,PMM0658,60.23,14,14,1.96E6,3,3,3,,27753,| rsuA | putative pseudouridylate synthase specific to ribosomal small subunit
1219,16609,PMM0858,60.14,16,16,6.29E6,2,2,2,,14282,| PMM0858 | hypothetical protein
1136,10523,PMM0513,60.07,11,11,2.7E6,2,2,2,Carbamidomethylation,26137,| lepB | Signal peptidase I
1161,16521,PMM1479,59.42,31,31,1.31E7,2,2,2,,7931,| PMM1479 | hypothetical protein
1096,13283,PMM0248,59.40,18,18,1.57E6,2,2,3,,16783,| PMM0248 | hypothetical protein
1341,13053,PMM1370,58.89,3,3,3.13E5,1,1,1,,46329,| PMM1370 | hypothetical protein
1169,16481,PMM1517,58.73,6,6,7.84E5,2,2,2,,34494,| PMM1517 | hypothetical protein
1390,16622,PMM1305,58.70,4,4,2.91E5,1,1,1,Carbamidomethylation,53196,| PMM1305 | 2-methylthioadenine synthetase
939,10075,PMM0269,58.58,11,11,2.23E6,4,4,4,Carbamidomethylation,42925,| PMM0269 | two-component sensor histidine kinase
1226,16672,PMM0629,58.28,12,12,1.73E7,1,1,2,,10029,| PMM0629 | hypothetical protein
1176,12777,PMM1629,58.23,6,6,7.79E5,2,1,2,,37870,| PMM1629 | type II alternative sigma-70 family RNA polymerase sigma factor
1412,16559,PMM0411,57.74,19,19,1.2E7,1,1,1,Carbamidomethylation,9006,| PMM0411 | hypothetical protein
1197,16511,PMM0975,57.49,23,23,1.02E7,2,2,2,Carbamidomethylation,15029,| PMM0975 | hypothetical protein
1098,16586,PMM0715,57.30,33,33,9.11E6,2,2,3,,6496,| PMM0715 | chorismate binding enzyme
1100,16585,PMM0980,56.78,29,29,3.65E7,2,2,3,,8465,| PMM0980 | hypothetical protein
1206,16503,PMM0210,56.68,30,30,1.36E7,2,2,2,,12026,| PMM0210 | hypothetical protein
1455,16668,PMM1493,56.62,15,15,1.8E6,1,1,1,,9996,| PMM1493 | hypothetical protein
1456,16647,PMM0354,56.47,7,7,1.17E6,1,1,1,,24994,| PMM0354 | glycosyl transferase
1458,16643,PMM1460,56.37,3,3,4.03E5,1,1,1,,49047,| ycf44 | putative c-type cytochrome biogenesis protein Ccs1
624,16601,PMM0864,56.30,25,25,1.01E8,2,2,9,Oxidation (M),11676,| PMM0864 | fusion glycoprotein F0
1133,9978,PMM1103,56.15,2,2,6.72E5,2,2,2,,141636,| recB | UvrD/REP helicase subunit B
1457,16641,PMM1683,56.03,16,16,1.45E6,1,1,1,,11797,| PMM1683 | hypothetical protein
1101,13323,PMM0221,55.77,9,9,2.46E6,2,2,3,,37668,| PMM0221 | glutathione S-transferase C terminus
1183,16674,PMM1563,55.75,15,15,6.88E6,1,1,2,,9142,| PMM1563 | hypothetical protein
1163,10652,PMM0336,55.15,12,12,2.41E6,2,2,2,,20442,| PMM0336 | plastoquinol terminal oxidase
1084,16505,PMM0895,55.07,23,23,5.68E6,3,3,3,Carbamidomethylation,15289,| PMM0895 | hypothetical protein
1081,16493,PMM1518,54.96,15,15,3.23E5,3,3,3,,29476,| PMM1518 | hypothetical protein
1199,16514,PMM0993,54.80,9,9,8.26E5,2,2,2,Carbamidomethylation,26229,| PMM0993 | hypothetical protein
1162,16540,PMM1616,54.34,14,14,1.48E6,2,2,2,,20283,| smpB | SsrA-binding protein
1159,12879,PMM1227,54.34,8,8,8.26E6,2,2,2,,36754,| PMM1227 | putative UDP-N-acetylglucosamine-1-phosphate transferase
1459,16671,PMM0898,54.06,11,11,6.32E5,1,1,1,,14243,| petF | ferredoxin  petF-like protein
1207,10223,PMM0851,53.89,13,13,2.26E5,2,2,2,Carbamidomethylation,28848,| PMM0851 | putative CbbY-like protein
1330,10634,PMM0745,53.60,3,3,5.23E5,1,1,1,,47886,| PMM0745 | insulinase family protein
987,9841,PMM1153,53.39,13,13,2.36E6,4,4,4,Carbamidomethylation,39005,| PMM1153 | putative alpha/beta hydrolase superfamily protein
1158,16507,PMM0175,53.38,8,8,6.29E5,2,2,2,,37426,| menC | putative O-succinylbenzoate synthase
1063,12822,PMM0712,53.34,5,5,1.89E7,2,2,3,,46297,| PMM0712 | major facilitator superfamily multidrug-efflux transporter
1211,12938,PMM1076,53.31,13,13,1.42E6,2,2,2,,20426,| PMM1076 | hypothetical protein
565,16688,PMM0251,52.96,17,17,4.13E8,2,2,10,,6980,| psbH | photosystem II reaction center protein H
1201,16597,PMM0823,52.86,17,17,3.92E6,2,2,2,,13116,| PMM0823 | domain of unknown function DUF143:Iojap-related protein
1460,16653,PMM0404,52.79,12,12,5.05E5,1,1,1,Carbamidomethylation,12487,| PMM0404 | hypothetical protein
1227,16673,PMM0852,52.79,12,12,2.44E6,1,1,2,,12167,| PMM0852 | hypothetical protein
1107,16607,PMM0108,52.54,24,24,4.18E6,2,2,3,,10234,| PMM0108 | hypothetical protein
1360,10577,PMM1348,52.13,3,3,2.09E5,1,1,1,,45238,| spoIID | sporulation protein SpoIID
1340,16562,PMM0113,52.03,5,5,6.74E5,1,1,1,,30108,| hemD | putative uroporphyrinogen III synthase
1146,16554,PMM0491,51.93,20,20,2.19E7,2,2,2,Carbamidomethylation,11246,| phhB | pterin-4-alpha-carbinolamine dehydratase
1331,10396,PMM1496,51.90,3,3,9.22E5,1,1,1,,59883,| PMM1496 | dolichyl-phosphate-mannose-protein mannosyltransferase
1461,16676,PMM0024,51.76,6,6,3.61E5,1,1,1,Carbamidomethylation,36754,| thiL | putative thiamine-monophosphate kinase
1332,10474,PMM0148,51.74,7,7,1.26E6,1,1,1,,27944,| PMM0148 | hypothetical protein
964,16486,PMM0964,51.51,47,47,8.7E6,3,3,4,,11678,| ureB | urease subunit beta
1215,16558,PMM0809,51.41,16,16,6.22E5,2,1,2,,13310,| PMM0809 | S1 RNA-binding domain-containing protein
1140,10674,PMM0602,51.32,11,11,1.73E7,2,2,2,Carbamidomethylation,28126,| PMM0602 | ABC transporter ATP-binding protein
1228,16677,PMM1405,50.71,17,17,7.1E7,1,1,2,,8179,| PMM1405 | hypothetical protein
1203,16538,PMM1690,50.53,9,9,1.35E6,2,2,2,,25924,| PMM1690 | putative organic radical activating protein
1016,16421,PMM0645,50.36,9,9,1.33E6,3,3,3,,48632,| PMM0645 | FAD linked oxidase  N-terminal
1061,9816,PMM1300,50.16,9,9,4.81E6,3,3,3,,49714,| murA | UDP-N-acetylglucosamine 1-carboxyvinyltransferase
1391,12942,PMM0622,50.10,9,9,3.84E6,1,1,1,Carbamidomethylation,14471,| PMM0622 | hypothetical protein
1462,16675,PMM1023,50.07,16,16,1.91E6,1,1,1,Carbamidomethylation,9791,| PMM1023 | lactate/malate dehydrogenase  alpha/b
1152,16561,PMM0098,49.73,6,6,1.23E6,2,2,2,,53697,| PMM0098 | putative Fe-S oxidoreductase
1172,16556,PMM0022,49.39,6,6,4.53E5,2,2,2,,53638,| murC | UDP-N-acetylmuramate-alanine ligase
1179,16608,PMM0997,49.10,34,34,5.3E6,2,2,2,Oxidation (M),9531,| PMM0997 | hypothetical protein
1229,16611,PMM0360,48.73,8,8,1.42E6,1,1,2,Carbamidomethylation,17877,| PMM0360 | hypothetical protein
1463,13113,PMM0870,48.44,17,17,2.57E7,1,1,1,Carbamidomethylation,7474,| rpmG | 50S ribosomal protein L33
1362,16610,PMM0283,48.43,14,14,7.06E5,1,1,1,,22486,| PMM0283 | hypothetical protein
1464,16680,PMM1003,48.29,20,20,7.13E6,1,1,1,,7465,| PMM1003 | photosystem II reaction centre N prot
1222,16616,PMM1464,48.17,12,12,9.13E5,2,2,2,,30138,| PMM1464 | rRNA methyltransferase
1392,16651,PMM0606,48.06,7,7,9.61E5,1,1,1,,22260,| lepB | leader peptidase I
1465,16654,PMM1093,47.73,6,6,1.16E6,1,1,1,,37719,| BioB | biotin synthase
1168,12936,PMM0638,47.16,6,6,8.97E5,2,2,2,,35270,| PMM0638 | hypothetical protein
1466,16686,PMM0087,46.73,9,9,2.7E5,1,1,1,,12675,| PMM0087 | hypothetical protein
1080,16494,PMM0714,46.71,20,20,1.23E6,3,2,3,,14757,| PMM0714 | ArsR family regulatory protein
1035,10675,PMM1481,46.42,6,6,6.73E5,2,2,3,,39664,| PMM1481 | putative Fe-S-cluster redox protein
1220,12999,PMM0105,46.25,8,8,6.35E5,2,2,2,,25132,| ribG | RibD/RibG domain-containing protein
1216,9780,PMM0303,46.18,6,6,3.32E5,2,1,2,,48934,| PMM0303 | tRNA nucleotidyltransferase/poly(A) polymerase
1020,16605,PMM1439,45.45,15,15,6.4E6,2,2,3,,14373,| atpC | F0F1 ATP synthase subunit epsilon
1175,16506,PMM0245,45.45,12,12,1.5E6,2,2,2,,21692,| PMM0245 | cob(I)alamin adenosyltransferase
1467,16658,PMM1626,45.30,9,9,1.91E6,1,1,1,,16481,| PMM1626 | hypothetical protein
1468,16682,PMM1408,44.98,19,19,6.78E6,1,1,1,,8482,| PMM1408 | hypothetical protein
1062,16600,PMM0129,44.33,11,11,6.92E5,2,2,3,,36911,| holB | DNA polymerase III subunit delta'
1469,16656,PMM0064,44.27,14,14,1.17E7,1,1,1,,9012,| hli2 | high light inducible protein
1218,16555,PMM0617,44.15,13,13,6.03E5,2,2,2,,30316,| murI | putative aspartate and glutamate racemase:glutamate racemase
1394,16644,PMM0532,44.11,8,8,1.65E6,1,1,1,,26962,| PMM0532 | hypothetical protein
1389,16642,PMM0982,43.70,9,9,5.18E5,1,1,1,,13160,| PMM0982 | HNH endonuclease:HNH nuclease
1470,16646,PMM0346,43.46,16,16,2.43E5,1,1,1,,11466,| PMM0346 | hypothetical protein
1396,16652,PMM0949,43.44,6,6,2.6E5,1,1,1,Carbamidomethylation,15153,| PMM0949 | hypothetical protein
1387,16628,PMM0836,43.40,7,7,2.01E6,1,1,1,Carbamidomethylation,20615,| PMM0836 | hypothetical protein
1212,10446,PMM0562,43.21,11,11,2.4E6,2,2,2,,20532,| PMM0562 | putative acetyltransferase
1213,16598,PMM1027,43.17,19,19,7.72E6,2,2,2,Carbamidomethylation,11228,| PMM1027 | inward rectifier potassium channel
1471,16685,PMM0094,43.02,15,15,4.56E5,1,1,1,,11976,| PMM0094 | hypothetical protein
1230,16681,PMM0252,42.90,20,20,1.39E7,1,1,2,,5225,| psbN | photosystem II reaction center protein N
1472,16684,PMM0621,42.80,4,4,6.86E5,1,1,1,,30995,| dnaQ | putative DNA polymerase III  epsilon subunit
1395,10488,PMM1040,42.62,5,5,1.46E6,1,1,1,,32371,| PMM1040 | transglutaminase-like superfamily protein
1150,16512,PMM1553,42.47,23,23,4.35E7,2,2,2,Carbamidomethylation,14135,| rplV | 50S ribosomal protein L22
1473,12946,PMM1253,42.25,5,5,4.13E5,1,1,1,,25102,| PMM1253 | methyltransferase
1397,16687,PMM0270,41.98,4,4,4.04E6,1,1,1,,27655,| CobS | cobalamin-5-phosphate synthase CobS
1342,16660,PMM0537,41.92,4,4,9.13E5,1,1,1,,24886,| trpF | phosphoribosylanthranilate isomerase
1177,13237,PMM1126,41.82,3,3,1.01E6,2,2,2,,77652,| PMM1126 | hypothetical protein
1060,16557,PMM0379,41.52,17,17,3.54E6,2,2,3,Oxidation (M),10945,| PMM0379 | hypothetical protein
1474,16645,PMM0994,40.97,10,10,9.01E4,1,1,1,Carbamidomethylation,18224,| PMM0994 | GCN5-related N-acetyltransferase
1475,16659,PMM1317,40.73,11,11,1.73E7,1,1,1,,9786,| hli13 | high light inducible protein
1173,10272,PMM0120,40.59,5,5,3.48E6,2,2,2,Carbamidomethylation,34621,| PMM0120 | putative cell division inhibitor
1231,16661,PMM0307,40.58,37,37,9.93E6,1,1,2,,6640,| PMM0307 | hypothetical protein
1393,10568,PMM0014,40.13,4,4,2.57E6,1,1,1,,38050,| PMM0014 | tRNA-dihydrouridine synthase A
1398,16678,PMM0165,39.22,13,13,3.09E5,1,1,1,,11794,| PMM0165 | translation initiation factor SUI1
1367,16663,PMM0586,37.96,10,10,1.08E7,1,1,1,,9665,| PMM0586 | hypothetical protein
1399,16692,PMM0995,37.84,9,9,2.36E6,1,1,1,,12425,| PMM0995 | hypothetical protein
1476,16696,PMM0056,37.57,8,8,2.06E5,1,1,1,,14146,| PMM0056 | hypothetical protein
1155,16638,PMM0392,37.48,4,4,6.78E5,1,1,2,,35155,| PMM0392 | cobalt ABC transporter permease
1108,16526,PMM0006,37.16,10,10,1.92E6,2,2,3,Carbamidomethylation,32639,| PMM0006 | hypothetical protein
1368,9890,PMM1470,36.51,8,8,2.47E5,1,1,1,,29371,| PMM1470 | hypothetical protein
1477,9810,PMM0620,36.44,6,6,4.12E5,1,1,1,,27763,| PMM0620 | hypothetical protein
1223,16604,PMM0651,36.43,14,14,1.4E6,2,2,2,,18787,| PMM0651 | VHS domain-containing protein
1232,16624,PMM0206,36.32,14,14,1.38E7,1,1,2,,8965,| secE | preprotein translocase subunit SecE
1363,16639,PMM0099,36.22,4,4,2.29E6,1,1,1,,28185,| PMM0099 | hypothetical protein
1401,10367,PMM1000,36.16,11,11,2.19E6,1,1,1,,11459,| PMM1000 | hypothetical protein
1180,13242,PMM0773,36.07,11,11,1.79E6,2,2,2,,14878,| PMM0773 | hypothetical protein
1400,10213,PMM1095,36.05,7,7,7.8E5,1,1,1,,19428,| F2J10.13 | hypothetical protein
1345,10219,PMM0445,35.79,2,2,3.87E5,1,1,1,,60048,| ctaD | cytochrome c oxidase  subunit I
1402,10143,PMM0262,35.69,5,5,1.68E5,1,1,1,,28363,| PMM0262 | sugar fermentation stimulation protein A
1478,16690,PMM0447,35.35,4,4,5.18E5,1,1,1,,35399,| PMM0447 | hypothetical protein
1404,12833,PMM1506,34.84,5,5,1.44E6,1,1,1,,24904,| PMM1506 | ATP-dependent protease La
1181,10343,PMM1039,34.79,9,9,8.99E5,2,2,2,Carbamidomethylation,36911,| PMM1039 | hypothetical protein
1178,12937,PMM0763,34.56,13,13,2.13E6,2,2,2,Carbamidomethylation,14818,| PMM0763 | hypothetical protein
1224,10508,PMM0998,34.51,14,14,1.36E6,2,2,2,Carbamidomethylation,16428,| PMM0998 | hypothetical protein
1405,13249,PMM0176,34.32,3,3,1.14E6,1,1,1,,34092,| menA | 1 4-dihydroxy-2-naphthoate octaprenyltransferase
1403,10379,PMM1096,34.16,6,6,2.1E5,1,1,1,,33891,| lipA lip | lipoyl synthase
1480,13167,PMM0213,33.92,2,2,9.52E6,1,1,1,,35850,| sbtA | putative sodium-dependent bicarbonate transporter
1343,10401,PMM1432,33.89,2,2,1.25E5,1,1,1,,58709,| PMM1432 | HSP70 family molecular chaperone
1479,16683,PMM1128,33.50,38,38,2.23E6,1,1,1,,10011,| hli15 | high light inducible protein
1406,16613,PMM0953,33.15,13,13,5.12E5,1,1,1,,11460,| PMM0953 | hypothetical protein
1364,16618,PMM0246,32.98,6,6,2.38E5,1,1,1,,27023,| ntcA | CRP family global nitrogen regulatory protein
1408,16695,PMM0840,32.87,3,3,2.85E7,1,1,1,,26500,| PMM0840 | hypothetical protein
1407,16565,PMM0309,32.79,6,6,6.27E6,1,1,1,,16032,| PMM0309 | Pollen allergen
1409,9926,PMM0038,32.24,3,3,3.67E5,1,1,1,,28456,| PMM0038 | hypothetical protein
1411,16635,PMM1116,32.23,1,1,5.14E5,1,1,1,,52490,| gidA | tRNA (uracil-5-)-methyltransferase Gid
1481,16623,PMM0401,31.59,4,4,1.12E6,1,1,1,,24726,| lipB | putative lipoate-protein ligase B
1482,16723,PMM1368,31.32,6,6,8.15E6,1,1,1,,17840,| PMM1368 | hypothetical protein
1235,10680,PMM0631,31.26,12,12,9.57E6,2,2,2,,20639,| PMM0631 | NADH-ubiquinone/plastoquinone (comple
1483,16702,PMM0181,31.26,15,15,3.66E6,1,1,1,,6652,| PMM0181 | hypothetical protein
1185,9905,PMM1228,30.90,5,5,3.43E6,2,2,2,,45706,| PMM1228 | hypothetical protein
1484,16715,PMM1520,30.84,38,38,4.75E5,1,1,1,,3963,| psaI | photosystem I reaction center subunit VIII
1233,16693,PMM0298,30.24,17,17,4.12E6,1,1,2,,5263,| psbF | cytochrome b559 subunit beta
1485,16711,PMM0297,30.11,30,30,5.52E5,1,1,1,,9427,| psbE | cytochrome b559 subunit alpha
1486,16697,PMM1001,30.10,5,5,2.26E5,1,1,1,,26593,| PMM1001 | hypothetical protein
1487,16691,PMM1100,29.97,12,12,4.13E5,1,1,1,,10659,| PMM1100 | hypothetical protein
1488,9848,PMM0441,29.90,3,3,6.73E5,1,1,1,,42962,| PMM0441 | aldo/keto reductase
1410,16631,PMM0652,29.74,10,10,4.92E5,1,1,1,,14701,| PMM0652 | 5'-3' exonuclease  C-terminal SAM fol
1416,16694,PMM0853,29.73,28,28,1.59E7,1,1,1,,6410,| rpmF | 50S ribosomal protein L32
1489,16698,PMM0351,28.86,14,14,9.19E5,1,1,1,,9662,| PMM0351 | small  acid-soluble spore proteins  a
1365,16662,PMM0634,28.71,4,4,6.61E5,1,1,1,,38046,| por | putative light-dependent protochlorophyllide oxido-reductase
1413,16630,PMM1381,28.65,8,8,2.65E5,1,1,1,,24664,| PMM1381 | hypothetical protein
1490,16700,PMM0317,28.44,18,18,2.97E6,1,1,1,,5433,| psbM | photosystem II reaction center protein M
1414,16563,PMM1162,27.90,2,2,1.43E5,1,1,1,,68494,| PMM1162 | hypothetical protein
1347,12881,PMM1038,27.86,3,3,3.63E5,1,1,1,,54630,| PMM1038 | hypothetical protein
1415,16617,PMM1082,27.80,5,5,3.32E5,1,1,1,,19341,| PMM1082 | helix-turn-helix
1491,16627,PMM0721,27.64,10,10,2.29E6,1,1,1,,12621,| PMM0721 | myosin N-terminal SH3-like domain-containing protein
1234,10664,PMM1710,27.59,7,7,2.69E6,1,1,2,,10071,| PMM1710 | hypothetical protein
1492,10584,PMM1444,27.55,2,2,2.3E5,1,1,1,,46836,| PMM1444 | hypothetical protein
1493,16689,PMM0019,27.30,4,4,6.38E5,1,1,1,,35272,| PMM0019 | hypothetical protein
1494,16701,PMM1357,26.99,4,4,4.09E6,1,1,1,,23750,| PMM1357 | steroid 5-alpha reductase C-terminal domain-containing protein
1239,16606,PMM0921,26.89,5,5,2.28E8,2,2,2,,41020,| PMM0921 | methyltransferase
1496,16632,PMM1010,26.77,8,8,1.38E6,1,1,1,,9937,| PMM1010 | hypothetical protein
1495,10131,PMM0141,26.77,2,2,1.39E5,1,1,1,,48893,| PMM0141 | poly A polymerase family protein
1186,10514,PMM1624,26.69,9,9,9.93E5,2,2,2,,25461,| PMM1624 | DedA family alkaline phosphatase-like protein
1366,16612,PMM0679,26.24,2,2,1.05E5,1,1,1,Carbamidomethylation,32529,| PMM0679 | putative transcripton factor
1348,10351,PMM0648,26.22,3,3,0E0,1,1,1,,61044,| PMM0648 | glucose-methanol-choline (GMC) oxidoreductase:NAD binding site
1417,10457,PMM0868,25.88,3,3,2.79E5,1,1,1,,46161,| PMM0868 | ribonuclease II
1497,16629,PMM0052,25.78,3,3,3.79E5,1,1,1,,37110,| PMM0052 | aldo/keto reductase
1498,16633,PMM0693,25.76,10,10,1.79E6,1,1,1,,10032,| PMM0693 | Hepatitis C virus envelope glycoprote
1499,10718,PMM0695,25.63,3,3,1.34E6,1,1,1,,27759,| PMM0695 | glutamine amidotransferase class-I
1418,10346,PMM0427,25.59,1,1,2.27E6,1,1,1,,66807,| PMM0427 | putative penicillin binding protein
1420,16705,PMM1402,25.28,10,10,3.07E6,1,1,1,,13419,| PMM1402 | hypothetical protein
1500,16704,PMM1424,25.15,18,18,1.13E6,1,1,1,Carbamidomethylation,9239,| PMM1424 | hypothetical protein
994,16738,PMM0272,24.75,15,15,1.47E8,1,1,4,,5203,| psbK | photosystem II reaction center protein K
1307,10209,PMM1709,24.36,2,2,1.19E5,1,1,1,,39947,| mraY | phospho-N-acetylmuramoyl-pentapeptide- transferase
1501,16699,PMM0421,24.28,3,3,7.5E5,1,1,1,,29981,| PMM0421 | putative ABC transporter  oligopeptides
1419,16703,PMM0305,24.25,9,9,3.44E5,1,1,1,,19606,| cpeB | phycobilisome protein
1349,16637,PMM0761,23.78,3,3,2.86E5,1,1,1,,28393,| PMM0761 | putative carboxypeptidase
1421,10384,PMM1635,23.76,6,6,0E0,1,1,1,,34734,| miaA trpX | tRNA delta-2-isopentenylpyrophosphate (IPP) transferase
1369,10029,PMM1311,23.30,3,3,1.74E5,1,1,1,,47615,| PMM1311 | putative oxygen-independent coproporphyrinogen III oxidase
1236,16706,PMM1244,23.21,12,12,9.03E6,1,1,2,,6066,| PMM1244 | hypothetical protein
1502,10103,PMM0177,23.02,4,4,6.57E5,1,1,1,,53193,| menF | isochorismate synthase
1503,13143,PMM1513,22.72,9,9,3.8E5,1,1,1,,11435,| PMM1513 | hypothetical protein
1422,16620,PMM0429,22.43,21,21,1.67E5,1,1,1,,8542,| PMM0429 | hypothetical protein
1423,16634,PMM1597,22.29,4,4,3.01E5,1,1,1,,51703,| PMM1597 | hypothetical protein
1424,16719,PMM0592,22.17,4,4,3.66E5,1,1,1,,22720,| PMM0592 | lipase family protein
1505,16721,PMM0700,22.11,9,9,1.55E5,1,1,1,,9255,| PMM0700 | hypothetical protein
1506,16707,PMM0798,21.67,6,6,5.21E5,1,1,1,,20892,| pgsA | CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase
1426,12831,PMM0180,21.50,2,2,2.48E5,1,1,1,,42045,| prfB | peptide chain release factor 2
1237,16708,PMM0412,21.35,14,14,1.27E6,1,1,2,,12037,| PMM0412 | hypothetical protein
1427,16753,PMM0872,21.01,20,20,2.8E5,1,1,1,,9233,| PMM0872 | carboxylesterase
1373,17203,PMM1296,20.60,5,5,0E0,1,1,1,,23874,| PMM1296 | hypothetical protein
1508,9838,|#CONTAM#SYH_HUMAN|,20.25,3,3,1.71E4,1,1,1,,57411,sp|#CONTAM#SYH_HUMAN|
1429,9914,|#CONTAM#TAU_HUMAN|,20.03,1,1,4.31E6,1,1,1,,78746,sp|#CONTAM#TAU_HUMAN|
