Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 264+265-NT1+2-94m-p1trap,Coverage (%) 266+267-NT3+4--265m-p1trap,Coverage (%) 268_269-NT5+6-965m-p2trap,Coverage (%) 111-2012-105m-bb2trap,Coverage (%) 97-2012-750m-bb2trap,Area 264+265-NT1+2-94m-p1trap,Area 266+267-NT3+4--265m-p1trap,Area 268_269-NT5+6-965m-p2trap,Area 111-2012-105m-bb2trap,Area 97-2012-750m-bb2trap,#Peptides,#Unique,#Spec 264+265-NT1+2-94m-p1trap,#Spec 266+267-NT3+4--265m-p1trap,#Spec 268_269-NT5+6-965m-p2trap,#Spec 111-2012-105m-bb2trap,#Spec 97-2012-750m-bb2trap,PTM,Avg. Mass,Description
524,563,ETNP_100,65.97,15,0,0,0,15,0,,,,2.72E6,,3,3,0,0,0,3,0,,20071,Photosystem I reaction center subunit XI
524,564,ETNP_140,65.97,15,0,0,0,15,0,,,,2.72E6,,3,3,0,0,0,3,0,,20071,Photosystem I reaction center subunit XI
524,565,NP_85,65.97,15,0,0,0,15,0,,,,2.72E6,,3,3,0,0,0,3,0,,20038,Photosystem I reaction center subunit XI
524,566,ETNP_120,65.97,15,0,0,0,15,0,,,,2.72E6,,3,3,0,0,0,3,0,,20020,Photosystem I reaction center subunit XI
524,567,ETNP_110,65.97,15,0,0,0,15,0,,,,2.72E6,,3,3,0,0,0,3,0,,20071,Photosystem I reaction center subunit XI
524,568,ETNP_110,65.97,15,0,0,0,15,0,,,,2.72E6,,3,3,0,0,0,3,0,,20020,Photosystem I reaction center subunit XI
524,569,ETNP_120,65.97,15,0,0,0,15,0,,,,2.72E6,,3,3,0,0,0,3,0,,20071,Photosystem I reaction center subunit XI
524,570,ETNP_100,65.97,15,0,0,0,15,0,,,,2.72E6,,3,3,0,0,0,3,0,,20020,Photosystem I reaction center subunit XI
524,571,ETNP_90,65.97,15,0,0,0,15,0,,,,2.72E6,,3,3,0,0,0,3,0,,20020,Photosystem I reaction center subunit XI
531,1732,XP_002176132,65.46,5,1,0,0,3,0,,,,1.76E6,,2,1,1,0,0,2,0,Carbamidomethylation; Oxidation (M),36315,predicted protein  Phaeodactylum tricornutum CCAP 1055
531,1757,XP_002181116,65.46,4,1,0,0,3,0,,,,1.76E6,,2,1,1,0,0,2,0,Carbamidomethylation; Oxidation (M),43367,predicted protein  Phaeodactylum tricornutum CCAP 1055
437,1318,ADH91646.1,65.35,3,1,0,0,2,0,,,,,,3,0,1,0,0,2,0,Carbamidomethylation,51233,adenosylhomocysteinase [Starkeya novella DSM 506]
437,1390,ACA15062.1,65.35,3,1,0,0,2,0,,,,,,3,0,1,0,0,2,0,Carbamidomethylation,51085,adenosylhomocysteinase [Methylobacterium sp. 4-46]
472,946,AOO11929.1,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39267,photosystem II protein D2 [Cyanophage S-RIM44]
472,947,AOO11697.1,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39267,photosystem II protein D2 [Cyanophage S-RIM44]
472,948,AGH57838.1,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39411,photosystem II D2 protein [Synechococcus phage KBS-M-1A]
472,949,AOO12630.1,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39267,photosystem II protein D2 [Cyanophage S-RIM44]
472,950,virus_ANPENILN_00105,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39461,hypothetical protein
472,951,AOO12398.1,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39267,photosystem II protein D2 [Cyanophage S-RIM44]
472,952,YP_004323821.1,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39295,photosystem II D2 protein [Prochlorococcus phage Syn33]
472,953,ADO99318.1,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39267,photosystem II D2 protein [Prochlorococcus phage Syn1]
472,954,cyanophage_EEBLHMBA_02086,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39278,hypothetical protein
472,955,AOO12163.1,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39201,photosystem II protein D2 [Cyanophage S-RIM44]
472,956,ADO99569.1,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39295,photosystem II D2 protein [Prochlorococcus phage Syn33]
472,957,AOO12863.1,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39267,photosystem II protein D2 [Cyanophage S-RIM44]
472,958,AMO43457.1,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39267,photosystem II protein D2 [Cyanophage S-RIM44]
472,959,YP_004324588.1,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39267,photosystem II D2 protein [Prochlorococcus phage Syn1]
472,960,AOO13096.1,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39267,photosystem II protein D2 [Cyanophage S-RIM44]
472,1237,ETNP14_68,65.34,21,0,0,0,21,12,,,,7.05E5,,2,1,0,0,0,2,1,,12294,Photosystem II D2 protein
472,1238,NP_300,65.34,14,0,0,0,14,8,,,,7.05E5,,2,1,0,0,0,2,1,,17444,Photosystem II D2 protein
472,1239,NP_30,65.34,14,0,0,0,14,8,,,,7.05E5,,2,1,0,0,0,2,1,,17444,Photosystem II D2 protein
472,1240,WP_011127544,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39297,photosystem II D2 protein Synechococcus
472,1241,WP_006041823,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39283,photosystem II D2 protein Synechococcus
472,1242,EJK55847,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39000,hypothetical protein THAOC_24371  Thalassiosira oceanica
472,1243,CAK24073.1,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39283,Photosystem II D2 protein [Synechococcus sp. WH 7803]
472,1244,ACS36809.1,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39122,photosystem II D2 protein (chloroplast) [Aureococcus anophagefferens]
472,1245,CAK24665.1,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39283,Photosystem II D2 protein [Synechococcus sp. WH 7803]
472,1246,ETNP14_68,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39359,Photosystem II D2 protein
472,1247,WP_006171775,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39321,photosystem II D2 protein Synechococcus sp WH 5701
472,1248,YP_003097254.1,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39639,D2 [Synechococcus phage S-RSM4]
472,1249,CAR63217.1,65.34,6,0,0,0,6,4,,,,7.05E5,,2,1,0,0,0,2,1,,39639,D2 [Synechococcus phage S-RSM4]
655,1112,WP_009773444.1,64.79,4,0,0,0,4,0,,,,,,2,0,0,0,0,2,0,,66911,molecular chaperone DnaK [marine actinobacterium PHSC20C1]
655,1147,WP_010204386.1,64.79,4,0,0,0,4,0,,,,,,2,0,0,0,0,2,0,,66801,molecular chaperone DnaK [Salinibacterium sp. PAMC 21357]
655,1576,ACL67800.1,64.79,4,0,0,0,4,0,,,,,,2,0,0,0,0,2,0,,65323,chaperone protein DnaK [Anaeromyxobacter dehalogenans 2CP-1]
701,1319,ETNP14_120,64.72,3,0,0,1,3,0,,,,,,2,0,0,0,1,1,0,,65205,Chaperone protein DnaK
701,1337,ETNP14_68,64.72,3,0,0,1,3,0,,,,,,2,0,0,0,1,1,0,,65282,Chaperone protein DnaK
701,1541,ETNP14_120,64.72,3,0,0,1,3,0,,,,,,2,0,0,0,1,1,0,,64807,Chaperone protein DnaK
701,1557,ETNP14_120,64.72,3,0,0,1,3,0,,,,,,2,0,0,0,1,1,0,,64971,Chaperone protein DnaK
269,1275,ETNP_120,64.35,4,2,0,2,2,0,1.32E4,,4.4E3,,,3,1,2,0,1,2,0,Carbamidomethylation,53444,Adenosylhomocysteinase
261,1320,ETNP_110,64.34,4,3,0,0,4,0,,,,1.18E6,,4,2,2,0,0,3,0,,37497,Enolase
261,1323,ETNP_180,64.34,3,3,0,0,3,0,,,,1.18E6,,4,2,2,0,0,3,0,,46033,Enolase
261,1324,ETNP_120,64.34,3,3,0,0,3,0,,,,1.18E6,,4,2,2,0,0,3,0,,46030,Enolase
261,1336,ETNP14_120,64.34,4,3,0,0,4,0,,,,1.18E6,,4,2,2,0,0,3,0,,37483,Enolase
261,1463,ETNP_140,64.34,5,5,0,0,5,0,,,,1.18E6,,4,2,2,0,0,3,0,,27057,Enolase
261,1464,ETNP_160,64.34,5,5,0,0,5,0,,,,1.18E6,,4,2,2,0,0,3,0,,27070,Enolase
261,1465,ETNP_120,64.34,5,5,0,0,5,0,,,,1.18E6,,4,2,2,0,0,3,0,,27013,Enolase
261,1505,ETNP14_120,64.34,8,8,0,0,8,0,,,,1.18E6,,4,2,2,0,0,3,0,,17544,Enolase
261,1910,NP_125,64.34,10,9,0,0,10,0,,,,1.18E6,,4,2,2,0,0,3,0,,13645,Enolase
261,1911,ETNP_120,64.34,8,8,0,0,8,0,,,,1.18E6,,4,2,2,0,0,3,0,,17274,Enolase
339,598,ETNP_90,64.30,25,0,0,0,21,4,,,,2.78E6,,4,2,0,0,0,3,1,,17329,R-phycocyanin-2 subunit alpha
339,599,ETNP_120,64.30,25,0,0,0,21,4,,,,2.78E6,,4,2,0,0,0,3,1,,17329,R-phycocyanin-2 subunit alpha
339,600,ETNP_100,64.30,25,0,0,0,21,4,,,,2.78E6,,4,2,0,0,0,3,1,,17329,R-phycocyanin-2 subunit alpha
339,601,ETNP_120,64.30,25,0,0,0,21,4,,,,2.78E6,,4,2,0,0,0,3,1,,17329,R-phycocyanin-2 subunit alpha
339,602,ETNP_120,64.30,25,0,0,0,21,4,,,,2.78E6,,4,2,0,0,0,3,1,,17329,R-phycocyanin-2 subunit alpha
503,1858,WP_011217182.1,64.23,5,0,0,4,4,0,,,,,,3,0,0,0,2,1,0,,32293,malate dehydrogenase [Photobacterium profundum]
499,1699,XP_003077929,64.22,4,0,0,2,2,1,,,,,0E0,3,1,0,0,1,1,1,Carbamidomethylation,52316,MDHG_ORYSA Malate dehydrogenase glyoxysomal precursor dbj|BAA12870 | glyo ISS  Ostreococcus tauri
358,1539,ETNP14_68,63.93,4,0,0,0,4,0,,,,1.15E6,,3,1,0,0,0,4,0,Carbamidomethylation,48914,Adenosylhomocysteinase
943,1674,WP_021779225.1,63.81,1,0,0,0,1,0,,,,,,2,0,0,0,1,1,0,,129281,pyruvate carboxylase [Dokdonia sp. MED134]
308,925,ETNP14_120,63.65,7,0,0,1,3,3,,,,,,4,0,0,0,1,1,2,,58195,60 kDa chaperonin 5
500,1722,ETNP_70,63.58,11,0,0,6,8,3,,,,,,3,0,0,0,1,1,1,,15834,Malate dehydrogenase
206,1316,EJK66415,63.49,5,0,2,2,5,0,,3.4E4,6.21E4,9.69E6,,3,3,0,2,1,3,0,,42325,hypothetical protein THAOC_12666  Thalassiosira oceanica
2098,1706,ETNP_120,63.33,15,0,0,0,15,0,,,,1.44E6,,1,1,0,0,0,1,0,,12564,hypothetical protein
127,3112,WP_015350861,62.65,0,0,0,0,0,0,2.45E5,8.71E5,2.43E5,,2.46E4,8,2,2,3,5,0,2,,1523501,nonribosomal peptide synthase Myxococcus stipitatus
612,1218,ABI76618.1,62.62,4,0,0,0,4,0,,,,5.21E5,,2,1,0,0,0,2,0,Carbamidomethylation,67496,chaperone protein DnaK [Hyphomonas neptunium ATCC 15444]
530,1678,ETNP_120,62.23,27,0,0,0,27,16,,,,5.49E5,,2,1,0,0,0,2,1,,9291,Photosystem II D2 protein
530,1679,ETNP_140,62.23,27,0,0,0,27,16,,,,5.49E5,,2,1,0,0,0,2,1,,9263,Photosystem II D2 protein
530,1680,ETNP_90,62.23,27,0,0,0,27,16,,,,5.49E5,,2,1,0,0,0,2,1,,9291,Photosystem II D2 protein
530,1681,ETNP_120,62.23,15,0,0,0,15,9,,,,5.49E5,,2,1,0,0,0,2,1,,16483,Photosystem II D2 protein
530,1682,ETNP_140,62.23,15,0,0,0,15,9,,,,5.49E5,,2,1,0,0,0,2,1,,16511,Photosystem II D2 protein
530,1683,ETNP_110,62.23,14,0,0,0,14,8,,,,5.49E5,,2,1,0,0,0,2,1,,17310,Photosystem II D2 protein
530,1684,ETNP_90,62.23,14,0,0,0,14,8,,,,5.49E5,,2,1,0,0,0,2,1,,17441,Photosystem II D2 protein
530,1685,ETNP_90,62.23,14,0,0,0,14,8,,,,5.49E5,,2,1,0,0,0,2,1,,17370,Photosystem II D2 protein
530,1686,ETNP14_68,62.23,10,0,0,0,10,6,,,,5.49E5,,2,1,0,0,0,2,1,,25693,Photosystem II D2 protein
530,1687,NP_85,62.23,10,0,0,0,10,6,,,,5.49E5,,2,1,0,0,0,2,1,,25693,Photosystem II D2 protein
530,1688,ETNP_160,62.23,7,0,0,0,7,4,,,,5.49E5,,2,1,0,0,0,2,1,,34533,Photosystem II D2 protein
530,1689,ETNP_120,62.23,7,0,0,0,7,4,,,,5.49E5,,2,1,0,0,0,2,1,,35183,Photosystem II D2 protein
530,1690,WP_011130550,62.23,6,0,0,0,6,4,,,,5.49E5,,2,1,0,0,0,2,1,,39325,photosystem II D2 protein Prochlorococcus marinus
530,1691,WP_036914375,62.23,6,0,0,0,6,4,,,,5.49E5,,2,1,0,0,0,2,1,,39275,photosystem II D2 protein Prochlorococcus
530,1692,ETNP_100,62.23,6,0,0,0,6,4,,,,5.49E5,,2,1,0,0,0,2,1,,39310,Photosystem II D2 protein
530,1693,ETNP_100,62.23,5,0,0,0,5,3,,,,5.49E5,,2,1,0,0,0,2,1,,45886,Photosystem II D2 protein
938,1538,ETNP_120,62.21,5,0,0,1,4,0,,,,,,2,0,0,0,1,1,0,,45589,Glutamine synthetase
938,1820,ETNP_120,62.21,9,0,0,2,7,0,,,,,,2,0,0,0,1,1,0,,26324,Glutamine synthetase
761,1370,NP_300,62.20,1,0,0,0,1,0,,,,,,2,0,0,0,1,1,0,,123004,2-oxoglutarate carboxylase small subunit
1262,1294,WP_011217975.1,61.86,3,0,0,0,3,0,,,,8.6E3,,1,1,0,0,0,1,0,,75816,elongation factor G [Photobacterium profundum]
699,1109,EJK60133,61.82,1,0,0,0,1,0,,,,4.91E5,,2,1,0,0,0,2,0,,144739,hypothetical protein THAOC_19570 partial  Thalassiosira oceanica
1054,1717,ETNP_60,61.78,43,0,0,27,16,0,,,0E0,,,2,1,0,0,1,1,0,Carbamidomethylation,8817,Photosystem I iron-sulfur center
1054,1718,ETNP_70,61.78,43,0,0,27,16,0,,,0E0,,,2,1,0,0,1,1,0,Carbamidomethylation,8817,Photosystem I iron-sulfur center
494,906,XP_003078664,61.08,21,0,0,0,21,0,,,,5.85E5,,2,1,0,0,0,3,0,Carbamidomethylation,13574,Putative 40S ribosomal protein; contains C-terminal domain ISS  Ostreococcus tauri
942,1668,WP_040366396,61.06,1,0,0,0,1,0,,,,,,2,0,1,0,0,1,0,,128156,pyruvate carboxylase Desulfuromonas acetoxidans
631,1174,ADH90194.1,60.55,4,0,0,1,3,0,,,,,,2,0,0,0,1,1,0,,57276,chaperonin GroEL [Starkeya novella DSM 506]
505,2054,ETNP_120,60.47,4,0,0,0,4,4,,,,7.84E4,1.87E5,1,1,0,0,0,1,2,Oxidation (M),34963,hypothetical protein
1057,1807,ETNP_120,60.46,4,0,0,1,3,0,,,,,,2,0,0,0,1,1,0,,40805,Methylmalonyl-CoA carboxyltransferase 5S subunit
1057,1873,ETNP14_120,60.46,3,0,0,1,2,0,,,,,,2,0,0,0,1,1,0,,63340,2-oxoglutarate carboxylase large subunit
1057,1874,ETNP_120,60.46,3,0,0,1,2,0,,,,,,2,0,0,0,1,1,0,,63357,2-oxoglutarate carboxylase large subunit
322,1542,WP_015403860,60.34,3,0,0,1,2,0,,,,,,3,0,0,0,1,3,0,,70179,molecular chaperone of HSP90 family Desulfocapsa sulfexigens
215,2819,ETNP_90,60.16,51,0,0,51,0,0,,,3.3E6,,,5,5,0,0,6,0,0,,7650,Cold shock-like protein CspG
215,2820,WP_012517807,60.16,51,0,0,51,0,0,,,3.3E6,,,5,5,0,0,6,0,0,,7592,cold-shock protein Alteromonas mediterranea
215,2821,ETNP14_120,60.16,51,0,0,51,0,0,,,3.3E6,,,5,5,0,0,6,0,0,,7650,Cold shock-like protein CspG
327,576,ETNP_90,59.58,29,0,0,0,29,0,,,,,,3,0,0,0,0,4,0,Carbamidomethylation; Oxidation (M),18547,Photosystem I reaction center subunit III precursor
327,577,ETNP_160,59.58,29,0,0,0,29,0,,,,,,3,0,0,0,0,4,0,Carbamidomethylation; Oxidation (M),18547,Photosystem I reaction center subunit III precursor
831,1114,ETNP14_68,59.54,3,0,0,0,3,0,,,,,,2,0,0,0,0,2,0,,71257,Chaperone protein DnaK
529,1284,ETNP_120,59.22,13,0,0,0,6,13,,,,0E0,9.72E4,2,2,0,0,0,1,2,,26099,Major outer membrane protein P.IB precursor
529,1285,ETNP_120,59.22,12,0,0,0,5,12,,,,0E0,9.72E4,2,2,0,0,0,1,2,,28245,Major outer membrane protein P.IB precursor
834,1797,WP_011128874,59.10,19,0,0,0,19,0,,,,2.07E5,,2,2,0,0,0,2,0,,17817,bleomycin hydrolase Synechococcus
834,1862,CAK22912.1,59.10,19,0,0,0,19,0,,,,2.07E5,,2,2,0,0,0,2,0,,17796,C-phycoerythrin class I alpha chain [Synechococcus sp. WH 7803]
834,2198,WP_038543222,59.10,19,0,0,0,19,0,,,,2.07E5,,2,2,0,0,0,2,0,,17821,bleomycin hydrolase Synechococcus sp KORDI-100
343,992,WP_011470436.1,58.97,7,1,0,0,6,3,,,,,,3,0,1,0,0,2,1,,50628,ATP synthase subunit beta [Saccharophagus degradans]
579,1207,WP_015349608,58.90,1,0,0,0,1,0,,,,,,2,0,0,0,1,1,0,,127594,propionyl-CoA carboxylase subunit alpha Myxococcus stipitatus
579,1673,NP_869506,58.90,1,0,0,0,1,0,,,,,,2,0,0,0,1,1,0,,127361,pyruvate carboxylase Rhodopirellula baltica SH 1
363,1772,SAR116,58.81,6,0,0,0,6,0,,,,2.54E5,,2,1,0,0,0,4,0,,47291,Major capsid protein
2532,1771,XP_002184288,58.63,8,0,0,0,8,0,,,,1.98E5,,1,1,0,0,0,1,0,,20083,predicted protein  Phaeodactylum tricornutum CCAP 1055
2532,2058,ETNP14_68,58.63,8,0,0,0,8,0,,,,1.98E5,,1,1,0,0,0,1,0,,19421,50S ribosomal protein L5
416,1158,ETNP14_120,58.40,3,0,0,0,3,0,,,,,,3,0,0,0,0,3,0,,69945,Chaperone protein DnaK
700,1269,WP_011784487,58.23,3,0,0,1,2,0,,,,,,2,0,0,0,1,1,0,,64785,oxaloacetate decarboxylase Marinobacter hydrocarbonoclasticus
700,1895,CAI85628.1,58.23,3,0,0,1,2,0,,,,,,2,0,0,0,1,1,0,,64813,oxaloacetate decarboxylase  alpha subunit [Pseudoalteromonas haloplanktis TAC125]
275,1556,WP_026037675.1,58.11,9,0,0,2,7,2,,,,5.22E5,,4,1,0,0,1,3,1,,52071,ATP synthase subunit beta [Salinibacterium sp. PAMC 21357]
330,911,XP_003081519,57.67,7,0,0,2,5,0,,,0E0,1.59E6,,4,4,0,0,1,3,0,,74042,putative vacuolar ATPase B subunit  Oryza sativa ISS  Ostreococcus tauri
479,1448,WP_012516960,57.52,9,0,0,9,0,0,,,1.16E6,,,2,2,0,0,3,0,0,,29746,50S ribosomal protein L2 Alteromonas mediterranea
479,1596,WP_011217130.1,57.52,9,0,0,9,0,0,,,1.16E6,,,2,2,0,0,3,0,0,,30052,50S ribosomal protein L2 [Photobacterium profundum]
360,2936,ETNP_180,56.87,9,0,0,9,0,0,,,7.53E6,,,3,3,0,0,4,0,0,,12905,50S ribosomal protein L7/L12
360,2937,ETNP_120,56.87,9,0,0,9,0,0,,,7.53E6,,,3,3,0,0,4,0,0,,12905,50S ribosomal protein L7/L12
360,2938,ETNP_140,56.87,9,0,0,9,0,0,,,7.53E6,,,3,3,0,0,4,0,0,,12905,50S ribosomal protein L7/L12
360,2939,ETNP_100,56.87,9,0,0,9,0,0,,,7.53E6,,,3,3,0,0,4,0,0,,12905,50S ribosomal protein L7/L12
360,2940,ETNP_150,56.87,9,0,0,9,0,0,,,7.53E6,,,3,3,0,0,4,0,0,,12905,50S ribosomal protein L7/L12
360,2941,ETNP_300,56.87,9,0,0,9,0,0,,,7.53E6,,,3,3,0,0,4,0,0,,12905,50S ribosomal protein L7/L12
360,2942,ETNP_120,56.87,9,0,0,9,0,0,,,7.53E6,,,3,3,0,0,4,0,0,,12905,50S ribosomal protein L7/L12
360,2943,ETNP_160,56.87,9,0,0,9,0,0,,,7.53E6,,,3,3,0,0,4,0,0,,12905,50S ribosomal protein L7/L12
260,1104,XP_003056149,56.70,4,0,0,0,4,0,,,,2.07E4,,4,1,0,0,0,5,0,,91334,cell division cycle protein 48  Micromonas pusilla CCMP1545
504,2029,ETNP_100,56.54,8,0,0,0,8,0,,,,1.12E6,,3,2,0,0,0,3,0,,22169,Chaperone protein DnaK
250,1897,WP_011219654.1,56.44,6,0,0,3,3,0,,,5.81E4,1.29E6,,3,3,0,0,3,2,0,,45615,enolase [Photobacterium profundum]
1067,2223,ETNP_120,55.77,29,0,0,0,29,0,,,,2.31E5,,2,2,0,0,0,2,0,,5594,hypothetical protein
944,1766,ETNP_120,55.64,12,0,0,0,12,0,,,,3.01E5,,1,1,0,0,0,2,0,Oxidation (M),17033,hypothetical protein
1058,1856,WP_014101919,55.01,6,0,0,0,6,0,,,,7.01E4,,2,1,0,0,0,2,0,Carbamidomethylation,45664,isocitrate dehydrogenase Micavibrio aeruginosavorus
474,963,WP_015895814,54.95,7,0,0,0,7,2,,,,5.39E5,,2,1,0,0,0,2,1,,35659,glyceraldehyde-3-phosphate dehydrogenase Acidobacterium capsulatum
400,1094,ACI98133.1,54.72,2,0,0,0,2,0,,,,,,3,0,0,0,1,2,0,,159413,DNA-directed RNA polymerase  beta' subunit  putative [Rhodospirillum centenum SW]
314,1154,ETNP_70,54.66,5,0,0,0,3,3,,,,2.38E5,1.59E5,3,3,0,0,0,2,2,,53644,Ribulose bisphosphate carboxylase large chain
314,1155,ETNP_60,54.66,5,0,0,0,3,3,,,,2.38E5,1.59E5,3,3,0,0,0,2,2,,53644,Ribulose bisphosphate carboxylase large chain
246,3262,MGII,54.61,1,0,0,1,0,0,,,2.11E6,,,5,1,0,0,5,0,0,,563696,hypothetical protein
502,1776,ETNP_120,54.59,5,0,0,0,5,5,,,,7.74E5,2.15E5,1,1,0,0,0,2,1,Carbamidomethylation; Oxidation (M),23421,PEP-CTERM motif protein
657,1274,ABG32818.1,54.53,4,0,2,0,2,0,,1.01E5,,7.02E5,,2,2,0,1,0,1,0,Oxidation (M),55564,NAD(P) transhydrogenase  alpha subunit [Roseobacter denitrificans OCh 114]
657,1508,WP_013962426,54.53,4,0,2,0,2,0,,1.01E5,,7.02E5,,2,2,0,1,0,1,0,Oxidation (M),55582,NADP transhydrogenase subunit alpha Roseobacter litoralis
657,1509,WP_025048901,54.53,4,0,2,0,2,0,,1.01E5,,7.02E5,,2,2,0,1,0,1,0,Oxidation (M),55415,NADP transhydrogenase subunit alpha Sulfitobacter mediterraneus
245,2605,CAN94297.1,54.00,1,0,0,0,1,0,,,,3.29E6,7.51E3,5,3,0,0,2,2,1,,518365,Polyketide synthase [Sorangium cellulosum So ce56]
528,1205,WP_027307203,53.88,7,0,0,0,7,2,,,,,,2,0,0,0,0,2,1,,36112,glyceraldehyde-3-phosphate dehydrogenase Candidatus Pelagibacter ubique
2879,2082,WP_011588773.1,53.75,5,0,0,0,5,0,,,,7.82E4,,1,1,0,0,0,1,0,,29949,MULTISPECIES: succinate--CoA ligase subunit alpha [Alcanivorax]
347,1664,NP_85,53.69,6,0,0,3,3,3,,,,,,3,0,0,0,2,1,1,,49597,ATP synthase subunit beta
497,1201,ACA20278.1,53.67,7,0,0,2,7,0,,,,,,2,0,0,0,1,2,0,,35883,glyceraldehyde-3-phosphate dehydrogenase  type I [Methylobacterium sp. 4-46]
381,991,XP_002178567,53.43,6,0,0,2,4,0,,,1.69E5,3.65E4,,3,2,0,0,1,2,0,,72266,ER luminal binding protein precursor  Phaeodactylum tricornutum CCAP 1055
478,1426,ETNP_60,53.07,4,0,0,0,4,0,,,,,,2,0,0,0,0,3,0,,46295,Phosphoenolpyruvate carboxykinase [GTP]
202,2674,EJK61968,52.80,1,0,0,1,0,0,,,6.33E5,0E0,,5,2,0,0,5,1,0,,416582,hypothetical protein THAOC_17449  Thalassiosira oceanica
832,1511,ETNP14_68,52.65,3,1,0,0,2,0,,,,,,2,0,1,0,0,1,0,,56820,putative propionyl-CoA carboxylase beta chain 5
940,1584,NP_30,52.55,3,0,0,1,2,0,,,,,,2,0,0,0,1,1,0,,55762,putative propionyl-CoA carboxylase beta chain 5
332,1663,|#CONTAM#ALDOA_RABIT|,52.54,7,0,0,0,7,0,,,,5.45E6,,4,4,0,0,0,4,0,Oxidation (M),38857,sp|#CONTAM#ALDOA_RABIT|
532,1940,WP_011785504,52.31,4,0,0,1,0,3,,,,,2.67E4,3,1,0,0,1,0,2,,57811,molecular chaperone GroEL Marinobacter hydrocarbonoclasticus
399,1068,ABE40420.1,52.07,2,0,0,0,2,0,,,,,,3,0,0,0,1,2,0,,156167,DNA-directed RNA polymerase  subunit beta-prime [Rhodopseudomonas palustris BisB5]
399,1093,WP_012562822,52.07,2,0,0,0,2,0,,,,,,3,0,0,0,1,2,0,,155616,DNA-directed RNA polymerase subunit beta Oligotropha carboxidovorans
399,1101,ACB25813.1,52.07,2,0,0,0,2,0,,,,,,3,0,0,0,1,2,0,,154554,DNA-directed RNA polymerase  beta' subunit [Methylobacterium radiotolerans JCM 2831]
399,1106,ADH88749.1,52.07,2,0,0,0,2,0,,,,,,3,0,0,0,1,2,0,,154138,DNA-directed RNA polymerase  beta' subunit [Starkeya novella DSM 506]
399,1107,ACA14930.1,52.07,2,0,0,0,2,0,,,,,,3,0,0,0,1,2,0,,154657,DNA-directed RNA polymerase  beta' subunit [Methylobacterium sp. 4-46]
392,1113,WP_020744432,51.97,2,0,0,0,1,1,,,,,5.23E4,3,1,0,0,0,1,2,,153941,DNA-directed RNA polymerase subunit beta Alteromonas mediterranea
392,1116,WP_000653927,51.97,2,0,0,0,1,1,,,,,5.23E4,3,1,0,0,0,1,2,,155050,DNA-directed RNA polymerase subunit beta Acinetobacter baumannii
392,1118,ADI92483.1,51.97,2,0,0,0,1,1,,,,,5.23E4,3,1,0,0,0,1,2,,154954,DNA-directed RNA polymerase subunit beta' [Acinetobacter oleivorans DR1]
392,1121,ETNP_120,51.97,2,0,0,0,1,1,,,,,5.23E4,3,1,0,0,0,1,2,,155028,DNA-directed RNA polymerase subunit beta'
392,1122,ETNP_100,51.97,2,0,0,0,1,1,,,,,5.23E4,3,1,0,0,0,1,2,,155028,DNA-directed RNA polymerase subunit beta'
255,1160,BAE49316.1,51.92,7,0,0,2,5,2,,,0E0,,,3,1,0,0,1,3,1,Oxidation (M),35853,Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase [Magnetospirillum magneticum AMB-1]
