,ProteinID,Alignments_x,SpecCounts_x,Unique_x,Coverage_x,Protein description_x,Alignments_y,SpecCounts_y,Unique_y,Coverage_y,Protein description_y
415,PMM0643,4.0,5.0,4.0,0.11800000000000001,| metA | putative homoserine O-succinyltransferase4540.118| metA | putative homoserine O-succinyltransferase,3.0,3.0,3.0,0.098,| metA | putative homoserine O-succinyltransferase
416,PMM0644,2.0,2.0,2.0,0.031,| PMM0644 | putative sulfate transporter2220.031| PMM0644 | putative sulfate transporter,2.0,2.0,2.0,0.034,| PMM0644 | putative sulfate transporter
417,PMM0645,1.0,1.0,1.0,0.021,| PMM0645 | FAD linked oxidase1110.021| PMM0645 | FAD linked oxidase,,,,,
418,PMM0646,1.0,1.0,1.0,0.027000000000000003,| PMM0646 | hypothetical protein1110.027| PMM0646 | hypothetical protein,1.0,1.0,1.0,0.027000000000000003,| PMM0646 | hypothetical protein
419,PMM0649,2.0,3.0,2.0,0.146,| PMM0649 | pentapeptide repeat-containing protein2320.146| PMM0649 | pentapeptide repeat-containing protein,2.0,2.0,2.0,0.064,| PMM0649 | pentapeptide repeat-containing protein
420,PMM0651,1.0,1.0,1.0,0.055,| PMM0651 | VHS domain-containing protein1110.055| PMM0651 | VHS domain-containing protein,1.0,1.0,1.0,0.055,| PMM0651 | VHS domain-containing protein
421,PMM0653,1.0,1.0,1.0,0.10099999999999999,| gloA | lactoylglutathione lyase1110.101| gloA | lactoylglutathione lyase,1.0,1.0,1.0,0.09300000000000001,| gloA | lactoylglutathione lyase
422,PMM0658,1.0,1.0,1.0,0.028999999999999998,| rsuA | putative pseudouridylate synthase specific to ribosomal small subunit1110.029| rsuA | putative pseudouridylate synthase specific to ribosomal small subunit,2.0,2.0,2.0,0.062,| rsuA | putative pseudouridylate synthase specific to ribosomal small subunit
423,PMM0661,9.0,10.0,9.0,0.136,| nrdJ | ribonucleotide reductase (class II)91090.136| nrdJ | ribonucleotide reductase (class II),8.0,9.0,8.0,0.102,| nrdJ | ribonucleotide reductase (class II)
424,PMM0662,3.0,3.0,3.0,0.10400000000000001,| PMM0662 | hypothetical protein3330.104| PMM0662 | hypothetical protein,3.0,3.0,3.0,0.10800000000000001,| PMM0662 | hypothetical protein
425,PMM0663,4.0,4.0,4.0,0.051,| prfC | peptide chain release factor 34440.051| prfC | peptide chain release factor 3,3.0,3.0,3.0,0.033,| prfC | peptide chain release factor 3
426,PMM0664,1.0,1.0,1.0,0.049,| PMM0664 | hypothetical protein1110.049| PMM0664 | hypothetical protein,1.0,1.0,1.0,0.049,| PMM0664 | hypothetical protein
427,PMM0665,5.0,5.0,5.0,0.157,| hslO | Hsp33-like chaperonin5550.157| hslO | Hsp33-like chaperonin,7.0,7.0,7.0,0.237,| hslO | Hsp33-like chaperonin
428,PMM0666,1.0,1.0,1.0,0.042,| PMM0666 | ABC transporter ATP-binding protein1110.042| PMM0666 | ABC transporter ATP-binding protein,1.0,1.0,1.0,0.042,| PMM0666 | ABC transporter ATP-binding protein
429,PMM0668,2.0,2.0,2.0,0.086,| PMM0668 | 16S ribosomal RNA methyltransferase RsmE2220.086| PMM0668 | 16S ribosomal RNA methyltransferase RsmE,2.0,2.0,2.0,0.078,| PMM0668 | 16S ribosomal RNA methyltransferase RsmE
430,PMM0671,2.0,2.0,2.0,0.042,| PMM0671 | putative phosphonate ABC transporter2220.042| PMM0671 | putative phosphonate ABC transporter,2.0,2.0,2.0,0.042,| PMM0671 | putative phosphonate ABC transporter
431,PMM0672,5.0,5.0,5.0,0.196,| PMM0672 | putative phosphonate ABC transporter5550.196| PMM0672 | putative phosphonate ABC transporter,6.0,6.0,6.0,0.2,| PMM0672 | putative phosphonate ABC transporter
432,PMM0674,6.0,9.0,6.0,0.158,| aspC | aminotransferase class-I6960.158| aspC | aminotransferase class-I,6.0,9.0,6.0,0.115,| aspC | aminotransferase class-I
433,PMM0676,3.0,3.0,3.0,0.081,| ispG | 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase3330.081| ispG | 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,3.0,3.0,3.0,0.081,| ispG | 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
434,PMM0677,3.0,4.0,3.0,0.055999999999999994,| PMM0677 | carboxyl-terminal processing protease3430.056| PMM0677 | carboxyl-terminal processing protease,3.0,4.0,3.0,0.057999999999999996,| PMM0677 | carboxyl-terminal processing protease
435,PMM0678,1.0,1.0,1.0,0.023,| PMM0678 | quinolinate synthetase1110.023| PMM0678 | quinolinate synthetase,1.0,1.0,1.0,0.023,| PMM0678 | quinolinate synthetase
436,PMM0679,1.0,1.0,1.0,0.024,| PMM0679 | putative transcripton factor1110.024| PMM0679 | putative transcripton factor,1.0,1.0,1.0,0.045,| PMM0679 | putative transcripton factor
437,PMM0680,2.0,2.0,2.0,0.07200000000000001,| PMM0680 | hypothetical protein2220.072| PMM0680 | hypothetical protein,2.0,2.0,2.0,0.083,| PMM0680 | hypothetical protein
438,PMM0681,6.0,6.0,6.0,0.149,| PMM0681 | hypothetical protein6660.149| PMM0681 | hypothetical protein,4.0,4.0,4.0,0.086,| PMM0681 | hypothetical protein
439,PMM0682,2.0,2.0,2.0,0.05,| aroB | 3-dehydroquinate synthase2220.05| aroB | 3-dehydroquinate synthase,4.0,4.0,4.0,0.107,| aroB | 3-dehydroquinate synthase
440,PMM0683,3.0,3.0,3.0,0.063,| purK | phosphoribosylaminoimidazole carboxylase ATPase subunit3330.063| purK | phosphoribosylaminoimidazole carboxylase ATPase subunit,2.0,2.0,2.0,0.043,| purK | phosphoribosylaminoimidazole carboxylase ATPase subunit
441,PMM0693,2.0,2.0,2.0,0.149,| PMM0693 | Hepatitis C virus envelope glycoprote2220.149| PMM0693 | Hepatitis C virus envelope glycoprote,1.0,1.0,1.0,0.10300000000000001,| PMM0693 | Hepatitis C virus envelope glycoprote
442,PMM0695,1.0,1.0,1.0,0.028999999999999998,| PMM0695 | glutamine amidotransferase class-I1110.029| PMM0695 | glutamine amidotransferase class-I,2.0,2.0,2.0,0.062,| PMM0695 | glutamine amidotransferase class-I
443,PMM0702,2.0,2.0,2.0,0.18,| PMM0702 | hypothetical protein2220.18| PMM0702 | hypothetical protein,1.0,1.0,1.0,0.102,| PMM0702 | hypothetical protein
444,PMM0704,1.0,1.0,1.0,0.027999999999999997,| PMM0704 | VIC family potassium channel protein1110.028| PMM0704 | VIC family potassium channel protein,1.0,1.0,1.0,0.027999999999999997,| PMM0704 | VIC family potassium channel protein
445,PMM0705,3.0,4.0,3.0,0.11599999999999999,| phoB | two-component response regulator3430.116| phoB | two-component response regulator,4.0,4.0,4.0,0.174,| phoB | two-component response regulator phosphate
446,PMM0706,3.0,4.0,3.0,0.079,| phoR | two-component sensor histidine kinase3430.079| phoR | two-component sensor histidine kinase,2.0,3.0,2.0,0.06,| phoR | two-component sensor histidine kinase phosphate sensing
447,PMM0708,2.0,2.0,2.0,0.024,| PMM0708 | putative secreted protein2220.024| PMM0708 | putative secreted protein,1.0,1.0,1.0,0.012,| PMM0708 | putative secreted protein
448,PMM0709,1.0,1.0,1.0,0.022000000000000002,| som | porin1110.022| som | porin,,,,,
449,PMM0710,12.0,16.0,12.0,0.282,| PMM0710 | ABC transporter1216120.282| PMM0710 | ABC transporter phosphate,11.0,15.0,11.0,0.23800000000000002,| PMM0710 | ABC transporter substrate binding protein phosphate
450,PMM0712,1.0,1.0,1.0,0.026000000000000002,| PMM0712 | major facilitator superfamily multidrug-efflux transporter1110.026| PMM0712 | major facilitator superfamily multidrug-efflux transporter,,,,,
451,PMM0713,4.0,4.0,4.0,0.126,| gap1 | putative glyceraldehyde 3-phosphate dehydrogenase4440.126| gap1 | putative glyceraldehyde 3-phosphate dehydrogenase,5.0,5.0,5.0,0.153,| gap1 | putative glyceraldehyde 3-phosphate dehydrogenase
452,PMM0714,1.0,1.0,1.0,0.071,| PMM0714 | ArsR family regulatory protein1110.071| PMM0714 | ArsR family regulatory protein,,,,,
453,PMM0715,2.0,2.0,2.0,0.327,| PMM0715 | chorismate binding enzyme2220.327| PMM0715 | chorismate binding enzyme,1.0,1.0,1.0,0.182,| PMM0715 | chorismate binding enzyme
454,PMM0725,2.0,2.0,2.0,0.071,| PMM0725 | putative phosphate ABC transporter2220.071| PMM0725 | putative phosphate ABC transporter,1.0,1.0,1.0,0.040999999999999995,| PMM0725 | putative phosphate ABC transporter ATP binding subunit
455,PMM0729,1.0,1.0,1.0,0.013000000000000001,| PMM0729 | ATP-dependent DNA ligase1110.013| PMM0729 | ATP-dependent DNA ligase,1.0,1.0,1.0,0.013000000000000001,| PMM0729 | ATP-dependent DNA ligase
456,PMM0732,2.0,2.0,2.0,0.11599999999999999,| PMM0732 | major surface glycoprotein2220.116| PMM0732 | major surface glycoprotein,3.0,3.0,3.0,0.21100000000000002,| PMM0732 | major surface glycoprotein
457,PMM0733,5.0,5.0,5.0,0.094,| PMM0733 | hypothetical protein5550.094| PMM0733 | hypothetical protein,4.0,4.0,4.0,0.078,| PMM0733 | hypothetical protein
458,PMM0734,1.0,1.0,1.0,0.107,| PMM0734 | CopG family protein1110.107| PMM0734 | CopG family protein,1.0,1.0,1.0,0.107,| PMM0734 | CopG family protein
459,PMM0736,1.0,2.0,1.0,0.086,| PMM0736 | alpha-2-macroglobulin family protein1210.086| PMM0736 | alpha-2-macroglobulin family protein,,,,,
460,PMM0738,1.0,1.0,1.0,0.10099999999999999,| PMM0738 | hypothetical protein1110.101| PMM0738 | hypothetical protein,,,,,
461,PMM0741,3.0,4.0,2.0,0.09699999999999999,| PMM0741 | Thf1-like protein3420.097| PMM0741 | Thf1-like protein,4.0,5.0,3.0,0.171,| PMM0741 | Thf1-like protein
462,PMM0742,2.0,3.0,2.0,0.087,| clpP1 | ATP-dependent Clp protease proteolytic subunit2320.087| clpP1 | ATP-dependent Clp protease proteolytic subunit,2.0,2.0,2.0,0.092,| clpP1 | ATP-dependent Clp protease proteolytic subunit
463,PMM0743,13.0,14.0,13.0,0.22,| ftsH1 | FtsH ATP-dependent protease-like protein1314130.22| ftsH1 | FtsH ATP-dependent protease-like protein,9.0,11.0,9.0,0.14300000000000002,| ftsH1 | FtsH ATP-dependent protease-like protein
464,PMM0744,2.0,2.0,2.0,0.239,| PMM0744 | hypothetical protein2220.239| PMM0744 | hypothetical protein,2.0,2.0,2.0,0.239,| PMM0744 | hypothetical protein
465,PMM0748,3.0,3.0,3.0,0.08900000000000001,| PMM0748 | ABC transporter3330.089| PMM0748 | ABC transporter,1.0,1.0,1.0,0.023,| PMM0748 | ABC transporter
466,PMM0749,2.0,2.0,2.0,0.061,| PMM0749 | ABC-transporter2220.061| PMM0749 | ABC-transporter,2.0,2.0,2.0,0.061,| PMM0749 | ABC-transporter membrane spanning component
467,PMM0750,2.0,2.0,2.0,0.057999999999999996,| PMM0750 | ABC transporter2220.058| PMM0750 | ABC transporter,1.0,1.0,1.0,0.028999999999999998,| PMM0750 | ABC transporter ATP-binding component
468,PMM0752,3.0,4.0,3.0,0.075,| PMM0752 | glycosyl transferase family protein3430.075| PMM0752 | glycosyl transferase family protein,3.0,4.0,3.0,0.075,| PMM0752 | glycosyl transferase family protein
469,PMM0753,9.0,11.0,9.0,0.239,| rpsB | 30S ribosomal protein S291190.239| rpsB | 30S ribosomal protein S2,8.0,10.0,8.0,0.239,| rpsB | 30S ribosomal protein S2
470,PMM0754,3.0,4.0,3.0,0.11,| tsf | elongation factor Ts3430.11| tsf | elongation factor Ts,4.0,6.0,4.0,0.20600000000000002,| tsf | elongation factor Ts
471,PMM0758,9.0,9.0,9.0,0.16399999999999998,| sir | sulfite reductase subunit beta9990.164| sir | sulfite reductase subunit beta,8.0,8.0,8.0,0.141,| sir | sulfite reductase subunit beta
472,PMM0759,4.0,4.0,4.0,0.053,| glyS | glycyl-tRNA synthetase beta subunit4440.053| glyS | glycyl-tRNA synthetase beta subunit,4.0,4.0,4.0,0.054000000000000006,| glyS | glycyl-tRNA synthetase beta subunit
473,PMM0760,10.0,13.0,10.0,0.21,| chlP | aromatic-ring hydroxylase (flavoprotein monooxygenase)1013100.21| chlP | aromatic-ring hydroxylase (flavoprotein monooxygenase),11.0,14.0,11.0,0.21,| chlP | aromatic-ring hydroxylase (flavoprotein monooxygenase)
474,PMM0761,1.0,1.0,1.0,0.028999999999999998,| PMM0761 | putative carboxypeptidase1110.029| PMM0761 | putative carboxypeptidase,,,,,
475,PMM0762,3.0,3.0,3.0,0.053,| typA | tyrosine binding protein3330.053| typA | tyrosine binding protein,5.0,5.0,5.0,0.092,| typA | tyrosine binding protein
476,PMM0764,4.0,4.0,4.0,0.132,| PMM0764 | ABC transporter ATP-binding protein4440.132| PMM0764 | ABC transporter ATP-binding protein,2.0,2.0,2.0,0.07,| PMM0764 | ABC transporter ATP-binding protein
477,PMM0766,1.0,6.0,1.0,0.027999999999999997,| rpe | ribulose-phosphate 3-epimerase1610.028| rpe | ribulose-phosphate 3-epimerase,1.0,6.0,1.0,0.027999999999999997,| rpe | ribulose-phosphate 3-epimerase
478,PMM0767,4.0,4.0,4.0,0.075,| glpX | fructose 14440.075| glpX | fructose 1,2.0,2.0,2.0,0.057,| glpX | fructose 16-bisphosphatase II
479,PMM0768,1.0,1.0,0.0,0.016,| hemA | glutamyl-tRNA reductase1100.016| hemA | glutamyl-tRNA reductase,1.0,2.0,0.0,0.016,| hemA | glutamyl-tRNA reductase
480,PMM0769,5.0,8.0,5.0,0.102,| glgC | glucose-1-phosphate adenylyltransferase5850.102| glgC | glucose-1-phosphate adenylyltransferase,10.0,11.0,10.0,0.151,| glgC | glucose-1-phosphate adenylyltransferase
481,PMM0770,4.0,4.0,4.0,0.106,| gnd | 6-phosphogluconate dehydrogenase4440.106| gnd | 6-phosphogluconate dehydrogenase,9.0,10.0,9.0,0.182,| gnd | 6-phosphogluconate dehydrogenase
482,PMM0771,2.0,2.0,2.0,0.078,| PMM0771 | putative 6-phosphogluconolactonase (DevB2220.078| PMM0771 | putative 6-phosphogluconolactonase (DevB,2.0,2.0,2.0,0.098,| PMM0771 | putative 6-phosphogluconolactonase (DevB Pgl)
483,PMM0772,1.0,1.0,1.0,0.066,| PMM0772 | hypothetical protein1110.066| PMM0772 | hypothetical protein,1.0,1.0,1.0,0.066,| PMM0772 | hypothetical protein
484,PMM0773,3.0,3.0,3.0,0.195,| PMM0773 | hypothetical protein3330.195| PMM0773 | hypothetical protein,1.0,1.0,1.0,0.055,| PMM0773 | hypothetical protein
485,PMM0774,4.0,6.0,4.0,0.066,| ilvD | dihydroxy-acid dehydratase4640.066| ilvD | dihydroxy-acid dehydratase,7.0,9.0,7.0,0.122,| ilvD | dihydroxy-acid dehydratase
486,PMM0775,1.0,2.0,1.0,0.125,| PMM0775 | hypothetical protein1210.125| PMM0775 | hypothetical protein,1.0,1.0,1.0,0.125,| PMM0775 | hypothetical protein
487,PMM0776,3.0,3.0,3.0,0.132,| PMM0776 | putative uracil phosphoribosyltransferase3330.132| PMM0776 | putative uracil phosphoribosyltransferase,4.0,4.0,4.0,0.21,| PMM0776 | putative uracil phosphoribosyltransferase
488,PMM0777,2.0,2.0,2.0,0.076,| PMM0777 | hypothetical protein2220.076| PMM0777 | hypothetical protein,1.0,2.0,1.0,0.076,| PMM0777 | hypothetical protein
489,PMM0778,2.0,2.0,2.0,0.066,| cobW | putative cobalamin synthesis protein2220.066| cobW | putative cobalamin synthesis protein,1.0,1.0,1.0,0.031,| cobW | putative cobalamin synthesis protein
490,PMM0779,3.0,3.0,3.0,0.289,| PMM0779 | hypothetical protein3330.289| PMM0779 | hypothetical protein,3.0,3.0,3.0,0.289,| PMM0779 | hypothetical protein
491,PMM0780,2.0,2.0,2.0,0.10400000000000001,| purQ | phosphoribosylformylglycinamidine synthase I2220.104| purQ | phosphoribosylformylglycinamidine synthase I,2.0,2.0,2.0,0.10400000000000001,| purQ | phosphoribosylformylglycinamidine synthase I
492,PMM0781,7.0,12.0,7.0,0.16,| cbbA71270.16| cbbAfbaAfda | fructose-16-bisphosphate aldolase,6.0,9.0,6.0,0.126,| cbbAcfxAfbaAfda | fructose-16-bisphosphate aldolase
493,PMM0782,4.0,4.0,4.0,0.087,| PMM0782 | putative oxidoreductase4440.087| PMM0782 | putative oxidoreductase,2.0,2.0,2.0,0.044000000000000004,| PMM0782 | putative oxidoreductase
494,PMM0783,2.0,4.0,2.0,0.171,| PMM0783 | hypothetical protein2420.171| PMM0783 | hypothetical protein,4.0,5.0,4.0,0.295,| PMM0783 | hypothetical protein
495,PMM0784,4.0,4.0,4.0,0.127,| accD | acetyl-CoA carboxylase subunit beta4440.127| accD | acetyl-CoA carboxylase subunit beta,4.0,4.0,4.0,0.127,| accD | acetyl-CoA carboxylase subunit beta
496,PMM0785,6.0,6.0,6.0,0.237,| prk | phosphoribulokinase6660.237| prk | phosphoribulokinase,5.0,5.0,5.0,0.184,| prk | phosphoribulokinase
497,PMM0786,1.0,1.0,1.0,0.036000000000000004,| leuB | 3-isopropylmalate dehydrogenase1110.036| leuB | 3-isopropylmalate dehydrogenase,1.0,1.0,1.0,0.039,| leuB | 3-isopropylmalate dehydrogenase
498,PMM0787,1.0,1.0,1.0,0.038,| lpxD | UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase1110.038| lpxD | UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase,2.0,2.0,2.0,0.073,| lpxD | UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase
499,PMM0788,2.0,2.0,2.0,0.069,| proB | gamma-glutamyl kinase2220.069| proB | gamma-glutamyl kinase,2.0,2.0,2.0,0.061,| proB | gamma-glutamyl kinase
500,PMM0789,4.0,6.0,4.0,0.25,| PMM0789 | hypothetical protein4640.25| PMM0789 | hypothetical protein,5.0,5.0,5.0,0.262,| PMM0789 | hypothetical protein
501,PMM0790,1.0,1.0,1.0,0.067,| PMM0790 | hypothetical protein1110.067| PMM0790 | hypothetical protein,3.0,3.0,3.0,0.21899999999999997,| PMM0790 | hypothetical protein
502,PMM0792,3.0,3.0,3.0,0.077,| PMM0792 | hypothetical protein3330.077| PMM0792 | hypothetical protein,4.0,4.0,4.0,0.094,| PMM0792 | hypothetical protein
503,PMM0793,2.0,3.0,2.0,0.047,| PMM0793 | hypothetical protein2320.047| PMM0793 | hypothetical protein,3.0,4.0,3.0,0.075,| PMM0793 | hypothetical protein
504,PMM0794,1.0,1.0,1.0,0.061,| PMM0794 | hypothetical protein1110.061| PMM0794 | hypothetical protein,1.0,1.0,1.0,0.061,| PMM0794 | hypothetical protein
505,PMM0795,1.0,1.0,1.0,0.017,| PMM0795 | hypothetical protein1110.017| PMM0795 | hypothetical protein,,,,,
506,PMM0796,1.0,1.0,1.0,0.031,| hisA | 1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase1110.031| hisA | 1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,1.0,1.0,1.0,0.031,| hisA | 1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
507,PMM0797,7.0,9.0,7.0,0.23199999999999998,| PMM0797 | putative mRNA binding protein7970.232| PMM0797 | putative mRNA binding protein,8.0,10.0,8.0,0.252,| PMM0797 | putative mRNA binding protein
508,PMM0799,2.0,2.0,2.0,0.07400000000000001,| PMM0799 | hypothetical protein2220.074| PMM0799 | hypothetical protein,2.0,2.0,2.0,0.07400000000000001,| PMM0799 | hypothetical protein
509,PMM0800,1.0,2.0,1.0,0.19399999999999998,| PMM0800 | hypothetical protein1210.194| PMM0800 | hypothetical protein,1.0,1.0,1.0,0.19399999999999998,| PMM0800 | hypothetical protein
510,PMM0801,3.0,3.0,3.0,0.151,| ycf39 | putative NADH-flavin reductase3330.151| ycf39 | putative NADH-flavin reductase,2.0,2.0,2.0,0.105,| ycf39 | putative NADH-flavin reductase
511,PMM0802,2.0,2.0,2.0,0.069,| PMM0802 | putative endonuclease2220.069| PMM0802 | putative endonuclease,1.0,1.0,1.0,0.037000000000000005,| PMM0802 | putative endonuclease
512,PMM0803,2.0,2.0,2.0,0.062,| futC | ABC transporter ATP-binding protein2220.062| futC | ABC transporter ATP-binding protein,1.0,1.0,1.0,0.027999999999999997,| futC | ABC transporter ATP-binding protein
513,PMM0804,3.0,6.0,3.0,0.10300000000000001,| PMM0804 | ferritin3630.103| PMM0804 | ferritin,5.0,7.0,5.0,0.28300000000000003,| PMM0804 | ferritin
514,PMM0808,1.0,1.0,1.0,0.02,| PMM0808 | Rieske iron-sulfur protein 2Fe-2S subunit1110.02| PMM0808 | Rieske iron-sulfur protein 2Fe-2S subunit,1.0,1.0,1.0,0.02,| PMM0808 | Rieske iron-sulfur protein 2Fe-2S subunit
515,PMM0809,1.0,1.0,1.0,0.096,| PMM0809 | S1 RNA-binding domain-containing protein1110.096| PMM0809 | S1 RNA-binding domain-containing protein,,,,,
516,PMM0810,4.0,4.0,4.0,0.204,| PMM0810 | hypothetical protein4440.204| PMM0810 | hypothetical protein,2.0,2.0,2.0,0.102,| PMM0810 | hypothetical protein
517,PMM0821,1.0,1.0,1.0,0.027999999999999997,| PMM0821 | L-asparaginase II1110.028| PMM0821 | L-asparaginase II,2.0,2.0,2.0,0.062,| PMM0821 | L-asparaginase II
518,PMM0823,2.0,2.0,2.0,0.16699999999999998,| PMM0823 | domain of unknown function DUF143:Iojap-related protein2220.167| PMM0823 | domain of unknown function DUF143:Iojap-related protein,2.0,2.0,2.0,0.16699999999999998,| PMM0823 | domain of unknown function DUF143:Iojap-related protein
519,PMM0824,2.0,2.0,2.0,0.075,| PMM0824 | hypothetical protein2220.075| PMM0824 | hypothetical protein,3.0,3.0,3.0,0.11800000000000001,| PMM0824 | hypothetical protein
520,PMM0825,6.0,6.0,6.0,0.053,| carB | carbamoyl-phosphate synthase6660.053| carB | carbamoyl-phosphate synthase,6.0,8.0,5.0,0.051,| carB | carbamoyl-phosphate synthase large subunit
521,PMM0827,5.0,5.0,5.0,0.079,| PMM0827 | ABC transporter5550.079| PMM0827 | ABC transporter,4.0,4.0,4.0,0.059000000000000004,| PMM0827 | ABC transporter
522,PMM0829,2.0,2.0,2.0,0.087,| tpiA | triosephosphate isomerase2220.087| tpiA | triosephosphate isomerase,1.0,1.0,1.0,0.040999999999999995,| tpiA | triosephosphate isomerase
523,PMM0831,6.0,6.0,6.0,0.048,| chlH | magnesium chelatase subunit H6660.048| chlH | magnesium chelatase subunit H,10.0,10.0,10.0,0.076,| chlH | magnesium chelatase subunit H
524,PMM0832,4.0,4.0,4.0,0.195,| dapB | dihydrodipicolinate reductase4440.195| dapB | dihydrodipicolinate reductase,5.0,5.0,5.0,0.177,| dapB | dihydrodipicolinate reductase
525,PMM0834,1.0,1.0,0.0,0.018000000000000002,| ubiH | 2-octaprenyl-6-methoxyphenol 4-monoxygenase UbiH1100.018| ubiH | 2-octaprenyl-6-methoxyphenol 4-monoxygenase UbiH,1.0,1.0,1.0,0.026000000000000002,| ubiH | 2-octaprenyl-6-methoxyphenol 4-monoxygenase UbiH
526,PMM0838,2.0,2.0,2.0,0.139,| PMM0838 | nucleoside diphosphate kinase2220.139| PMM0838 | nucleoside diphosphate kinase,1.0,1.0,1.0,0.066,| PMM0838 | nucleoside diphosphate kinase
527,PMM0839,2.0,2.0,1.0,0.013999999999999999,| PMM0839 | transcriptional-repair coupling factor2210.014| PMM0839 | transcriptional-repair coupling factor,,,,,
528,PMM0840,1.0,1.0,1.0,0.034,| PMM0840 | hypothetical protein1110.034| PMM0840 | hypothetical protein,,,,,
