Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 100 m suspended,Coverage (%) 965 m suspended,Coverage (%) 94 m sinking,Coverage (%) 965 m sinking,Area 100 m suspended,Area 965 m suspended,Area 94 m sinking,Area 965 m sinking,#Peptides,#Unique,#Spec 100 m suspended,#Spec 965 m suspended,#Spec 94 m sinking,#Spec 965 m sinking,PTM,Avg. Mass,Description
318,889,ETNP_100m_particle_PROKKA_55757,87.00,6,6,0,1,1,9.04E5,,,,5,1,4,0,1,1,,80404,Polyribonucleotide nucleotidyltransferase
302,750,WP_053820550,86.29,17,15,5,0,0,6.47E4,,,,5,2,4,2,0,0,Carbamidomethylation,39362,hypothetical protein Candidatus Thioglobus singularis
165,681,ETNP14_68maa_PROKKA_126798,86.29,23,9,17,3,3,,1.48E5,0E0,9.79E5,10,4,3,8,1,1,Carbamidomethylation,35573,General L-amino acid-binding periplasmic protein AapJ precursor
121,1080,ETNP_90m_PROKKA_128676,86.22,32,16,15,25,19,1.08E5,,6.18E5,,11,3,6,2,5,6,Phosphorylation to amine thiol,12542,Core histone H2A/H2B/H3/H4
228,689,ETNP_90m_PROKKA_122859,86.15,31,31,0,0,0,1.48E7,,,,4,4,6,0,0,0,Carbamidomethylation,20071,Photosystem I reaction center subunit XI
228,690,ETNP_100m_particle_PROKKA_140193,86.15,31,31,0,0,0,1.48E7,,,,4,4,6,0,0,0,Carbamidomethylation,20071,Photosystem I reaction center subunit XI
228,691,ETNP_110m_PROKKA_44967,86.15,31,31,0,0,0,1.48E7,,,,4,4,6,0,0,0,Carbamidomethylation,20071,Photosystem I reaction center subunit XI
228,692,ETNP_100m_PROKKA_21330,86.15,31,31,0,0,0,1.48E7,,,,4,4,6,0,0,0,Carbamidomethylation,20071,Photosystem I reaction center subunit XI
228,693,ETNP_120m_PROKKA_321604,86.15,31,31,0,0,0,1.48E7,,,,4,4,6,0,0,0,Carbamidomethylation,20071,Photosystem I reaction center subunit XI
228,694,ETNP_140m_PROKKA_60611,86.15,31,31,0,0,0,1.48E7,,,,4,4,6,0,0,0,Carbamidomethylation,20071,Photosystem I reaction center subunit XI
228,718,ETNP_120m_PROKKA_115988,86.15,31,31,0,0,0,1.48E7,,,,4,4,6,0,0,0,Carbamidomethylation,20020,Photosystem I reaction center subunit XI
228,719,ETNP_110m_PROKKA_02539,86.15,31,31,0,0,0,1.48E7,,,,4,4,6,0,0,0,Carbamidomethylation,20020,Photosystem I reaction center subunit XI
228,720,ETNP_100m_PROKKA_21334,86.15,31,31,0,0,0,1.48E7,,,,4,4,6,0,0,0,Carbamidomethylation,20020,Photosystem I reaction center subunit XI
228,721,ETNP_90m_PROKKA_59218,86.15,31,31,0,0,0,1.48E7,,,,4,4,6,0,0,0,Carbamidomethylation,20020,Photosystem I reaction center subunit XI
228,722,NP_85m_PROKKA_11773,86.15,31,31,0,0,0,1.48E7,,,,4,4,6,0,0,0,Carbamidomethylation,20038,Photosystem I reaction center subunit XI
255,890,ETNP_120m_PROKKA_307121,85.85,11,11,4,0,0,1.11E6,0E0,,,4,4,4,1,0,0,Carbamidomethylation; Mutation,39385,Bacterial extracellular solute-binding protein
255,891,NP_300m_PROKKA_06204,85.85,11,11,4,0,0,1.11E6,0E0,,,4,4,4,1,0,0,Carbamidomethylation; Mutation,39385,Bacterial extracellular solute-binding protein
255,892,ETNP_120m_particle_PROKKA_168206,85.85,11,11,4,0,0,1.11E6,0E0,,,4,4,4,1,0,0,Carbamidomethylation; Mutation,39375,Bacterial extracellular solute-binding protein
255,893,ETNP_140m_PROKKA_80561,85.85,11,11,4,0,0,1.11E6,0E0,,,4,4,4,1,0,0,Carbamidomethylation; Mutation,39385,Bacterial extracellular solute-binding protein
170,595,ETNP14_120maa_PROKKA_145599,85.17,17,9,14,0,0,,,,,8,0,3,7,0,0,Carbamidomethylation,35657,General L-amino acid-binding periplasmic protein AapJ precursor
170,596,NP_300m_PROKKA_31612,85.17,17,9,14,0,0,,,,,8,0,3,7,0,0,Carbamidomethylation,35624,General L-amino acid-binding periplasmic protein AapJ precursor
170,607,NP_300m_PROKKA_29559,85.17,17,9,14,0,0,,,,,8,0,3,7,0,0,Carbamidomethylation,35723,General L-amino acid-binding periplasmic protein AapJ precursor
170,608,ETNP14_120maa_PROKKA_76715,85.17,17,9,14,0,0,,,,,8,0,3,7,0,0,Carbamidomethylation,35723,General L-amino acid-binding periplasmic protein AapJ precursor
286,860,ETNP_100m_particle_PROKKA_87954,85.08,16,16,0,0,0,,,,,5,0,6,0,0,0,Oxidation (M); Mutation,44761,Photosystem II protein
332,582,WP_011129916,84.86,15,15,0,0,0,0E0,,,,5,1,5,0,0,0,,38622,fructose-bisphosphate aldolase Prochlorococcus marinus
240,583,ETNP_100m_PROKKA_92830,84.17,31,23,8,0,5,,,,,6,0,5,1,0,1,Oxidation (M),18040,General L-amino acid-binding periplasmic protein AapJ precursor
258,526,ETNP_160m_PROKKA_80027,83.70,12,12,0,0,0,1.72E6,,,,4,4,5,0,0,0,Oxidation (M); Deamidation (NQ),45882,Photosystem II 44 kDa reaction center protein
258,570,ETNP_90m_PROKKA_124007,83.70,12,12,0,0,0,1.72E6,,,,4,4,5,0,0,0,Oxidation (M); Deamidation (NQ),44812,Photosystem II 44 kDa reaction center protein
236,354,ETNP_300m_PROKKA_115333,83.59,10,10,2,0,0,3.12E5,,,,5,1,7,1,0,0,,51797,60 kDa chaperonin
213,7779,ETNP_120m_PROKKA_78395,83.48,14,14,0,0,0,1.66E7,,,,7,7,9,0,0,0,Mutation,13314,hypothetical protein
304,1029,ETNP14_120maa_PROKKA_134411,83.33,37,37,0,0,0,2.53E4,,,,5,1,5,0,0,0,Mutation,7989,hypothetical protein
305,1035,ETNP14_120maa_PROKKA_95463,83.27,37,37,0,0,0,,,,,5,0,5,0,0,0,Mutation,8072,hypothetical protein
314,759,WP_017952242,83.18,38,38,15,0,0,2.12E6,4.15E5,,,4,4,3,2,0,0,,7275,cold-shock protein Nitrospina
314,760,ETNP14_120mab_PROKKA_61205,83.18,38,38,15,0,0,2.12E6,4.15E5,,,4,4,3,2,0,0,,7275,Cold shock protein CspB
314,761,ETNP_100m_PROKKA_87042,83.18,38,38,15,0,0,2.12E6,4.15E5,,,4,4,3,2,0,0,,7275,Cold shock protein CspB
261,1747,ETNP14_68mB_PROKKA_42367,82.39,10,10,0,0,0,5.01E6,,,,3,3,6,0,0,0,,25693,Photosystem II D2 protein
261,1748,NP_85m_PROKKA_14780,82.39,10,10,0,0,0,5.01E6,,,,3,3,6,0,0,0,,25693,Photosystem II D2 protein
328,1001,WP_037979357,81.64,7,6,0,0,2,0E0,,,,5,1,4,0,0,1,,75859,polynucleotide phosphorylase Synechococcus sp WH 5701
350,723,ETNP_100m_PROKKA_74032,81.49,21,21,0,0,0,7.21E5,,,,3,1,4,0,0,0,,18999,Ribosome-recycling factor
350,729,ETNP_100m_PROKKA_74542,81.49,20,20,0,0,0,7.21E5,,,,3,1,4,0,0,0,,20490,Ribosome-recycling factor
350,739,ETNP14_68mB_PROKKA_02154,81.49,21,21,0,0,0,7.21E5,,,,3,1,4,0,0,0,,19470,Ribosome-recycling factor
350,740,ETNP_160m_PROKKA_92785,81.49,20,20,0,0,0,7.21E5,,,,3,1,4,0,0,0,,20502,Ribosome-recycling factor
111,701,ETNP_70m_PROKKA_120394,81.42,34,20,26,22,31,3.21E6,2.2E5,,,11,1,9,4,4,7,,13742,Core histone H2A/H2B/H3/H4
111,702,XP_003080759,81.42,34,19,26,22,30,3.21E6,2.2E5,,,11,1,9,4,4,7,,13731,histone H2B ISS  Ostreococcus tauri
111,703,XP_003062035,81.42,36,21,28,23,33,3.21E6,2.2E5,,,11,1,9,4,4,7,,12701,predicted protein  Micromonas pusilla CCMP1545
111,704,XP_003058519,81.42,36,21,28,23,33,3.21E6,2.2E5,,,11,1,9,4,4,7,,12701,predicted protein  Micromonas pusilla CCMP1545
111,705,XP_003055512,81.42,36,21,28,23,33,3.21E6,2.2E5,,,11,1,9,4,4,7,,12701,histone H2B  Micromonas pusilla CCMP1545
111,706,XP_003082252,81.42,30,17,23,20,28,3.21E6,2.2E5,,,11,1,9,4,4,7,,15314,histone H2B ISS  Ostreococcus tauri
111,707,ETNP_70m_PROKKA_54543,81.42,27,16,21,18,25,3.21E6,2.2E5,,,11,1,9,4,4,7,,16840,Core histone H2A/H2B/H3/H4
154,639,ETNP14_120maa_PROKKA_140717,81.30,19,10,16,0,0,,,,,9,0,4,8,0,0,Carbamidomethylation,33714,glycine betaine transporter periplasmic subunit
340,758,ETNP_120m_free_PROKKA_236822,80.88,20,20,0,0,0,1.2E6,,,,3,1,4,0,0,0,,20473,Ribosome-recycling factor
340,762,ETNP_120m_PROKKA_102064,80.88,21,21,0,0,0,1.2E6,,,,3,1,4,0,0,0,,18998,Ribosome-recycling factor
340,763,ETNP_110m_PROKKA_28336,80.88,21,21,0,0,0,1.2E6,,,,3,1,4,0,0,0,,19457,Ribosome-recycling factor
340,764,ETNP_90m_PROKKA_202600,80.88,20,20,0,0,0,1.2E6,,,,3,1,4,0,0,0,,20489,Ribosome-recycling factor
340,765,ETNP_100m_particle_PROKKA_149505,80.88,20,20,0,0,0,1.2E6,,,,3,1,4,0,0,0,,20503,Ribosome-recycling factor
340,801,WP_011130614,80.88,20,20,0,0,0,1.2E6,,,,3,1,4,0,0,0,,20476,ribosome-recycling factor Prochlorococcus marinus
340,802,WP_036914501,80.88,20,20,0,0,0,1.2E6,,,,3,1,4,0,0,0,,20419,ribosome recycling factor Prochlorococcus
340,803,ETNP_90m_PROKKA_25626,80.88,20,20,0,0,0,1.2E6,,,,3,1,4,0,0,0,,20433,Ribosome-recycling factor
256,1189,ETNP14_120maa_PROKKA_38452,80.79,17,17,6,0,0,1.24E5,,,,5,1,4,2,0,0,,15766,hypothetical protein
256,1190,ETNP_110m_PROKKA_20631,80.79,15,15,6,0,0,1.24E5,,,,5,1,4,2,0,0,,17483,hypothetical protein
256,1191,ETNP_120m_free_PROKKA_307801,80.79,15,15,6,0,0,1.24E5,,,,5,1,4,2,0,0,,17483,hypothetical protein
256,1192,ETNP_100m_PROKKA_58663,80.79,15,15,6,0,0,1.24E5,,,,5,1,4,2,0,0,,17483,hypothetical protein
368,656,ETNP_120m_PROKKA_310245,80.65,9,9,0,0,0,1.74E6,,,,3,2,3,0,0,0,,39772,Alpha-keto acid-binding periplasmic protein TakP precursor
368,657,ETNP_120m_particle_PROKKA_108393,80.65,9,9,0,0,0,1.74E6,,,,3,2,3,0,0,0,,39772,Alpha-keto acid-binding periplasmic protein TakP precursor
368,658,NP_300m_PROKKA_08503,80.65,9,9,0,0,0,1.74E6,,,,3,2,3,0,0,0,,39772,Alpha-keto acid-binding periplasmic protein TakP precursor
368,659,ETNP_110m_PROKKA_29371,80.65,9,9,0,0,0,1.74E6,,,,3,2,3,0,0,0,,39772,Alpha-keto acid-binding periplasmic protein TakP precursor
209,992,ETNP_140m_PROKKA_160529,80.53,24,4,24,0,0,3.43E5,8.77E5,,,6,6,1,6,0,0,Mutation,24139,Alpha-keto acid-binding periplasmic protein TakP precursor
209,993,ETNP_300m_PROKKA_19830,80.53,24,4,24,0,0,3.43E5,8.77E5,,,6,6,1,6,0,0,Mutation,24139,Alpha-keto acid-binding periplasmic protein TakP precursor
209,995,ETNP_120m_free_PROKKA_61385,80.53,14,2,14,0,0,3.43E5,8.77E5,,,6,6,1,6,0,0,Mutation,39404,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
209,996,ETNP_120m_PROKKA_306054,80.53,14,2,14,0,0,3.43E5,8.77E5,,,6,6,1,6,0,0,Mutation,39404,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
356,1161,ETNP_120m_PROKKA_00651,80.37,29,29,0,0,0,1.27E6,,,,2,2,3,0,0,0,,11204,hypothetical protein
356,1162,ETNP_100m_PROKKA_73186,80.37,29,29,0,0,0,1.27E6,,,,2,2,3,0,0,0,,11204,hypothetical protein
309,832,ETNP14_120maa_PROKKA_153758,80.07,37,24,13,0,0,,,,,4,0,3,1,0,0,,7967,hypothetical protein
309,833,ETNP14_68maa_PROKKA_88339,80.07,37,24,13,0,0,,,,,4,0,3,1,0,0,,7967,hypothetical protein
327,951,WP_048498475,80.03,7,6,0,0,1,,,,,5,0,5,0,0,1,,57087,molecular chaperone GroEL Chryseobacterium koreense
182,1660,ETNP_120m_free_PROKKA_124989,79.80,27,27,0,0,0,1.12E6,,,,5,2,9,0,0,0,,12263,Nitrogen regulatory protein P-II
156,810,WP_028953685,79.54,20,20,0,0,0,5.21E5,,,,7,4,13,0,0,0,Oxidation (M); Dethiomethyl; Mutation,19143,bleomycin hydrolase Synechococcus
361,1344,ETNP_90m_PROKKA_149067,78.30,12,9,3,0,0,2.74E5,3.03E4,,,3,2,3,1,0,0,,34537,50S ribosomal protein L6
297,1129,ETNP_120m_free_PROKKA_55473,78.13,40,40,0,0,0,2.28E4,,,,5,1,5,0,0,0,Oxidation (M); Mutation,8687,hypothetical protein
207,447,ETNP_100m_particle_PROKKA_44912,77.97,16,16,0,0,0,1.22E5,,,,6,1,7,0,0,0,Mutation,43619,Elongation factor Tu
207,448,ETNP_120m_PROKKA_280296,77.97,16,16,0,0,0,1.22E5,,,,6,1,7,0,0,0,Mutation,43619,Elongation factor Tu
207,449,ETNP_120m_free_PROKKA_86902,77.97,16,16,0,0,0,1.22E5,,,,6,1,7,0,0,0,Mutation,43575,Elongation factor Tu
239,708,WP_011130797,77.96,47,47,0,0,9,3.6E6,,,1.83E5,6,4,7,0,0,2,Carbamidomethylation,10652,ferredoxin Prochlorococcus
239,709,WP_006171932,77.96,47,47,0,0,9,3.6E6,,,1.83E5,6,4,7,0,0,2,Carbamidomethylation,10737,ferredoxin Synechococcus sp WH 5701
239,710,WP_006043345,77.96,47,47,0,0,9,3.6E6,,,1.83E5,6,4,7,0,0,2,Carbamidomethylation,10666,ferredoxin Synechococcus
239,711,ETNP_120m_free_PROKKA_103676,77.96,39,39,0,0,8,3.6E6,,,1.83E5,6,4,7,0,0,2,Carbamidomethylation,12812,Ferredoxin
239,789,WP_038546379,70.89,36,36,0,0,0,3E4,,,,4,2,5,0,0,0,Carbamidomethylation,10666,ferredoxin Synechococcus sp KORDI-100
270,1311,NP_300m_PROKKA_12370,77.37,6,4,4,0,2,,,,0E0,6,1,5,2,0,1,Oxidation (M),58010,60 kDa chaperonin
270,1313,ETNP_300m_PROKKA_74430,77.37,7,5,4,0,2,,,,0E0,6,1,5,2,0,1,Oxidation (M),54116,60 kDa chaperonin
270,1354,ETNP_180m_PROKKA_37607,77.37,9,6,5,0,3,,,,0E0,6,1,5,2,0,1,Oxidation (M),40786,60 kDa chaperonin
295,1256,ETNP14_68mB_PROKKA_129429,77.34,18,18,0,0,0,1.05E6,,,,3,3,4,0,0,0,,18733,putative nucleotide-binding protein
295,1257,ETNP_140m_PROKKA_42152,77.34,18,18,0,0,0,1.05E6,,,,3,3,4,0,0,0,,18733,putative nucleotide-binding protein
295,1258,ETNP_100m_particle_PROKKA_116645,77.34,18,18,0,0,0,1.05E6,,,,3,3,4,0,0,0,,18733,putative nucleotide-binding protein
295,1259,ETNP_160m_PROKKA_213082,77.34,18,18,0,0,0,1.05E6,,,,3,3,4,0,0,0,,18733,putative nucleotide-binding protein
295,1260,ETNP_110m_PROKKA_32756,77.34,18,18,0,0,0,1.05E6,,,,3,3,4,0,0,0,,18733,putative nucleotide-binding protein
295,1261,ETNP_90m_PROKKA_39243,77.34,18,18,0,0,0,1.05E6,,,,3,3,4,0,0,0,,18733,putative nucleotide-binding protein
295,1384,ETNP_160m_PROKKA_70692,77.34,18,18,0,0,0,1.05E6,,,,3,3,4,0,0,0,,18829,putative nucleotide-binding protein
295,1385,ETNP_90m_PROKKA_23457,77.34,18,18,0,0,0,1.05E6,,,,3,3,4,0,0,0,,18829,putative nucleotide-binding protein
295,1386,ETNP_100m_particle_PROKKA_84573,77.34,18,18,0,0,0,1.05E6,,,,3,3,4,0,0,0,,18829,putative nucleotide-binding protein
295,1387,ETNP_100m_PROKKA_28036,77.34,18,18,0,0,0,1.05E6,,,,3,3,4,0,0,0,,18829,putative nucleotide-binding protein
223,1678,ETNP14_120mac_PROKKA_96269,77.10,50,12,38,0,0,,,,,9,0,2,7,0,0,Deamidation (NQ),8198,General L-amino acid-binding periplasmic protein AapJ precursor
359,796,WP_036914908,76.88,58,58,0,0,0,4.56E5,,,,3,1,3,0,0,0,Oxidation (M),10250,hypothetical protein Prochlorococcus
359,797,ETNP_120m_free_PROKKA_129063,76.88,52,52,0,0,0,4.56E5,,,,3,1,3,0,0,0,Oxidation (M),11371,hypothetical protein
359,813,WP_041384810,76.88,58,58,0,0,0,4.56E5,,,,3,1,3,0,0,0,Oxidation (M),10253,hypothetical protein Prochlorococcus marinus
359,814,ETNP_90m_PROKKA_179817,76.88,52,52,0,0,0,4.56E5,,,,3,1,3,0,0,0,Oxidation (M),11359,hypothetical protein
233,1082,WP_011127357,76.63,21,16,0,0,5,3.78E6,,,3.6E5,3,3,4,0,0,1,,17372,allophycocyanin subunit alpha Synechococcus
233,1081,WP_038546571,76.63,21,16,0,0,5,3.78E6,,,3.6E5,3,3,4,0,0,1,,17386,allophycocyanin Synechococcus sp KORDI-100
233,1090,ETNP_120m_PROKKA_308261,76.63,21,16,0,0,5,3.78E6,,,3.6E5,3,3,4,0,0,1,,17474,Allophycocyanin alpha chain
233,1091,ETNP_120m_free_PROKKA_243017,76.63,21,16,0,0,5,3.78E6,,,3.6E5,3,3,4,0,0,1,,17474,Allophycocyanin alpha chain
233,1092,ETNP_100m_particle_PROKKA_09323,76.63,21,16,0,0,5,3.78E6,,,3.6E5,3,3,4,0,0,1,,17474,Allophycocyanin alpha chain
312,1062,ETNP_120m_PROKKA_289192,76.54,27,27,0,9,0,1.76E5,,,,5,1,5,0,1,0,Oxidation (M); Mutation,8523,hypothetical protein
312,1063,ETNP_100m_particle_PROKKA_37333,76.54,27,27,0,9,0,1.76E5,,,,5,1,5,0,1,0,Oxidation (M); Mutation,8523,hypothetical protein
335,1230,Fosmid_PROKKA_01409,76.42,9,7,2,0,0,1.49E6,,,,5,3,4,1,0,0,Mutation,38486,Bacterial extracellular solute-binding protein
184,898,XP_003056674,76.31,9,3,1,5,4,,,1.82E5,3.53E5,6,3,2,1,4,3,,60236,ATP synthase  Micromonas pusilla CCMP1545
184,902,ETNP_70m_PROKKA_66000,76.31,10,4,1,5,4,,,1.82E5,3.53E5,6,3,2,1,4,3,,54925,ATP synthase subunit alpha
306,1781,ETNP14_120maa_PROKKA_11411,76.30,8,0,8,0,0,,1.78E5,,,4,3,0,5,0,0,,45894,Ammonia channel precursor
306,2104,ETNP_100m_PROKKA_55902,71.37,5,0,5,0,0,,1.01E5,,,3,2,0,4,0,0,,48390,Ammonia channel precursor
306,2105,ETNP14_120maa_PROKKA_118139,71.37,4,0,4,0,0,,1.01E5,,,3,2,0,4,0,0,,55593,Ammonia channel precursor
308,730,ETNP14_120mab_PROKKA_104793,76.23,35,35,0,0,0,,,,,4,0,4,0,0,0,,8062,hypothetical protein
221,419,ETNP_90m_PROKKA_102744,75.66,29,29,0,0,0,1.43E6,,,,5,2,7,0,0,0,Oxidation (M),18151,R-phycocyanin-2 beta chain
221,420,ETNP_120m_free_PROKKA_94751,75.66,29,29,0,0,0,1.43E6,,,,5,2,7,0,0,0,Oxidation (M),18151,R-phycocyanin-2 beta chain
221,421,ETNP_100m_particle_PROKKA_54272,75.66,29,29,0,0,0,1.43E6,,,,5,2,7,0,0,0,Oxidation (M),18151,R-phycocyanin-2 beta chain
221,422,ETNP_120m_PROKKA_09406,75.66,29,29,0,0,0,1.43E6,,,,5,2,7,0,0,0,Oxidation (M),18151,R-phycocyanin-2 beta chain
275,1111,ETNP_160m_PROKKA_201664,75.48,4,4,2,0,0,2.6E5,,,,5,1,6,1,0,0,Oxidation (M),58077,60 kDa chaperonin
204,610,ETNP14_68mB_PROKKA_176244,75.43,20,20,0,0,0,5.4E6,,,,3,3,7,0,0,0,,18314,Photosystem Q(B) protein precursor
204,611,ETNP14_68maa_PROKKA_07611,75.43,17,17,0,0,0,5.4E6,,,,3,3,7,0,0,0,,21658,Photosystem Q(B) protein precursor
204,612,ETNP_70m_PROKKA_74932,75.43,15,15,0,0,0,5.4E6,,,,3,3,7,0,0,0,,24312,Photosystem Q(B) protein 1 precursor
204,613,NP_100m_PROKKA_18596,75.43,14,14,0,0,0,5.4E6,,,,3,3,7,0,0,0,,26989,Photosystem Q(B) protein precursor
204,614,ETNP_120m_particle_PROKKA_100221,75.43,10,10,0,0,0,5.4E6,,,,3,3,7,0,0,0,,35515,Photosystem Q(B) protein precursor
204,615,WP_011129798,75.43,9,9,0,0,0,5.4E6,,,,3,3,7,0,0,0,,39412,photosystem II protein D1 Prochlorococcus marinus
204,616,ETNP_160m_PROKKA_60459,75.43,9,9,0,0,0,5.4E6,,,,3,3,7,0,0,0,,39397,Photosystem Q(B) protein precursor
204,617,ETNP14_68maa_PROKKA_146431,75.43,9,9,0,0,0,5.4E6,,,,3,3,7,0,0,0,,39397,Photosystem Q(B) protein precursor
204,618,WP_036916046,75.43,9,9,0,0,0,5.4E6,,,,3,3,7,0,0,0,,39428,photosystem II protein D1 Prochlorococcus
159,917,ETNP14_120maa_PROKKA_50274,75.38,42,20,42,0,0,2.32E6,2.56E4,,,4,1,6,4,0,0,,11011,NADH dehydrogenase subunit I
159,926,ETNP14_120maa_PROKKA_20001,70.69,28,20,28,0,0,2.32E6,2.56E4,,,3,1,6,3,0,0,,11025,NADH dehydrogenase subunit I
159,927,ETNP_100m_PROKKA_71998,70.69,28,20,28,0,0,2.32E6,2.56E4,,,3,1,6,3,0,0,,11025,NAD(P)H-quinone oxidoreductase subunit I  chloroplastic
159,928,ETNP14_120maa_PROKKA_59144,70.69,28,20,28,0,0,2.32E6,2.56E4,,,3,1,6,3,0,0,,11039,NADH dehydrogenase subunit I
159,929,ETNP14_120maa_PROKKA_139783,70.69,28,20,28,0,0,2.32E6,2.56E4,,,3,1,6,3,0,0,,11039,NADH dehydrogenase subunit I
159,930,WP_007403030,70.69,28,20,28,0,0,2.32E6,2.56E4,,,3,1,6,3,0,0,,11039,4Fe-4S ferredoxin Nitrosopumilaceae
159,931,NP_30m_PROKKA_09697,70.69,28,20,28,0,0,2.32E6,2.56E4,,,3,1,6,3,0,0,,11039,NADH dehydrogenase subunit I
159,932,NP_85m_PROKKA_14190,70.69,28,20,28,0,0,2.32E6,2.56E4,,,3,1,6,3,0,0,,11025,NADH dehydrogenase subunit I
159,933,ETNP14_68maa_PROKKA_41253,70.69,28,20,28,0,0,2.32E6,2.56E4,,,3,1,6,3,0,0,,11025,NADH dehydrogenase subunit I
159,934,ETNP14_120mab_PROKKA_65627,70.69,28,20,28,0,0,2.32E6,2.56E4,,,3,1,6,3,0,0,,11025,NADH dehydrogenase subunit I
159,935,ETNP14_120mac_PROKKA_80038,70.69,28,20,28,0,0,2.32E6,2.56E4,,,3,1,6,3,0,0,,11025,NADH dehydrogenase subunit I
159,936,ETNP14_120maa_PROKKA_58157,70.69,28,20,28,0,0,2.32E6,2.56E4,,,3,1,6,3,0,0,,11025,NADH dehydrogenase subunit I
310,1228,ETNP14_120maa_PROKKA_70405,74.95,39,24,15,0,0,,,,,4,0,3,1,0,0,,8045,hypothetical protein
310,1229,ETNP14_68mB_PROKKA_55989,74.95,39,24,15,0,0,,,,,4,0,3,1,0,0,,8045,hypothetical protein
407,1224,ETNP_120m_particle_PROKKA_87275,74.89,5,5,2,0,0,,,,,3,0,4,1,0,0,,57902,60 kDa chaperonin
363,2133,ETNP14_68mB_PROKKA_108220,74.81,7,7,0,0,0,3.51E5,,,,2,2,3,0,0,0,Deamidation (NQ),29122,hypothetical protein
246,686,ETNP14_68maa_PROKKA_104284,74.64,15,9,8,0,3,0E0,,,1.01E6,7,2,5,3,0,1,,36405,General L-amino acid-binding periplasmic protein AapJ precursor
354,620,ETNP14_120maa_PROKKA_94611,74.59,10,10,0,0,0,2.91E5,,,,3,2,3,0,0,0,,33554,hypothetical protein
354,660,ETNP_100m_particle_PROKKA_03099,74.59,31,31,0,0,0,2.91E5,,,,3,2,3,0,0,0,,11016,hypothetical protein
354,661,ETNP_150m_particle_PROKKA_09951,74.59,21,21,0,0,0,2.91E5,,,,3,2,3,0,0,0,,15920,hypothetical protein
354,662,ETNP14_68maa_PROKKA_185153,74.59,11,11,0,0,0,2.91E5,,,,3,2,3,0,0,0,,30096,hypothetical protein
247,528,ETNP_90m_PROKKA_169372,74.37,29,29,0,0,0,1.3E6,,,,4,4,5,0,0,0,,16482,hypothetical protein
247,529,ETNP_120m_PROKKA_55102,74.37,29,29,0,0,0,1.3E6,,,,4,4,5,0,0,0,,16510,hypothetical protein
247,530,ETNP_110m_PROKKA_33951,74.37,29,29,0,0,0,1.3E6,,,,4,4,5,0,0,0,,16482,hypothetical protein
247,531,ETNP_140m_PROKKA_109167,74.37,29,29,0,0,0,1.3E6,,,,4,4,5,0,0,0,,16526,hypothetical protein
247,532,ETNP_100m_PROKKA_59578,74.37,29,29,0,0,0,1.3E6,,,,4,4,5,0,0,0,,16510,hypothetical protein
247,553,NP_85m_PROKKA_24010,74.37,41,41,0,0,0,1.3E6,,,,4,4,5,0,0,0,,12029,hypothetical protein
301,712,ETNP_100m_PROKKA_18390,73.97,45,45,0,0,0,4.09E4,,,,3,1,4,0,0,0,,9890,hypothetical protein
301,713,ETNP_90m_PROKKA_69523,73.97,45,45,0,0,0,4.09E4,,,,3,1,4,0,0,0,,9890,hypothetical protein
301,714,NP_85m_PROKKA_26602,73.97,45,45,0,0,0,4.09E4,,,,3,1,4,0,0,0,,9890,hypothetical protein
381,1040,ETNP14_120maa_PROKKA_113527,73.92,15,11,4,0,0,9.15E5,7.23E5,,,5,3,4,2,0,0,Carbamidomethylation; Methylation(KR),36427,General L-amino acid-binding periplasmic protein AapJ precursor
381,1041,NP_300m_PROKKA_05383,73.92,15,11,4,0,0,9.15E5,7.23E5,,,5,3,4,2,0,0,Carbamidomethylation; Methylation(KR),36427,General L-amino acid-binding periplasmic protein AapJ precursor
371,1867,ETNP_140m_PROKKA_143729,73.64,24,24,0,0,0,6.12E5,,,,2,1,3,0,0,0,Carbamidomethylation,14850,30S ribosomal protein S8
371,1868,WP_011131112,73.64,24,24,0,0,0,6.12E5,,,,2,1,3,0,0,0,Carbamidomethylation,14859,30S ribosomal protein S8 Prochlorococcus
371,1869,ETNP_120m_PROKKA_231032,73.64,24,24,0,0,0,6.12E5,,,,2,1,3,0,0,0,Carbamidomethylation,14836,30S ribosomal protein S8
371,1870,ETNP_140m_PROKKA_70385,73.64,24,24,0,0,0,6.12E5,,,,2,1,3,0,0,0,Carbamidomethylation,14862,30S ribosomal protein S8
371,1871,ETNP_120m_PROKKA_22820,73.64,24,24,0,0,0,6.12E5,,,,2,1,3,0,0,0,Carbamidomethylation,14850,30S ribosomal protein S8
371,1872,ETNP_90m_PROKKA_141250,73.64,24,24,0,0,0,6.12E5,,,,2,1,3,0,0,0,Carbamidomethylation,14850,30S ribosomal protein S8
371,1873,NP_85m_PROKKA_10142,73.64,24,24,0,0,0,6.12E5,,,,2,1,3,0,0,0,Carbamidomethylation,14850,30S ribosomal protein S8
259,2308,ETNP_180m_PROKKA_18233,73.59,9,0,0,0,9,,,,7.83E6,4,4,0,0,0,5,,12905,50S ribosomal protein L7/L12
259,2309,ETNP_120m_free_PROKKA_249229,73.59,9,0,0,0,9,,,,7.83E6,4,4,0,0,0,5,,12905,50S ribosomal protein L7/L12
