Pressure [dbar],timeS,longitude,latitude,depSMignore,t090C,t190C,c0uS/cm,c1S/m,flECO-AFL,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sbeox1V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mm/L,sbeox1Mm/L,sbeox0PS,sbeox1PS
325.0,700.175,-106.85836,16.85544,325,10.6634,10.6332,38556,3.861083,0.0636,0.0489,98.7866,0.00020334,0,0.5037,0.5144,0.0574,0.1148,4.5955,0,0.0098,0,0.5026,0.5133,34.6882,34.7719,26.6,26.6706,0.854,0.957,0.307,0.343
326.0,701.735,-106.85836,16.85544,326,10.6378,10.6081,38531,3.858445,0.0641,0.0486,98.7932,0.00020334,0,0.5035,0.5141,0.0574,0.1148,4.5958,0,0.0098,0,0.5027,0.5134,34.6865,34.7688,26.6033,26.6727,0.968,1.084,0.347,0.389
327.0,704.557,-106.85836,16.85544,327,10.598,10.5703,38491,3.854691,0.0705,0.0477,98.8151,0.00020334,0,0.5034,0.514,0.058,0.1147,4.5969,0,0.0098,0,0.5025,0.5133,34.6839,34.7665,26.6083,26.6776,0.868,1.004,0.311,0.36
328.0,705.923,-106.85836,16.85544,328,10.5845,10.5552,38478,3.853139,0.0711,0.0475,98.8198,0.00020334,0,0.5035,0.5142,0.0581,0.1148,4.5971,0,0.0098,0,0.5026,0.5134,34.6828,34.7648,26.6098,26.6789,0.941,1.069,0.337,0.383
329.0,706.782,-106.85836,16.85544,329,10.5773,10.5479,38471,3.852469,0.0712,0.0475,98.8195,0.00020334,0,0.5036,0.5141,0.0581,0.1145,4.5971,0,0.0098,0,0.5024,0.5134,34.6822,34.7646,26.6106,26.6801,0.88,1,0.315,0.358
330.0,707.586,-106.85836,16.85544,330,10.5643,10.5341,38458,3.851245,0.0632,0.0475,98.8195,0.00020334,0,0.5033,0.5138,0.0573,0.1148,4.5971,0,0.0098,0,0.5026,0.5134,34.6815,34.765,26.6124,26.6827,0.898,0.982,0.322,0.352
331.0,708.463,-106.85836,16.85544,331,10.5498,10.5203,38444,3.84981,0.0649,0.0475,98.8195,0.00020334,0,0.5032,0.5141,0.0575,0.1149,4.5971,0,0.0098,0,0.5024,0.5132,34.6807,34.7632,26.6143,26.6838,0.853,1.04,0.306,0.372
332.0,711.473,-106.85836,16.85546,332,10.5525,10.5184,38448,3.849527,0.0647,0.0474,98.8219,0.00020334,0,0.5033,0.514,0.0575,0.1146,4.5972,0,0.0098,0,0.5025,0.5132,34.6812,34.7617,26.6142,26.683,0.942,1.023,0.337,0.366
333.0,714.446,-106.85836,16.85546,333,10.541,10.509,38437,3.848847,0.0668,0.0476,98.8183,0.00020334,0,0.5032,0.5139,0.0577,0.1146,4.597,0,0.0098,0,0.5026,0.5135,34.6811,34.7633,26.6162,26.6859,0.998,1.024,0.357,0.366
334.0,715.213,-106.85836,16.85546,334,10.5257,10.4964,38422,3.847536,0.0671,0.0475,98.8195,0.00020334,0,0.5034,0.5138,0.0577,0.1149,4.5971,0,0.0098,0,0.5027,0.5132,34.6799,34.7617,26.618,26.6869,0.85,0.959,0.304,0.343
335.0,715.901,-106.85836,16.85546,335,10.519,10.4893,38415,3.846957,0.0695,0.0475,98.8195,0.00020334,0,0.5032,0.5138,0.058,0.115,4.5971,0,0.0098,0,0.5024,0.5132,34.6793,34.7621,26.6187,26.6885,0.834,1.057,0.299,0.378
336.0,716.566,-106.85836,16.85546,336,10.5042,10.4744,38401,3.845517,0.0669,0.0475,98.8195,0.00020334,0,0.5035,0.5141,0.0577,0.1149,4.5971,0,0.0098,0,0.5025,0.5135,34.6786,34.7613,26.6207,26.6905,0.958,1.062,0.343,0.38
337.0,717.236,-106.85836,16.85546,337,10.49,10.4603,38388,3.844158,0.0682,0.0475,98.8195,0.00020334,0,0.5032,0.5142,0.0578,0.1149,4.5971,0,0.0098,0,0.5024,0.5132,34.6779,34.7606,26.6227,26.6924,0.878,1.012,0.314,0.362
338.0,718.176,-106.85836,16.85546,338,10.4725,10.4427,38370,3.842467,0.0684,0.0472,98.8267,0.00020334,0,0.5035,0.514,0.0578,0.1148,4.5974,0,0.0098,0,0.5024,0.5133,34.6767,34.7598,26.6249,26.6949,0.857,0.968,0.306,0.346
339.0,723.649,-106.85836,16.85546,339,10.4795,10.4445,38378,3.842739,0.0675,0.047,98.8315,0.00020334,0,0.5031,0.5137,0.0578,0.1151,4.5977,0,0.0098,0,0.5034,0.5136,34.6778,34.7604,26.6245,26.6951,1.007,1.141,0.36,0.408
340.0,724.225,-106.85836,16.85546,340,10.44,10.4037,38339,3.839252,0.0664,0.0471,98.83,0.00020334,0,0.5033,0.5139,0.0576,0.1148,4.5976,0,0.0098,0,0.503,0.5137,34.6752,34.7637,26.6294,26.7048,0.66,1.072,0.236,0.383
341.0,724.814,-106.85836,16.85546,341,10.3949,10.3631,38294,3.835053,0.0685,0.0465,98.8432,0.00020334,0,0.5035,0.5142,0.0579,0.115,4.5982,0,0.0098,0,0.5025,0.5133,34.672,34.7595,26.6348,26.7086,0.698,0.995,0.249,0.355
342.0,725.359,-106.85836,16.85546,342,10.3641,10.3333,38264,3.831901,0.0695,0.0464,98.8456,0.00020334,0,0.5038,0.5139,0.058,0.115,4.5983,0,0.0098,0,0.5024,0.5137,34.6702,34.7557,26.6388,26.7108,0.841,1.067,0.3,0.38
343.0,725.917,-106.85836,16.85546,343,10.333,10.3013,38233,3.828935,0.0683,0.0464,98.8457,0.00020334,0,0.5037,0.5138,0.0578,0.115,4.5983,0,0.0098,0,0.5026,0.5134,34.6681,34.7557,26.6425,26.7164,0.874,0.955,0.312,0.34
344.0,726.556,-106.85836,16.85546,344,10.3118,10.2821,38212,3.826721,0.0682,0.0458,98.862,0.00020334,0,0.5042,0.5142,0.0578,0.1148,4.599,0,0.0098,0,0.5023,0.5132,34.6669,34.7511,26.6453,26.7161,0.829,0.985,0.295,0.351
345.0,729.725,-106.85836,16.85546,345,10.3229,10.2935,38224,3.827852,0.0669,0.0464,98.8468,0.00020334,0,0.5033,0.5142,0.0577,0.1148,4.5984,0,0.0098,0,0.5026,0.5131,34.6677,34.7513,26.644,26.7143,0.949,0.962,0.338,0.343
346.0,733.181,-106.85836,16.85546,346,10.3175,10.266,38220,3.825365,0.0677,0.0475,98.8192,0.00020334,0,0.5031,0.5132,0.0578,0.1148,4.5971,0,0.0098,0,0.5033,0.5137,34.669,34.7519,26.646,26.7196,0.87,1.061,0.31,0.378
347.0,733.746,-106.85836,16.85546,347,10.2365,10.1892,38138,3.818919,0.0667,0.0471,98.8295,0.00020334,0,0.5032,0.514,0.0577,0.1148,4.5976,0,0.0098,0,0.5029,0.5136,34.6621,34.7595,26.6546,26.7388,0.712,0.946,0.253,0.336
348.0,734.281,-106.85836,16.85546,348,10.1552,10.1211,38058,3.811657,0.068,0.0464,98.846,0.00020334,0,0.5038,0.5141,0.0578,0.1148,4.5983,0,0.0098,0,0.5027,0.5135,34.6578,34.7504,26.6653,26.7434,0.645,0.823,0.229,0.292
349.0,734.797,-106.85836,16.85546,349,10.1151,10.0839,38018,3.807514,0.0667,0.0455,98.8682,0.00020334,0,0.5042,0.5144,0.0577,0.1149,4.5993,0,0.0098,0,0.5024,0.5124,34.6558,34.7435,26.6705,26.7443,0.674,0.811,0.239,0.288
350.0,735.351,-106.85836,16.85546,350,10.0943,10.0641,37998,3.80536,0.0674,0.0454,98.872,0.00020334,0,0.5041,0.5144,0.0577,0.1148,4.5995,0,0.0098,0,0.5023,0.5132,34.6545,34.74,26.6731,26.745,0.853,1.161,0.303,0.411
351.0,736.003,-106.85836,16.85546,351,10.077,10.0473,37981,3.803614,0.0673,0.0455,98.8706,0.00020334,0,0.5043,0.5144,0.0577,0.1148,4.5994,0,0.0098,0,0.5023,0.5134,34.6531,34.7379,26.675,26.7463,0.897,1.073,0.318,0.38
352.0,739.398,-106.85836,16.85546,352,10.0931,10.0744,37998,3.806557,0.0654,0.0457,98.864,0.00020334,0,0.5033,0.5138,0.0575,0.1149,4.5991,0,0.0098,0,0.5025,0.5129,34.6544,34.7414,26.6733,26.7444,0.863,0.891,0.306,0.316
353.0,742.767,-106.85836,16.85546,353,10.0763,10.0452,37983,3.803956,0.0639,0.0454,98.8721,0.00020334,0,0.5034,0.5139,0.0574,0.1148,4.5995,0,0.0098,0,0.5026,0.5133,34.6552,34.7424,26.6768,26.7502,0.717,1.06,0.254,0.376
354.0,743.271,-106.85836,16.85546,354,10.0548,10.0154,37961,3.800944,0.0665,0.0452,98.8776,0.00020334,0,0.5036,0.514,0.0577,0.115,4.5998,0,0.0098,0,0.5023,0.5134,34.6525,34.7399,26.6783,26.7533,0.727,1.023,0.257,0.362
355.0,743.838,-106.85836,16.85546,355,10.0288,9.9987,37935,3.799009,0.0691,0.0452,98.8758,0.00020334,0,0.5039,0.5145,0.0579,0.1149,4.5997,0,0.0098,0,0.5023,0.5133,34.6512,34.7357,26.6818,26.7529,0.895,0.973,0.317,0.344
356.0,744.468,-106.85836,16.85546,356,10.022,9.993,37930,3.798349,0.064,0.0451,98.8801,0.00020334,0,0.504,0.5141,0.0574,0.1149,4.5999,0,0.0098,0,0.5024,0.513,34.652,34.734,26.6836,26.7525,0.918,0.98,0.325,0.347
357.0,746.461,-106.85836,16.85546,357,10.0219,9.993,37931,3.798291,0.066,0.0451,98.8784,0.00020334,0,0.5034,0.514,0.0576,0.1148,4.5998,0,0.0098,0,0.5024,0.5131,34.6522,34.733,26.6837,26.7518,0.927,1.005,0.328,0.356
358.0,749.755,-106.85836,16.85546,358,10.0208,9.9905,37931,3.798174,0.067,0.0454,98.8718,0.00020334,0,0.5033,0.5137,0.0577,0.1146,4.5995,0,0.0098,0,0.5025,0.5131,34.6528,34.7337,26.6844,26.7528,0.911,0.972,0.323,0.344
359.0,750.717,-106.85836,16.85546,359,9.9681,9.9366,37879,3.793494,0.0649,0.0453,98.8743,0.00020334,0,0.5031,0.5137,0.0575,0.1144,4.5996,0,0.0098,0,0.5025,0.5132,34.6496,34.7372,26.6909,26.7647,0.894,1.066,0.316,0.377
360.0,751.659,-106.85836,16.85546,360,9.9429,9.9136,37854,3.790791,0.0639,0.0451,98.8785,0.00020334,0,0.5032,0.5139,0.0574,0.1149,4.5998,0,0.0098,0,0.5023,0.5132,34.6483,34.7312,26.6941,26.7639,0.859,1.015,0.303,0.359
361.0,752.835,-106.85836,16.85546,361,9.9166,9.8871,37828,3.788233,0.0633,0.0454,98.8725,0.00020334,0,0.5032,0.5138,0.0573,0.1149,4.5995,0,0.0098,0,0.5023,0.513,34.6464,34.73,26.6972,26.7675,0.912,0.938,0.322,0.331
362.0,756.236,-106.85836,16.85546,362,9.9305,9.8835,37843,3.787627,0.0653,0.0454,98.8716,0.00020334,0,0.5031,0.5137,0.0575,0.1146,4.5995,0,0.0098,0,0.5028,0.5131,34.6477,34.7268,26.6958,26.7656,1.046,1.006,0.37,0.355
363.0,758.022,-106.85836,16.85546,363,9.8357,9.8014,37751,3.780765,0.0664,0.0449,98.8839,0.00020334,0,0.5031,0.514,0.0576,0.115,4.6,0,0.0098,0,0.5026,0.5132,34.6436,34.7351,26.7087,26.7859,0.774,1.191,0.273,0.42
364.0,758.936,-106.85836,16.85546,364,9.7471,9.7166,37663,3.771789,0.065,0.0451,98.8782,0.00020334,0,0.5033,0.5139,0.0575,0.1148,4.5998,0,0.0098,0,0.5024,0.5131,34.6383,34.7241,26.7194,26.7915,0.876,1.071,0.308,0.376
365.0,759.788,-106.85836,16.85546,365,9.7319,9.7029,37648,3.770168,0.0645,0.0446,98.8905,0.00020334,0,0.5039,0.5148,0.0575,0.1149,4.6003,0,0.0098,0,0.5023,0.5133,34.6376,34.7202,26.7214,26.7908,0.872,0.875,0.307,0.308
366.0,760.58,-106.85836,16.85546,366,9.7256,9.6963,37643,3.769565,0.0656,0.0447,98.8883,0.00020334,0,0.5036,0.5129,0.0576,0.1149,4.6002,0,0.0098,0,0.5023,0.5125,34.6374,34.7199,26.7223,26.7917,0.907,0.85,0.319,0.299
367.0,761.597,-106.85837,16.85546,367,9.7057,9.676,37624,3.767724,0.0641,0.0439,98.908,0.00020334,0,0.5033,0.5137,0.0574,0.1145,4.6012,0,0.0098,0,0.5023,0.5128,34.6363,34.7201,26.7248,26.7952,0.908,0.969,0.319,0.341
368.0,766.112,-106.85836,16.85548,368,9.7023,9.6743,37621,3.767336,0.0664,0.0443,98.8992,0.00020334,0,0.503,0.5138,0.0576,0.1147,4.6008,0,0.0098,0,0.5024,0.5129,34.6362,34.7172,26.7253,26.7933,0.964,0.979,0.339,0.344
369.0,767.928,-106.85836,16.85548,369,9.6421,9.6087,37562,3.761304,0.0638,0.0445,98.8923,0.00020334,0,0.5033,0.5133,0.0574,0.1149,4.6004,0,0.0098,0,0.5024,0.5129,34.6338,34.718,26.7334,26.8048,0.925,0.968,0.325,0.34
370.0,768.56,-106.85836,16.85548,370,9.6349,9.6065,37556,3.760873,0.0683,0.0446,98.8905,0.00020334,0,0.5032,0.514,0.0578,0.1149,4.6003,0,0.0098,0,0.5026,0.5131,34.6333,34.7153,26.7343,26.8031,0.919,1.06,0.322,0.372
371.0,769.227,-106.85836,16.85548,371,9.6324,9.6044,37554,3.760674,0.0713,0.0441,98.9039,0.00020334,0,0.5034,0.5135,0.0581,0.115,4.601,0,0.0098,0,0.5023,0.5128,34.6339,34.7147,26.7351,26.803,0.827,0.96,0.29,0.337
372.0,769.911,-106.85836,16.85548,372,9.6293,9.6002,37552,3.760425,0.0646,0.044,98.9065,0.00020334,0,0.5032,0.514,0.0575,0.1149,4.6011,0,0.0098,0,0.5024,0.5131,34.6338,34.7157,26.7356,26.8045,0.926,0.941,0.325,0.33
373.0,770.776,-106.85836,16.85548,373,9.5803,9.5495,37503,3.75587,0.0654,0.044,98.907,0.00020334,0,0.5033,0.5137,0.0575,0.1147,4.6011,0,0.0098,0,0.5024,0.5129,34.6306,34.7173,26.7412,26.8141,0.89,0.975,0.312,0.342
374.0,775.102,-106.85837,16.85546,374,9.5826,9.5509,37506,3.755233,0.067,0.044,98.9068,0.00020334,0,0.5032,0.5133,0.0577,0.1147,4.6011,0,0.0098,0,0.5025,0.5129,34.6304,34.7089,26.7407,26.8073,0.919,0.881,0.322,0.309
375.0,777.83,-106.85838,16.85548,375,9.5367,9.5119,37460,3.752524,0.0639,0.0438,98.9122,0.00020334,0,0.5033,0.5138,0.0574,0.1151,4.6014,0,0.0098,0,0.5024,0.5128,34.6273,34.7182,26.7459,26.8211,0.761,0.931,0.266,0.326
376.0,778.513,-106.85838,16.85548,376,9.4947,9.4654,37421,3.747522,0.0662,0.0436,98.9179,0.00020334,0,0.5033,0.5136,0.0576,0.1147,4.6017,0,0.0098,0,0.5023,0.5133,34.6269,34.7109,26.7525,26.8231,0.84,1.089,0.294,0.381
377.0,779.223,-106.85838,16.85548,377,9.4854,9.4569,37412,3.746474,0.0639,0.0438,98.9129,0.00020334,0,0.5036,0.514,0.0574,0.1148,4.6014,0,0.0098,0,0.5023,0.513,34.626,34.7079,26.7533,26.8221,0.913,0.966,0.32,0.338
378.0,780.094,-106.85838,16.85548,378,9.4823,9.454,37409,3.746187,0.0634,0.0433,98.9241,0.00020334,0,0.5034,0.5141,0.0574,0.1148,4.602,0,0.0098,0,0.5023,0.5129,34.6256,34.7072,26.7536,26.8221,0.914,0.959,0.32,0.335
379.0,784.081,-106.85838,16.85548,379,9.487,9.4587,37415,3.746657,0.065,0.0434,98.9224,0.00020334,0,0.5031,0.5136,0.0575,0.1146,4.6019,0,0.0098,0,0.5023,0.5129,34.6264,34.7071,26.7534,26.8213,0.93,1.011,0.325,0.354
380.0,787.003,-106.85838,16.85548,380,9.4692,9.4328,37399,3.744391,0.0645,0.0434,98.9231,0.00020334,0,0.5031,0.5134,0.0575,0.1145,4.6019,0,0.0098,0,0.5025,0.5131,34.6263,34.7083,26.7563,26.8264,0.951,0.952,0.333,0.333
381.0,787.696,-106.85838,16.85548,381,9.4405,9.4108,37370,3.742205,0.0639,0.0434,98.9217,0.00020334,0,0.5031,0.5135,0.0574,0.1149,4.6019,0,0.0098,0,0.5024,0.5127,34.6242,34.7065,26.7594,26.8286,0.894,0.873,0.312,0.305
382.0,788.449,-106.85838,16.85548,382,9.4337,9.4053,37364,3.741595,0.0645,0.0433,98.9244,0.00020334,0,0.5032,0.5136,0.0575,0.1148,4.602,0,0.0098,0,0.5024,0.5127,34.6241,34.7051,26.7605,26.8285,0.921,0.982,0.322,0.343
383.0,789.317,-106.85838,16.85548,383,9.4306,9.4024,37361,3.741303,0.0626,0.0433,98.9245,0.00020334,0,0.5032,0.5137,0.0573,0.1148,4.602,0,0.0098,0,0.5024,0.513,34.6238,34.7044,26.7607,26.8284,0.931,0.988,0.326,0.345
384.0,793.085,-106.85838,16.85548,384,9.4342,9.4061,37365,3.741671,0.0659,0.0437,98.9146,0.00020334,0,0.5031,0.5134,0.0576,0.115,4.6015,0,0.0098,0,0.5025,0.5124,34.6236,34.7042,26.76,26.8277,0.928,0.907,0.324,0.317
385.0,795.298,-106.85837,16.85548,385,9.431,9.4015,37363,3.741302,0.0646,0.0435,98.9183,0.00020334,0,0.5032,0.5139,0.0575,0.1149,4.6017,0,0.0098,0,0.5024,0.5127,34.6239,34.7043,26.7608,26.8285,0.912,1.031,0.319,0.36
386.0,795.895,-106.85836,16.85548,386,9.4278,9.3992,37360,3.741155,0.0647,0.0434,98.9212,0.00019066,0,0.5031,0.5132,0.0575,0.115,4.6018,0,0.0097,0,0.5024,0.5126,34.6237,34.7046,26.7612,26.8291,0.933,1.017,0.326,0.355
387.0,796.572,-106.85836,16.85548,387,9.4278,9.4,37361,3.741208,0.0652,0.0433,98.9244,0.00020276,0,0.5032,0.5136,0.0575,0.1149,4.602,0,0.0098,0,0.5024,0.513,34.6239,34.7039,26.7613,26.8285,0.933,1.005,0.326,0.351
388.0,799.74,-106.85836,16.85548,388,9.4297,9.401,37363,3.741325,0.0646,0.0433,98.9256,0.00020194,0,0.5031,0.5134,0.0575,0.1149,4.602,0,0.0098,0,0.5024,0.5128,34.6237,34.7036,26.7609,26.8281,0.946,0.972,0.331,0.34
389.0,803.276,-106.85836,16.85548,389,9.4224,9.3961,37356,3.740974,0.0639,0.0433,98.9256,0.00020334,0,0.5033,0.5132,0.0574,0.1145,4.6021,0,0.0098,0,0.5024,0.5126,34.6231,34.7043,26.7617,26.8295,0.9,0.86,0.314,0.3
390.0,804.201,-106.85836,16.85548,390,9.4216,9.3933,37356,3.740688,0.0639,0.0429,98.9331,0.00020334,0,0.5031,0.5131,0.0574,0.1151,4.6024,0,0.0098,0,0.5024,0.5128,34.624,34.7036,26.7625,26.8294,0.934,1.019,0.326,0.356
391.0,804.959,-106.85836,16.85548,391,9.4211,9.393,37356,3.740708,0.0639,0.0433,98.9243,0.00020334,0,0.5031,0.5138,0.0574,0.115,4.602,0,0.0098,0,0.5024,0.5127,34.6238,34.7036,26.7624,26.8295,0.933,0.954,0.326,0.333
392.0,805.69,-106.85836,16.85548,392,9.4208,9.3926,37356,3.740706,0.0666,0.0433,98.9245,0.00020334,0,0.5032,0.5134,0.0577,0.1149,4.602,0,0.0098,0,0.5024,0.5125,34.6238,34.7036,26.7625,26.8296,0.933,0.951,0.326,0.332
393.0,806.462,-106.85836,16.85548,393,9.4206,9.3922,37357,3.740702,0.0645,0.0433,98.9245,0.00020334,0,0.5031,0.5134,0.0575,0.115,4.602,0,0.0098,0,0.5024,0.5129,34.6238,34.7034,26.7626,26.8295,0.934,0.994,0.326,0.347
394.0,809.15,-106.85836,16.85548,394,9.4217,9.3933,37358,3.740828,0.0651,0.0434,98.9216,0.00020334,0,0.5031,0.5134,0.0575,0.1149,4.6019,0,0.0098,0,0.5025,0.5128,34.6237,34.7032,26.7623,26.8291,0.95,0.992,0.332,0.346
395.0,812.659,-106.85836,16.85548,395,9.4153,9.3844,37352,3.740213,0.0676,0.0434,98.9226,0.00020334,0,0.5034,0.5135,0.0578,0.1143,4.6019,0,0.0098,0,0.5024,0.5127,34.6233,34.705,26.763,26.8321,0.911,0.945,0.318,0.33
396.0,813.543,-106.85836,16.85548,396,9.3886,9.3599,37326,3.737896,0.0671,0.0437,98.9135,0.00020334,0,0.5031,0.5135,0.0577,0.1148,4.6015,0,0.0098,0,0.5024,0.5127,34.6216,34.7042,26.7661,26.8355,0.981,0.981,0.342,0.343
397.0,814.308,-106.85836,16.85548,397,9.3747,9.3467,37313,3.736476,0.0659,0.0433,98.9242,0.00019297,0,0.5031,0.5134,0.0576,0.1148,4.602,0,0.0097,0,0.5025,0.513,34.6212,34.7019,26.7681,26.8358,0.994,1.09,0.347,0.38
398.0,815.07,-106.85836,16.85548,398,9.3671,9.3375,37306,3.735831,0.0666,0.0434,98.9217,0.00020287,0,0.5032,0.5137,0.0577,0.1149,4.6019,0,0.0098,0,0.5025,0.5129,34.6209,34.7036,26.7691,26.8387,0.91,0.966,0.318,0.337
399.0,815.99,-106.85836,16.85548,399,9.3101,9.2797,37250,3.730493,0.0654,0.0432,98.9264,0.00020334,0,0.5031,0.5135,0.0575,0.1149,4.6021,0,0.0098,0,0.5024,0.5128,34.6176,34.7038,26.7758,26.8483,0.906,0.857,0.315,0.299
400.0,818.136,-106.85836,16.85548,400,9.2932,9.2639,37234,3.728504,0.0651,0.0428,98.9359,0.00020334,0,0.5032,0.5134,0.0575,0.1148,4.6025,0,0.0098,0,0.5024,0.5127,34.6162,34.698,26.7775,26.8463,0.941,0.961,0.328,0.335
401.0,821.924,-106.85836,16.85548,401,9.2638,9.2574,37208,3.728041,0.0631,0.0421,98.9522,0.00020334,0,0.5031,0.5133,0.0573,0.1146,4.6033,0,0.0098,0,0.5024,0.5128,34.6174,34.699,26.7832,26.8482,0.939,1.004,0.327,0.35
402.0,823.088,-106.85836,16.85548,402,9.2164,9.1852,37160,3.721278,0.0639,0.0424,98.9455,0.00020334,0,0.5031,0.5133,0.0574,0.1151,4.603,0,0.0098,0,0.5024,0.5131,34.6132,34.6983,26.7876,26.8593,0.924,1.087,0.322,0.378
403.0,824.096,-106.85836,16.85548,403,9.1772,9.1478,37122,3.717528,0.0639,0.0428,98.937,0.00019511,0,0.5031,0.5134,0.0574,0.1148,4.6026,0,0.0097,0,0.5024,0.5128,34.6112,34.6951,26.7924,26.8628,0.941,0.846,0.327,0.294
404.0,825.132,-106.85836,16.85548,404,9.1496,9.1207,37095,3.714762,0.0639,0.0422,98.9506,0.00020324,0,0.5031,0.5135,0.0574,0.1145,4.6032,0,0.0098,0,0.5024,0.5127,34.6092,34.6921,26.7953,26.8649,0.941,0.974,0.327,0.338
405.0,826.874,-106.85836,16.85548,405,9.1416,9.113,37088,3.713883,0.0656,0.043,98.9325,0.00020334,0,0.5031,0.5135,0.0576,0.1147,4.6024,0,0.0098,0,0.5024,0.5126,34.6091,34.69,26.7965,26.8644,0.942,0.939,0.327,0.326
406.0,829.942,-106.85836,16.85548,406,9.1333,9.0987,37080,3.712669,0.0645,0.0429,98.9338,0.00020334,0,0.5031,0.5132,0.0575,0.1147,4.6024,0,0.0098,0,0.5024,0.5125,34.6091,34.6908,26.7979,26.8674,0.942,0.963,0.327,0.334
407.0,831.019,-106.85836,16.85548,407,9.0955,9.0665,37044,3.709624,0.0639,0.0432,98.9258,0.00020334,0,0.5031,0.5131,0.0574,0.1144,4.6021,0,0.0098,0,0.5024,0.5128,34.607,34.6899,26.8023,26.8719,0.943,1.031,0.327,0.357
408.0,831.829,-106.85836,16.85548,408,9.0812,9.053,37030,3.708212,0.0687,0.0427,98.9394,0.0001918,0,0.5031,0.5135,0.0579,0.1149,4.6027,0,0.0097,0,0.5024,0.5127,34.6064,34.6878,26.8041,26.8724,0.943,1.04,0.327,0.361
409.0,832.533,-106.85836,16.85548,409,9.0782,9.0505,37028,3.707976,0.0668,0.0428,98.9354,0.00019139,0,0.5031,0.5131,0.0577,0.1148,4.6025,0,0.0097,0,0.5024,0.5131,34.6061,34.6873,26.8044,26.8724,0.943,1.066,0.327,0.37
410.0,833.279,-106.85836,16.85548,410,9.0648,9.0357,37015,3.706719,0.0728,0.0424,98.9451,0.00020281,0,0.5031,0.5134,0.0583,0.1149,4.6029,0,0.0098,0,0.5024,0.5128,34.6054,34.6881,26.806,26.8754,0.944,0.92,0.327,0.319
411.0,834.17,-106.85836,16.85548,411,9.0472,9.0183,36999,3.705086,0.0836,0.0425,98.9437,0.00020334,0,0.5031,0.5132,0.0593,0.1149,4.6029,0,0.0098,0,0.5024,0.5126,34.6049,34.6875,26.8085,26.8777,0.944,0.802,0.327,0.278
412.0,836.564,-106.85834,16.85548,412,9.0465,9.0194,36998,3.704967,0.0642,0.0424,98.9462,0.00020117,0,0.5031,0.5134,0.0574,0.1147,4.603,0,0.0098,0,0.5024,0.5126,34.6047,34.6847,26.8085,26.8754,0.958,0.964,0.332,0.334
413.0,839.307,-106.85834,16.85548,413,8.9961,8.9692,36951,3.700895,0.0639,0.0422,98.9511,0.00019575,0,0.5031,0.5132,0.0574,0.1148,4.6032,0,0.0098,0,0.5025,0.5127,34.6035,34.6906,26.8155,26.888,0.948,0.99,0.328,0.343
414.0,840.175,-106.85834,16.85548,414,8.9526,8.9231,36908,3.696113,0.0639,0.0422,98.9508,0.00020355,0,0.5031,0.5135,0.0574,0.1149,4.6032,0,0.0098,0,0.5024,0.5127,34.6004,34.6849,26.82,26.8909,0.931,1.002,0.322,0.346
415.0,840.878,-106.85834,16.85548,415,8.929,8.9005,36884,3.693704,0.0639,0.0422,98.9508,0.00019093,0,0.5031,0.513,0.0574,0.1149,4.6032,0,0.0097,0,0.5025,0.5125,34.5983,34.6813,26.8221,26.8917,0.957,0.964,0.331,0.333
416.0,841.552,-106.85834,16.85548,416,8.9212,8.8932,36877,3.692958,0.0647,0.0422,98.9508,0.00020314,0,0.5032,0.5134,0.0575,0.1148,4.6032,0,0.0098,0,0.5024,0.5128,34.5982,34.6801,26.8233,26.892,0.919,0.949,0.317,0.328
417.0,842.237,-106.85834,16.85548,417,8.9156,8.8876,36873,3.692434,0.0639,0.0422,98.9508,0.00020334,0,0.5032,0.5132,0.0574,0.1151,4.6032,0,0.0098,0,0.5024,0.5126,34.5983,34.6796,26.8243,26.8924,0.947,0.845,0.328,0.292
418.0,843.064,-106.85834,16.85548,418,8.9121,8.8839,36870,3.692092,0.0665,0.0422,98.9508,0.00020334,0,0.5032,0.5133,0.0577,0.1148,4.6032,0,0.0098,0,0.5024,0.5124,34.5983,34.6791,26.8249,26.8927,0.949,0.955,0.328,0.33
419.0,844.556,-106.85834,16.85548,419,8.9084,8.8815,36867,3.691819,0.0644,0.0418,98.9592,0.00020334,0,0.5031,0.5134,0.0574,0.1148,4.6036,0,0.0098,0,0.5024,0.5124,34.5981,34.6782,26.8253,26.8924,0.949,0.927,0.328,0.32
420.0,847.156,-106.85834,16.85548,420,8.9053,8.8821,36865,3.692022,0.0642,0.042,98.9565,0.00020334,0,0.5031,0.5132,0.0574,0.1149,4.6035,0,0.0098,0,0.5024,0.5126,34.5985,34.6792,26.8261,26.8931,0.949,0.942,0.328,0.325
421.0,848.635,-106.85834,16.85548,421,8.8983,8.8701,36858,3.690933,0.0639,0.0419,98.9587,0.00019626,0,0.5031,0.5129,0.0574,0.1149,4.6036,0,0.0098,0,0.5024,0.5125,34.5981,34.6791,26.827,26.8949,0.949,0.993,0.328,0.343
422.0,849.739,-106.85836,16.85548,422,8.8876,8.8601,36848,3.690036,0.065,0.0422,98.9504,0.00020365,0,0.5031,0.5134,0.0575,0.1148,4.6032,0,0.0098,0,0.5024,0.5126,34.5976,34.679,26.8282,26.8964,0.95,0.964,0.328,0.333
