Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 366,Coverage (%) 367,Coverage (%) 368,Coverage (%) 369,Coverage (%) 370,Coverage (%) 371,Coverage (%) 372,Coverage (%) 373,Coverage (%) 374,Coverage (%) 376,Coverage (%) 377,Coverage (%) 379,Coverage (%) 388,Coverage (%) 380,Coverage (%) 375,Area 366,Area 367,Area 368,Area 369,Area 370,Area 371,Area 372,Area 373,Area 374,Area 376,Area 377,Area 379,Area 388,Area 380,Area 375,#Peptides,#Unique,#Spec 366,#Spec 367,#Spec 368,#Spec 369,#Spec 370,#Spec 371,#Spec 372,#Spec 373,#Spec 374,#Spec 376,#Spec 377,#Spec 379,#Spec 388,#Spec 380,#Spec 375,PTM,Avg. Mass,Description
213,186,ETNP_120,93.43,13,2,7,2,7,2,0,0,0,6,0,0,0,0,0,0,,,,,,,,,6.22E4,,,,,,,8,1,1,4,1,4,1,0,0,0,3,0,0,0,0,0,0,,57826,60 kDa chaperonin
271,228,WP_036914423,93.35,20,16,0,2,0,0,0,0,0,0,2,0,0,0,0,0,,,5.39E4,,,,,,,,,,,,,10,1,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Carbamidomethylation; Oxidation (M),52572,ribulose 1 5-bisphosphate carboxylase Prochlorococcus
248,243,ETNP_160,93.17,9,1,3,2,5,1,0,0,0,0,0,0,0,0,0,0,2.51E4,9.17E4,1.75E5,,3.52E4,,,,,,,,,,,7,3,1,2,2,5,1,0,0,0,0,0,0,0,0,0,0,,106182,Formate dehydrogenase-O major subunit precursor
248,244,ETNP_140,93.17,9,1,3,2,5,1,0,0,0,0,0,0,0,0,0,0,2.51E4,9.17E4,1.75E5,,3.52E4,,,,,,,,,,,7,3,1,2,2,5,1,0,0,0,0,0,0,0,0,0,0,,106906,Formate dehydrogenase H
249,1005,ETNP14_120,92.86,9,5,3,2,0,1,0,0,0,7,0,0,0,0,0,0,6.06E4,,,,,,,,,,,,,,,7,1,2,3,1,0,1,0,0,0,4,0,0,0,0,0,0,,58039,60 kDa chaperonin
171,853,XP_003055985,92.78,16,0,0,0,0,0,0,9,3,8,3,0,1,1,2,0,,,,,,,,1.11E5,1.41E5,0E0,,,,,,15,3,0,0,0,0,0,0,6,2,5,2,0,1,1,1,0,,72977,luminal binding heat shock protein 70  Micromonas pusilla CCMP1545
197,464,ETNP_60,92.60,16,5,2,0,0,0,0,13,3,2,2,0,0,0,0,0,,,,,,,3.8E5,9.01E4,,,,,,,,10,2,2,1,0,0,0,0,9,1,1,1,0,0,0,0,0,Oxidation (M),50949,ATP synthase subunit beta
197,465,ETNP_70,92.60,16,5,2,0,0,0,0,13,3,2,2,0,0,0,0,0,,,,,,,3.8E5,9.01E4,,,,,,,,10,2,2,1,0,0,0,0,9,1,1,1,0,0,0,0,0,Oxidation (M),50949,ATP synthase subunit beta
170,613,AAV96397.1,92.56,19,2,2,0,0,0,0,17,0,2,5,0,0,1,0,0,,,,,,,,,,,,,,,,12,0,1,1,0,0,0,0,12,0,1,2,0,0,1,0,0,Oxidation (M),50492,ATP synthase F1  beta subunit [Ruegeria pomeroyi DSS-3]
191,1265,ETNP_100,92.32,20,14,17,17,0,0,0,0,0,12,0,0,0,0,0,0,,,,,,,,,1.69E4,,,,,,,7,1,4,3,5,0,0,0,0,0,4,0,0,0,0,0,0,Carbamidomethylation,15899,Photosystem I reaction center subunit II
191,1266,ETNP_120,92.32,20,14,17,17,0,0,0,0,0,12,0,0,0,0,0,0,,,,,,,,,1.69E4,,,,,,,7,1,4,3,5,0,0,0,0,0,4,0,0,0,0,0,0,Carbamidomethylation,15899,Photosystem I reaction center subunit II
191,1321,ETNP_90,92.32,27,19,24,24,0,0,0,0,0,16,0,0,0,0,0,0,,,,,,,,,1.69E4,,,,,,,7,1,4,3,5,0,0,0,0,0,4,0,0,0,0,0,0,Carbamidomethylation,11572,Photosystem I reaction center subunit II
279,431,ETNP14_68,92.19,33,33,7,12,0,0,0,0,0,0,0,0,0,0,0,0,2.85E6,7.61E5,1.56E6,,,,,,,,,,,,,7,6,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,19236,Secreted effector protein pipB2
225,223,ETNP_120,92.02,13,2,6,2,8,2,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,8,0,1,4,1,4,1,0,0,0,2,0,0,0,0,0,0,,57514,60 kDa chaperonin
303,410,CAK24797.1,91.76,37,25,12,15,0,0,0,7,0,0,0,0,6,0,0,0,,,,,,,,,,,,,,,,7,0,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,,13146,50S ribosomal protein L7/L12 [Synechococcus sp. WH 7803]
321,914,WP_014473290,91.67,8,2,2,2,1,1,0,2,0,2,0,0,0,0,0,0,,,,,,,3.48E5,,,,,,,,,6,1,1,2,1,1,1,0,1,0,1,0,0,0,0,0,0,,57734,molecular chaperone GroEL Arcobacter sp L
237,194,ETNP14_68,91.36,7,2,5,5,6,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,5,0,1,4,3,3,1,0,0,0,0,0,0,0,0,0,0,,57177,60 kDa chaperonin 5
237,203,ETNP14_68,91.36,7,2,5,5,6,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,5,0,1,4,3,3,1,0,0,0,0,0,0,0,0,0,0,,58420,60 kDa chaperonin 5
333,953,KHE90333,91.35,6,0,2,4,2,1,0,2,0,2,0,0,0,0,0,0,,,,,,,3.23E5,,,,,,,,,5,1,0,2,2,1,1,0,1,0,1,0,0,0,0,0,0,,57804,chaperonin GroEL Candidatus Scalindua brodae
72,799,XP_002185730,91.27,14,4,7,1,1,0,0,13,7,9,7,3,4,3,2,0,,,,,,,7.33E4,,,2.04E5,,4.33E5,4.42E4,9.48E4,,15,3,4,6,2,1,0,0,7,5,5,3,2,3,2,1,0,Carbamidomethylation,49582,predicted protein  Phaeodactylum tricornutum CCAP 1055
312,730,WP_038546441,90.86,15,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,8,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,52050,ATP F0F1 synthase subunit beta Synechococcus sp KORDI-100
157,726,ETNP_120,90.77,10,5,2,0,0,0,0,8,3,6,5,0,2,3,0,0,,,,,,,,,,,,,,,,10,0,2,1,0,0,0,0,9,1,2,3,0,1,1,0,0,,49682,ATP synthase subunit beta
344,908,NP_125,90.73,6,0,2,5,2,1,0,0,0,2,0,0,0,0,0,0,,,1.15E4,,,,,,,,,,,,,5,1,0,2,3,1,1,0,0,0,1,0,0,0,0,0,0,,59602,60 kDa chaperonin
239,333,ETNP_140,90.67,7,0,4,4,6,5,0,0,0,0,0,0,0,1,1,0,,1.36E5,5.04E5,1.49E6,5.11E5,,,,,,,,1.11E4,9.4E4,,4,4,0,2,2,3,3,0,0,0,0,0,0,0,1,1,0,,58291,Heme-binding protein A precursor
239,334,ETNP_160,90.67,7,0,4,4,6,5,0,0,0,0,0,0,0,1,1,0,,1.36E5,5.04E5,1.49E6,5.11E5,,,,,,,,1.11E4,9.4E4,,4,4,0,2,2,3,3,0,0,0,0,0,0,0,1,1,0,,58291,Heme-binding protein A precursor
239,335,NP_300,90.67,7,0,4,4,6,5,0,0,0,0,0,0,0,1,1,0,,1.36E5,5.04E5,1.49E6,5.11E5,,,,,,,,1.11E4,9.4E4,,4,4,0,2,2,3,3,0,0,0,0,0,0,0,1,1,0,,58291,Heme-binding protein A precursor
239,336,ETNP_120,90.67,7,0,4,4,6,5,0,0,0,0,0,0,0,1,1,0,,1.36E5,5.04E5,1.49E6,5.11E5,,,,,,,,1.11E4,9.4E4,,4,4,0,2,2,3,3,0,0,0,0,0,0,0,1,1,0,,58291,Heme-binding protein A precursor
274,298,ETNP14_68,90.62,11,0,6,1,3,0,0,0,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,7,0,0,4,1,2,0,0,0,0,3,0,0,0,0,0,0,,57745,60 kDa chaperonin
247,293,EJP74092,90.50,11,2,6,1,5,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,7,0,1,4,1,3,0,0,0,0,2,0,0,0,0,0,0,,57077,chaperonin GroL SAR86 cluster bacterium SAR86B
214,575,ABI78727.1,90.44,10,5,5,4,4,1,0,0,0,3,0,0,1,0,0,0,,,,,,,,,,,,4.03E5,,,,6,1,2,4,2,2,1,0,0,0,2,0,0,1,0,0,0,,57853,chaperonin GroEL [Hyphomonas neptunium ATCC 15444]
234,928,NP_85,90.31,8,2,2,3,3,0,0,3,2,0,0,0,4,0,2,0,,,,,,,,,,,,,,,,5,0,1,1,2,2,0,0,2,1,0,0,0,2,0,1,0,Oxidation (M),43465,Elongation factor Tu
234,929,ETNP_110,90.31,8,2,2,3,3,0,0,3,2,0,0,0,4,0,2,0,,,,,,,,,,,,,,,,5,0,1,1,2,2,0,0,2,1,0,0,0,2,0,1,0,Oxidation (M),43433,Elongation factor Tu
234,938,ETNP_140,90.31,8,2,2,3,3,0,0,3,2,0,0,0,4,0,2,0,,,,,,,,,,,,,,,,5,0,1,1,2,2,0,0,2,1,0,0,0,2,0,1,0,Oxidation (M),43956,Elongation factor Tu
234,941,ETNP_90,90.31,8,2,2,3,3,0,0,3,2,0,0,0,4,0,2,0,,,,,,,,,,,,,,,,5,0,1,1,2,2,0,0,2,1,0,0,0,2,0,1,0,Oxidation (M),43130,Elongation factor Tu
234,944,ETNP_120,90.31,8,2,2,3,3,0,0,3,2,0,0,0,4,0,2,0,,,,,,,,,,,,,,,,5,0,1,1,2,2,0,0,2,1,0,0,0,2,0,1,0,Oxidation (M),43000,Elongation factor Tu
234,945,ETNP_120,90.31,8,2,2,3,3,0,0,3,2,0,0,0,4,0,2,0,,,,,,,,,,,,,,,,5,0,1,1,2,2,0,0,2,1,0,0,0,2,0,1,0,Oxidation (M),43000,Elongation factor Tu
234,946,ETNP_100,90.31,8,2,2,3,3,0,0,3,2,0,0,0,4,0,2,0,,,,,,,,,,,,,,,,5,0,1,1,2,2,0,0,2,1,0,0,0,2,0,1,0,Oxidation (M),43000,Elongation factor Tu
234,949,NP_30,90.31,9,2,2,3,3,0,0,3,2,0,0,0,4,0,2,0,,,,,,,,,,,,,,,,5,0,1,1,2,2,0,0,2,1,0,0,0,2,0,1,0,Oxidation (M),41708,Elongation factor Tu
167,805,ADB27547,90.30,11,1,1,0,0,0,0,8,10,0,0,0,1,1,1,0,,,,,,,2.74E6,1.03E6,,,,,,,,10,8,1,1,0,0,0,0,6,8,0,0,0,1,1,1,0,,54049,ATP synthase CF1 subunit alpha chloroplast  Thalassiosira oceanica CCMP1005
296,1062,ETNP14_120,89.27,8,0,2,6,0,1,0,0,1,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,6,0,0,2,3,0,1,0,0,1,2,0,0,0,0,0,0,,55907,60 kDa chaperonin 5
314,761,WP_036912331,89.25,14,8,0,0,0,0,0,4,0,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,8,0,4,0,0,0,0,0,3,0,0,0,0,1,0,0,0,,52116,ATP F0F1 synthase subunit beta Prochlorococcus
291,221,ETNP_60,89.24,9,9,2,0,0,0,0,2,2,2,0,0,0,0,0,0,4.88E5,,,,,,,,,,,,,,,5,2,5,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,53644,Ribulose bisphosphate carboxylase large chain
291,222,ETNP_70,89.24,9,9,2,0,0,0,0,2,2,2,0,0,0,0,0,0,4.88E5,,,,,,,,,,,,,,,5,2,5,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,53644,Ribulose bisphosphate carboxylase large chain
298,1295,NP_300,88.98,7,0,2,2,0,1,0,2,1,5,0,0,0,0,0,0,,,,,,,0E0,,,,,,,,,6,1,0,2,1,0,1,0,1,1,3,0,0,0,0,0,0,,58010,60 kDa chaperonin
341,425,WP_006169762,88.82,31,25,12,15,0,0,0,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,6,0,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,,13004,50S ribosomal protein L7L12 Synechococcus
81,847,XP_002180358,88.72,28,16,14,0,0,0,0,22,20,15,7,0,12,12,15,0,,,,,,,,,,,,,,,,10,0,7,6,0,0,0,0,6,8,3,2,0,2,2,3,0,Carbamidomethylation,14700,histone H2A isoform 2  Phaeodactylum tricornutum CCAP 1055
81,848,EJK74336,88.72,30,17,15,0,0,0,0,23,21,16,7,0,13,12,16,0,,,,,,,,,,,,,,,,10,0,7,6,0,0,0,0,6,8,3,2,0,2,2,3,0,Carbamidomethylation,13990,hypothetical protein THAOC_03987 partial  Thalassiosira oceanica
81,849,XP_002179427,88.72,31,17,16,0,0,0,0,24,22,17,7,0,13,13,17,0,,,,,,,,,,,,,,,,10,0,7,6,0,0,0,0,6,8,3,2,0,2,2,3,0,Carbamidomethylation,13178,histone H2A isoform 3b  Phaeodactylum tricornutum CCAP 1055
81,850,XP_002179202,88.72,31,17,16,0,0,0,0,24,22,17,7,0,13,13,17,0,,,,,,,,,,,,,,,,10,0,7,6,0,0,0,0,6,8,3,2,0,2,2,3,0,Carbamidomethylation,13178,histone H2A isoform 3a  Phaeodactylum tricornutum CCAP 1055
210,272,ETNP_120,88.71,13,0,6,5,11,5,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,7,0,0,4,2,5,2,0,0,0,1,0,0,0,0,0,0,,57580,60 kDa chaperonin
224,690,ABE39462.1,88.28,11,10,2,2,2,1,0,0,0,3,0,1,0,1,0,0,,,,,,,,,,,,,,,,6,0,4,2,1,1,1,0,0,0,2,0,1,0,1,0,0,,57974,chaperonin GroEL [Rhodopseudomonas palustris BisB5]
79,1013,EJK63752,88.25,32,18,16,0,0,0,0,25,23,17,7,0,14,13,17,0,,,,,,,,,,,,,,,,10,0,7,6,0,0,0,0,6,8,3,2,0,2,2,3,0,Carbamidomethylation,12825,hypothetical protein THAOC_15570  Thalassiosira oceanica
79,1014,EJK52562,88.25,32,18,16,0,0,0,0,25,23,17,7,0,14,13,17,0,,,,,,,,,,,,,,,,10,0,7,6,0,0,0,0,6,8,3,2,0,2,2,3,0,Carbamidomethylation,12825,hypothetical protein THAOC_28150  Thalassiosira oceanica
79,1015,EJK66680,88.25,32,18,16,0,0,0,0,25,23,17,7,0,14,13,17,0,,,,,,,,,,,,,,,,10,0,7,6,0,0,0,0,6,8,3,2,0,2,2,3,0,Carbamidomethylation,12825,hypothetical protein THAOC_12377  Thalassiosira oceanica
79,1016,EJK65157,88.25,15,8,8,0,0,0,0,11,11,8,3,0,6,6,8,0,,,,,,,,,,,,,,,,10,0,7,6,0,0,0,0,6,8,3,2,0,2,2,3,0,Carbamidomethylation,29086,hypothetical protein THAOC_14024  Thalassiosira oceanica
79,1017,EJK60529,88.25,12,7,6,0,0,0,0,9,9,6,3,0,5,5,6,0,,,,,,,,,,,,,,,,10,0,7,6,0,0,0,0,6,8,3,2,0,2,2,3,0,Carbamidomethylation,34853,hypothetical protein THAOC_19092  Thalassiosira oceanica
199,350,ETNP_180,87.87,9,0,6,8,3,0,0,0,0,1,0,0,0,0,0,0,,9.87E5,2.32E6,1.34E5,,,,,1.04E5,,,,,,,8,4,0,5,7,2,0,0,0,0,1,0,0,0,0,0,0,,81192,Multicopper oxidase
212,256,ETNP_120,87.86,12,4,3,3,3,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,8,0,4,2,3,2,0,0,1,1,1,0,0,0,0,0,0,,58577,60 kDa chaperonin 2
251,220,NP_300,87.76,18,0,3,12,15,2,0,0,0,0,0,0,0,0,0,0,,,,4.87E3,,,,,,,,,,,,5,1,0,1,4,5,1,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,39400,Leu/Ile/Val/Thr-binding protein precursor
272,530,NP_300,87.76,15,0,3,0,14,0,0,0,0,2,0,0,0,0,0,0,,,,2.24E5,,,,,,,,,,,,8,2,0,2,0,7,0,0,0,0,1,0,0,0,0,0,0,,58218,60 kDa chaperonin
205,317,NP_300,87.52,12,0,0,2,12,4,0,0,0,0,1,0,0,0,1,0,,,1.92E5,2.06E6,1.63E5,,,,,,,,,,,7,6,0,0,1,9,2,0,0,0,0,1,0,0,0,2,0,,64538,putative oxidoreductase YdhV
154,698,ABI78817.1,87.39,16,5,2,0,0,0,0,16,3,2,5,0,0,4,0,0,,,,,,,,,,,,,,,,11,0,2,1,0,0,0,0,10,1,1,3,0,0,2,0,0,,50900,ATP synthase F1  beta subunit [Hyphomonas neptunium ATCC 15444]
250,701,WP_013913234,87.04,9,6,2,2,2,1,0,0,0,0,0,1,0,1,1,0,,,,,,,,,,,,,,8.34E4,,6,1,3,2,1,1,1,0,0,0,0,0,1,0,1,1,0,,57806,molecular chaperone GroEL Oligotropha carboxidovorans
276,270,WP_036914087,86.94,12,4,2,3,3,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,8,0,4,1,2,2,0,0,0,0,1,0,0,0,0,0,0,,58891,molecular chaperone GroEL Prochlorococcus
276,271,WP_011130702,86.94,12,4,2,3,3,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,8,0,4,1,2,2,0,0,0,0,1,0,0,0,0,0,0,,59390,molecular chaperone GroEL Prochlorococcus marinus
113,423,ETNP14_68,86.89,61,20,20,0,12,0,0,32,24,61,8,8,8,8,8,0,,,,,,,,,,,,,,,,5,0,4,3,0,1,0,0,6,3,6,2,1,1,1,1,0,Oxidation (M),8425,Ubiquitin family protein
113,424,ETNP14_68,86.89,56,19,19,0,11,0,0,30,22,56,7,7,7,7,7,0,,,,,,,,,,,,,,,,5,0,4,3,0,1,0,0,6,3,6,2,1,1,1,1,0,Oxidation (M),9208,Ubiquitin family protein
113,458,ETNP14_68,86.89,16,5,5,0,3,0,0,9,6,16,2,2,2,2,2,0,,,,,,,,,,,,,,,,5,0,4,3,0,1,0,0,6,3,6,2,1,1,1,1,0,Oxidation (M),31830,Ubiquitin family protein
113,468,XP_003082269,86.89,16,5,5,0,3,0,0,8,6,16,2,2,2,2,2,0,,,,,,,,,,,,,,,,5,0,4,3,0,1,0,0,6,3,6,2,1,1,1,1,0,Oxidation (M),32141,polyubiquitin ISS  Ostreococcus tauri
411,533,ETNP_160,86.78,11,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,,,2.56E5,1.31E6,,,,,,,,,,,,4,4,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,,44746,Leu/Ile/Val-binding protein precursor
411,534,ETNP_120,86.78,11,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,,,2.56E5,1.31E6,,,,,,,,,,,,4,4,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,,45619,Leu/Ile/Val-binding protein precursor
411,535,NP_300,86.78,11,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,,,2.56E5,1.31E6,,,,,,,,,,,,4,4,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,,45791,Leu/Ile/Val-binding protein precursor
411,537,ETNP_120,86.78,11,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,,,2.56E5,1.31E6,,,,,,,,,,,,4,4,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,,45552,Leu/Ile/Val-binding protein precursor
160,689,ETNP_120,86.64,36,11,0,0,11,0,0,15,20,23,12,0,9,0,4,0,,,,,,,,,1.41E5,,,,,,,8,1,1,0,0,1,0,0,4,4,5,2,0,2,0,1,0,Carbamidomethylation; Oxidation (M),16510,Bacterial actin-related protein
232,661,|#CONTAM#K1C10_HUMAN|,86.43,11,2,0,0,6,6,3,0,0,0,0,4,2,0,4,0,1.94E5,,,4.79E5,8.64E5,2.91E5,,,,,1.23E6,3.98E5,,8.83E5,,7,7,1,0,0,2,2,1,0,0,0,0,2,1,0,3,0,Carbamidomethylation,59519,sp|#CONTAM#K1C10_HUMAN|
155,881,XP_003064239,85.91,12,3,3,0,0,0,0,7,2,4,1,0,2,2,2,0,6.64E4,2.67E4,,,,,,,,,,,,,,15,1,2,2,0,0,0,0,6,2,2,1,0,2,2,1,0,,71635,heat shock protein 70kDa  Micromonas pusilla CCMP1545
218,781,ETNP_120,85.85,79,21,17,79,0,0,0,0,0,79,0,0,0,0,0,0,8.71E4,6.32E5,9.07E6,,,,,,1.44E6,,,,,,,7,7,1,1,7,0,0,0,0,0,5,0,0,0,0,0,0,,5091,hypothetical protein
146,779,XP_002181593,85.41,8,4,2,0,0,0,0,6,5,0,5,0,3,5,6,0,3.05E4,3.39E4,,,,,9.25E4,7.55E4,,2.28E5,,,9.45E5,5.63E5,,7,3,2,2,0,0,0,0,4,2,0,2,0,2,4,4,0,,48056,predicted protein  Phaeodactylum tricornutum CCAP 1055
146,780,XP_002186303,85.41,8,4,2,0,0,0,0,6,5,0,5,0,3,5,6,0,3.05E4,3.39E4,,,,,9.25E4,7.55E4,,2.28E5,,,9.45E5,5.63E5,,7,3,2,2,0,0,0,0,4,2,0,2,0,2,4,4,0,,48082,translation elongation factor EF-1 alpha subunit  Phaeodactylum tricornutum CCAP 1055
241,656,ETNP_90,85.27,10,2,5,2,2,0,0,3,2,0,0,0,5,0,5,0,,,,,,,,,,,,,,6.11E4,,6,1,1,2,1,1,0,0,2,1,0,0,0,2,0,2,0,,43463,Elongation factor Tu
424,427,ETNP_90,85.20,21,0,15,21,0,0,0,0,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,3,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,Carbamidomethylation,18547,Photosystem I reaction center subunit III precursor
424,428,ETNP_160,85.20,21,0,15,21,0,0,0,0,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,3,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,Carbamidomethylation,18547,Photosystem I reaction center subunit III precursor
257,604,ETNP14_68,85.20,7,2,5,4,6,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,5,0,1,4,2,3,1,0,0,0,0,0,0,0,0,0,0,,58448,60 kDa chaperonin 5
257,605,SAR11,85.20,7,2,5,4,6,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,5,0,1,4,2,3,1,0,0,0,0,0,0,0,0,0,0,,58478,60 kDa chaperonin 5
165,1109,NP_300,85.13,9,5,2,0,0,0,0,9,3,6,5,0,0,3,0,0,,,,,,,2.64E5,,,,,,,,,9,1,2,1,0,0,0,0,9,1,2,3,0,0,1,0,0,,49467,ATP synthase subunit beta
119,1090,XP_003059832,85.04,31,16,15,0,6,0,0,26,16,16,0,0,6,6,6,0,5.68E5,5.33E4,,5.01E3,,,2.91E5,4.97E4,3.62E6,,,,,,,8,6,6,3,0,1,0,0,6,5,4,0,0,1,1,1,0,,14583,histone H2A  Micromonas pusilla CCMP1545
119,1091,XP_003074738,85.04,31,16,15,0,6,0,0,25,16,15,0,0,6,6,6,0,5.68E5,5.33E4,,5.01E3,,,2.91E5,4.97E4,3.62E6,,,,,,,8,6,6,3,0,1,0,0,6,5,4,0,0,1,1,1,0,,14945,H2a Histone H2A probable IC  Ostreococcus tauri
362,446,ETNP_120,84.52,9,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,,,,3.6E5,3.65E4,,,,,,,,,,,6,6,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,,61476,Quinohemoprotein alcohol dehydrogenase ADH IIB precursor
362,447,ETNP_180,84.52,9,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,,,,3.6E5,3.65E4,,,,,,,,,,,6,6,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,,61476,Quinohemoprotein alcohol dehydrogenase ADH IIB precursor
362,448,ETNP_160,84.52,9,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,,,,3.6E5,3.65E4,,,,,,,,,,,6,6,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,,61476,Quinohemoprotein alcohol dehydrogenase ADH IIB precursor
362,449,ETNP_300,84.52,9,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,,,,3.6E5,3.65E4,,,,,,,,,,,6,6,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,,61504,Quinohemoprotein alcohol dehydrogenase ADH IIB precursor
362,450,ETNP_140,84.52,9,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,,,,3.6E5,3.65E4,,,,,,,,,,,6,6,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,,61504,Quinohemoprotein alcohol dehydrogenase ADH IIB precursor
223,576,NP_300,84.43,15,0,5,6,13,6,0,0,0,2,0,0,0,0,0,0,,,,1.12E5,,,,,,,,,,,,7,1,0,3,2,5,2,0,0,0,1,0,0,0,0,0,0,Carbamidomethylation,50654,60 kDa chaperonin
331,426,ETNP14_120,84.40,9,0,3,0,6,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,6,0,0,2,0,4,0,0,0,0,2,0,0,0,0,0,0,,57259,60 kDa chaperonin
187,1270,XP_002178567,84.36,11,0,0,0,0,0,0,6,4,2,1,0,2,2,3,0,,,,,,,,2E5,,,,,,,,12,2,0,0,0,0,0,0,4,3,2,1,0,2,2,2,0,,72266,ER luminal binding protein precursor  Phaeodactylum tricornutum CCAP 1055
277,838,|#CONTAM#CASB_BOVIN|,84.26,28,8,0,0,0,0,0,0,0,0,0,0,0,0,21,0,2.77E5,,,,,,,,,,,,,7.2E6,,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,,25107,sp|#CONTAM#CASB_BOVIN|
172,1436,ABA59515.1,84.18,10,3,0,0,0,0,0,8,3,7,3,0,0,5,0,0,,,,,,,,,1.41E5,,,,0E0,,,10,2,1,0,0,0,0,0,9,1,3,2,0,0,2,0,0,Oxidation (M),49953,ATP synthase F1 subcomplex beta subunit [Nitrosococcus oceani ATCC 19707]
255,966,XP_003056852,84.06,19,4,4,4,0,0,0,19,4,0,0,0,0,0,0,0,7.95E5,7.26E5,7.18E4,,,,2.12E6,1.03E6,,,,,,,,7,7,1,1,1,0,0,0,7,1,0,0,0,0,0,0,0,,18856,caltractin  Micromonas pusilla CCMP1545
255,970,ETNP_70,84.06,18,4,4,4,0,0,0,18,4,0,0,0,0,0,0,0,7.95E5,7.26E5,7.18E4,,,,2.12E6,1.03E6,,,,,,,,7,7,1,1,1,0,0,0,7,1,0,0,0,0,0,0,0,,19384,EF hand
270,227,NP_100,84.02,12,0,5,12,9,0,0,0,0,0,0,0,0,0,0,0,,1.13E4,2.12E5,1.45E5,,,,,,,,,,,,4,1,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,39587,Leu/Ile/Val/Thr-binding protein precursor
269,732,SAR11,83.89,7,2,4,2,7,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,5,0,1,3,1,4,1,0,0,0,0,0,0,0,0,0,0,,56854,60 kDa chaperonin 5
269,735,NP_300,83.89,7,2,4,2,7,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,5,0,1,3,1,4,1,0,0,0,0,0,0,0,0,0,0,,58375,60 kDa chaperonin 5
299,303,NP_300,83.84,10,0,3,1,9,1,0,0,0,0,0,0,0,0,0,0,,,,9.03E4,7.4E4,,,,,,,,,,,6,2,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,,72914,Formate dehydrogenase-O major subunit precursor
216,631,ETNP_100,83.80,38,4,16,12,0,0,0,0,4,28,0,0,0,0,0,0,3.17E5,1.47E6,1.25E7,,,,,4.55E5,2.65E5,,,,,,,8,8,1,3,5,0,0,0,0,1,4,0,0,0,0,0,0,Oxidation (M),17736,C-phycoerythrin class 2 subunit alpha
